Date,FELE_Open_average,FELE_Open_max,FELE_Open_min,FELE_Open_volatility,FELE_Open_change,FELE_High_average,FELE_High_max,FELE_High_min,FELE_High_volatility,FELE_High_change,FELE_Low_average,FELE_Low_max,FELE_Low_min,FELE_Low_volatility,FELE_Low_change,FELE_Close_average,FELE_Close_max,FELE_Close_min,FELE_Close_volatility,FELE_Close_change,FELE_Volume_average,FELE_Volume_max,FELE_Volume_min,FELE_Volume_volatility,FELE_Volume_change
2018-01-14,45.15,45.7,44.45,1.25,-0.3500000000000014,45.6,46.15,45.35,0.7999999999999972,-0.6999999999999957,44.106,44.9,41.6,3.299999999999997,0.14999999999999858,45.089999999999996,45.4,44.55,0.8500000000000014,0.19999999999999574,118477,138372,76676,61696,9106
2018-01-21,45.38,45.85,45.0,0.8500000000000014,0.75,45.71,46.15,45.2,0.9499999999999957,0.6499999999999986,44.546,45.4,43.5,1.8999999999999986,1.3800000000000026,45.25,45.9,44.8,1.1000000000000014,0.0,117006,217013,55606,161407,25250
2018-01-28,44.97,45.45,44.4,1.0500000000000043,-0.10000000000000142,45.43,45.85,44.85,1.0,-0.5499999999999972,44.35,45.2,42.55,2.6500000000000057,-1.9500000000000028,44.7,45.5,42.7,2.799999999999997,-2.5999999999999943,113884,139981,88111,51870,51870
2018-02-04,42.21,42.9,41.7,1.1999999999999957,-0.3499999999999943,42.82,43.2,42.15,1.0500000000000043,-0.14999999999999858,41.474,42.25,40.55,1.7000000000000028,-0.1699999999999946,42.24,42.85,41.5,1.3500000000000014,0.10000000000000142,159184,262291,98250,164041,-157625
2018-02-11,43.1375,44.1,42.2,1.8999999999999986,1.75,43.9,44.85,42.9,1.9500000000000028,1.9500000000000028,42.875,43.95,42.0,1.9500000000000028,1.9500000000000028,43.7625,44.45,42.8,1.6500000000000057,1.6500000000000057,92931,129081,70451,58630,49105
2018-02-18,41.2,42.25,40.6,1.6499999999999986,-1.3500000000000014,42.03,43.75,41.05,2.700000000000003,-2.1499999999999986,40.41,40.85,39.85,1.0,0.9499999999999957,40.67,41.55,39.85,1.6999999999999957,1.6999999999999957,153592,219866,79760,140106,-140106
2018-02-25,40.14,41.65,39.0,2.6499999999999986,-1.9499999999999957,40.83,41.9,40.1,1.7999999999999972,-1.25,39.339999999999996,40.9,38.45,2.4499999999999957,-1.3999999999999986,39.91,40.95,39.15,1.8000000000000043,-0.6500000000000057,158332,258841,89314,169527,-5050
2018-03-04,41.550000000000004,42.95,40.35,2.6000000000000014,2.6000000000000014,42.300000000000004,43.5,41.2,2.299999999999997,2.299999999999997,40.974,41.85,40.0,1.8500000000000014,1.3699999999999974,41.99,42.9,40.9,2.0,2.0,107337,151905,84454,67451,-51655
2018-03-11,42.58,43.2,41.8,1.4000000000000057,-0.45000000000000284,42.93,43.3,42.4,0.8999999999999986,-0.3999999999999986,41.84,42.45,41.52,0.9299999999999997,-0.9299999999999997,42.4,42.95,41.9,1.0500000000000043,-0.7000000000000028,209128,517497,114293,403204,-17713
2018-03-18,41.57,42.3,40.25,2.049999999999997,-2.049999999999997,41.96,42.85,40.75,2.1000000000000014,-2.1000000000000014,40.87,42.15,39.55,2.6000000000000014,-2.25,41.17,42.45,39.6,2.8500000000000014,-1.6000000000000014,110447,161067,55942,105125,91578
