Date,CNMD_stock_Open_average,CNMD_stock_Open_max,CNMD_stock_Open_min,CNMD_stock_Open_volatility,CNMD_stock_Open_change,CNMD_stock_High_average,CNMD_stock_High_max,CNMD_stock_High_min,CNMD_stock_High_volatility,CNMD_stock_High_change,CNMD_stock_Low_average,CNMD_stock_Low_max,CNMD_stock_Low_min,CNMD_stock_Low_volatility,CNMD_stock_Low_change,CNMD_stock_Close_average,CNMD_stock_Close_max,CNMD_stock_Close_min,CNMD_stock_Close_volatility,CNMD_stock_Close_change,CNMD_stock_Volume_average,CNMD_stock_Volume_max,CNMD_stock_Volume_min,CNMD_stock_Volume_volatility,CNMD_stock_Volume_change
2018-01-14,56.11,56.62,55.71,0.9099999999999966,-0.9099999999999966,56.5125,56.98,56.21,0.769999999999996,-0.4199999999999946,55.46,55.64,55.23,0.4100000000000037,-0.20000000000000284,56.04,56.49,55.76,0.730000000000004,0.5900000000000034,141141,206882,83135,123747,-50668
2018-01-21,56.866,58.1,56.25,1.8500000000000014,1.75,57.468,58.39,56.94,1.4500000000000028,1.4399999999999977,56.416000000000004,57.38,55.88,1.5,1.3300000000000054,56.986,58.0,56.13,1.8699999999999974,1.8699999999999974,158440,278040,107924,170116,35348
2018-01-28,59.854,63.71,56.78,6.93,5.5,60.602,64.99,57.5,7.489999999999995,5.82,58.568,62.63,56.39,6.240000000000002,5.450000000000003,59.824,63.35,57.28,6.07,5.93,345945,936661,80615,856046,304953
2018-02-04,60.9,63.0,59.86,3.1400000000000006,-3.1400000000000006,61.536,64.19,60.47,3.719999999999999,-3.719999999999999,59.826,61.46,59.0,2.460000000000001,-2.460000000000001,60.384,61.61,59.23,2.3800000000000026,-1.519999999999996,284777,372870,198341,174529,-174529
2018-02-11,60.104,60.99,59.19,1.8000000000000043,0.75,60.806,61.68,59.88,1.7999999999999972,0.8800000000000026,59.578,60.8,59.02,1.779999999999994,1.7299999999999969,60.446,61.27,59.62,1.6500000000000057,1.25,165633,264277,76409,187868,113977
2018-02-18,60.865,61.07,60.68,0.39000000000000057,-0.39000000000000057,61.057500000000005,61.56,60.71,0.8500000000000014,-0.5399999999999991,60.22,60.67,59.78,0.8900000000000006,-0.8900000000000006,60.644999999999996,61.0,60.41,0.5900000000000034,-0.3299999999999983,159255,173032,136213,36819,-13266
2018-02-25,60.58,61.32,59.52,1.7999999999999972,-1.0799999999999983,61.324,61.58,61.1,0.4799999999999969,-0.07000000000000028,59.932,60.4,59.44,0.9600000000000009,-0.45999999999999375,60.742000000000004,61.13,59.96,1.1700000000000017,-0.030000000000001137,174432,259819,106989,152830,51605
2018-03-04,61.594,62.47,60.88,1.5899999999999963,1.5899999999999963,62.238,63.39,61.16,2.230000000000004,2.230000000000004,61.104,62.08,59.98,2.1000000000000014,2.1000000000000014,61.994,63.31,61.11,2.200000000000003,2.200000000000003,126823,176433,99922,76511,20950
2018-03-11,64.0,64.45,63.47,0.980000000000004,0.5999999999999943,64.654,64.93,64.4,0.5300000000000011,-0.030000000000001137,63.372,63.82,62.97,0.8500000000000014,0.6499999999999986,64.154,64.51,63.48,1.0300000000000082,0.8999999999999986,226569,429603,134144,295459,281042
2018-03-18,64.024,64.34,63.57,0.7700000000000031,-0.6600000000000037,64.598,64.97,63.97,1.0,-0.3100000000000023,63.123999999999995,63.76,62.62,1.1400000000000006,0.12000000000000455,63.839999999999996,64.53,62.91,1.6200000000000045,-0.9200000000000017,105409,120328,86807,33521,179
2018-03-25,63.575,64.43,62.82,1.6100000000000065,-0.3100000000000023,64.1175,64.43,63.82,0.6100000000000065,-0.30000000000000426,62.7,62.93,62.38,0.5499999999999972,-0.04999999999999716,63.375,64.26,62.72,1.5400000000000063,-0.9300000000000068,99164,117659,75203,42456,20937
2018-04-01,62.478,63.24,61.33,1.9100000000000037,-0.45000000000000284,63.336,64.09,62.49,1.6000000000000014,0.05999999999999517,61.288000000000004,62.63,60.7,1.9299999999999997,-0.21999999999999886,62.206,63.09,61.47,1.6200000000000045,0.14999999999999858,161485,280573,102352,178221,83377
2018-04-08,61.946,62.24,61.63,0.6099999999999994,0.25,62.426,62.79,62.05,0.740000000000002,0.46000000000000085,61.362,61.59,61.25,0.3400000000000034,0.3100000000000023,61.724,61.94,61.34,0.5999999999999943,0.5599999999999952,175016,217315,148896,68419,26192
