Date,FTNT_Open_average,FTNT_Open_max,FTNT_Open_min,FTNT_Open_volatility,FTNT_Open_change,FTNT_High_average,FTNT_High_max,FTNT_High_min,FTNT_High_volatility,FTNT_High_change,FTNT_Low_average,FTNT_Low_max,FTNT_Low_min,FTNT_Low_volatility,FTNT_Low_change,FTNT_Close_average,FTNT_Close_max,FTNT_Close_min,FTNT_Close_volatility,FTNT_Close_change,FTNT_Volume_average,FTNT_Volume_max,FTNT_Volume_min,FTNT_Volume_volatility,FTNT_Volume_change
2018-01-14,45.276,45.9,44.77,1.1299999999999955,0.769999999999996,45.86,46.43,45.27,1.1599999999999966,0.11999999999999744,44.9,45.65,44.15,1.5,1.0600000000000023,45.4,46.01,44.34,1.6699999999999946,1.509999999999998,1638888,2318716,1109200,1209516,-123952
2018-01-21,45.332,45.95,44.29,1.6600000000000037,1.4699999999999989,46.046,46.24,45.81,0.4299999999999997,0.3300000000000054,44.9,45.69,43.55,2.1400000000000006,2.1400000000000006,45.646,45.96,45.25,0.7100000000000009,0.21000000000000085,1529228,2701612,756644,1944968,-1034176
2018-01-28,45.354,45.75,44.27,1.4799999999999969,-1.3799999999999955,46.02,46.4,45.7,0.6999999999999957,-0.29999999999999716,44.994,45.63,43.67,1.9600000000000009,-1.9600000000000009,45.284,46.04,43.83,2.210000000000001,-1.9100000000000037,1712428,2853960,1326666,1527294,1527294
2018-02-04,45.91,46.87,45.23,1.6400000000000006,1.5999999999999943,46.744,47.2,45.85,1.3500000000000014,0.20000000000000284,45.1,46.39,44.47,1.9200000000000017,1.7899999999999991,45.914,46.54,44.5,2.039999999999999,-0.060000000000002274,3985618,6704367,2566662,4137705,-4023159
2018-02-11,47.9725,49.03,46.43,2.6000000000000014,2.6000000000000014,48.9525,49.58,48.16,1.4200000000000017,1.4200000000000017,47.78,48.94,46.3,2.6400000000000006,2.6400000000000006,48.682500000000005,49.28,48.12,1.1600000000000037,0.8300000000000054,1781335,2518352,1305560,1212792,-1212792
2018-02-18,49.344,49.99,48.43,1.5600000000000023,1.5600000000000023,49.949999999999996,50.39,49.62,0.7700000000000031,0.7700000000000031,49.084,49.79,48.42,1.3699999999999974,1.3699999999999974,49.512,50.32,49.06,1.259999999999998,1.259999999999998,1358564,1695063,1107348,587715,-30827
2018-02-25,50.116,50.72,49.39,1.3299999999999983,-0.19000000000000483,50.916,51.23,50.56,0.6699999999999946,0.35999999999999943,49.586,49.95,49.25,0.7000000000000028,-0.07000000000000028,50.208,50.65,49.51,1.1400000000000006,0.6999999999999957,1602450,1982489,858117,1124372,710291
2018-03-04,52.796,54.47,50.89,3.5799999999999983,3.549999999999997,53.62,54.82,51.93,2.8900000000000006,2.8900000000000006,52.482,54.14,50.47,3.6700000000000017,3.6700000000000017,53.506,54.68,51.85,2.8299999999999983,2.8299999999999983,1859445,2546612,1255353,1291259,-694497
2018-03-11,54.062,54.69,52.68,2.009999999999998,-2.009999999999998,54.55,54.97,53.47,1.5,-1.480000000000004,53.632,54.04,52.22,1.8200000000000003,-1.7800000000000011,54.064,54.54,53.35,1.1899999999999977,-0.8999999999999986,1325289,2274927,750555,1524372,132701
2018-03-18,53.75,54.13,53.22,0.9100000000000037,0.6400000000000006,54.482,55.18,53.86,1.3200000000000003,0.46000000000000085,53.300000000000004,53.81,52.82,0.990000000000002,0.6300000000000026,53.898,54.58,52.95,1.6299999999999955,0.7999999999999972,1068032,1527438,717219,810219,260901
2018-03-25,53.5775,55.12,52.75,2.3699999999999974,-2.009999999999998,54.057500000000005,55.34,53.52,1.8200000000000003,-1.8200000000000003,52.355000000000004,52.97,51.97,1.0,-0.9399999999999977,52.905,53.58,52.28,1.2999999999999972,-0.8999999999999986,1414457,2012857,954436,1058421,-383954
2018-04-01,53.604,54.35,52.42,1.9299999999999997,1.5600000000000023,54.768,55.46,53.69,1.7700000000000031,1.7700000000000031,53.484,54.25,52.24,2.009999999999998,1.5200000000000031,54.226,54.59,53.43,1.1600000000000037,1.0399999999999991,1244503,1499978,1007104,492874,-266409
2018-04-08,55.636,56.47,54.68,1.7899999999999991,1.2800000000000011,56.628,57.33,56.35,0.9799999999999969,0.7999999999999972,55.2,56.1,54.26,1.8400000000000034,1.3999999999999986,55.95,56.76,54.83,1.9299999999999997,0.5300000000000011,1429893,2301234,816749,1484485,-324461
2018-04-15,57.456,57.98,57.2,0.779999999999994,0.36999999999999744,57.76,57.98,57.55,0.4299999999999997,0.030000000000001137,56.964,57.38,56.68,0.7000000000000028,-0.3200000000000003,57.292,57.67,56.74,0.9299999999999997,-0.9299999999999997,1060830,1554280,686201,868079,99494
2018-04-22,55.862,57.5,55.17,2.3299999999999983,-2.3200000000000003,56.416,57.71,55.97,1.740000000000002,-1.4299999999999997,54.924,55.52,54.26,1.2600000000000051,-0.5500000000000043,55.316,56.07,54.8,1.2700000000000031,-0.7100000000000009,1692548,2438044,1349419,1088625,178110
2018-04-29,55.492000000000004,55.92,55.01,0.9100000000000037,0.19000000000000483,56.138,56.49,55.82,0.6700000000000017,-0.020000000000003126,54.73,55.64,53.4,2.240000000000002,-0.17999999999999972,55.644,56.11,54.74,1.3699999999999974,-0.05000000000000426,2095583,3490049,1238107,2251942,365207
2018-05-06,58.38,60.38,55.38,5.0,5.0,59.54,60.81,56.97,3.8400000000000034,3.8400000000000034,57.936,59.34,55.29,4.050000000000004,3.8699999999999974,59.21,60.38,56.94,3.440000000000005,2.6099999999999994,1830070,2541955,1295836,1246119,-838510
2018-05-13,58.946,59.44,58.32,1.1199999999999974,0.020000000000003126,59.32,59.69,58.78,0.9099999999999966,0.07000000000000028,58.312,58.84,57.76,1.0800000000000054,0.5600000000000023,58.806,59.32,58.29,1.0300000000000011,0.030000000000001137,1574852,2164740,1280255,884485,884485
2018-05-20,59.3575,60.47,58.23,2.240000000000002,1.0600000000000023,60.0925,60.82,59.2,1.6199999999999974,0.9299999999999997,59.01,59.93,58.1,1.8299999999999983,1.2000000000000028,59.7375,60.64,58.77,1.8699999999999974,1.5999999999999943,1436065,2584202,838884,1745318,-513893
2018-05-27,61.15,62.48,60.2,2.279999999999994,2.279999999999994,61.846000000000004,62.65,60.95,1.6999999999999957,1.6999999999999957,60.846000000000004,61.56,59.81,1.75,1.75,61.352,62.47,59.93,2.539999999999999,2.539999999999999,1440008,2020931,1135769,885162,-339409
2018-06-03,62.734,63.39,61.5,1.8900000000000006,0.10000000000000142,63.316,63.72,62.67,1.0499999999999972,0.0799999999999983,61.8,62.75,60.83,1.9200000000000017,0.5,62.754,63.29,61.5,1.7899999999999991,0.04999999999999716,1362958,1745604,908735,836869,-555921
2018-06-10,64.736,65.9,63.33,2.5700000000000074,1.6500000000000057,65.582,66.32,64.15,2.1699999999999875,2.1699999999999875,64.33800000000001,65.09,62.92,2.1700000000000017,1.8100000000000023,65.198,66.17,64.11,2.0600000000000023,2.0600000000000023,1974202,2620459,1263400,1357059,1172186
2018-06-17,64.176,65.03,63.2,1.8299999999999983,0.269999999999996,64.828,65.55,63.55,2.0,-1.2000000000000028,63.187999999999995,64.35,61.53,2.819999999999993,-1.269999999999996,64.038,65.08,62.12,2.960000000000001,-2.1999999999999957,1916584,2693762,1038257,1655505,-378534
