Date,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Open_average,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Open_max,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Open_min,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Open_volatility,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Open_change,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_High_average,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_High_max,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_High_min,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_High_volatility,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_High_change,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Low_average,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Low_max,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Low_min,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Low_volatility,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Low_change,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Close_average,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Close_max,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Close_min,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Close_volatility,Morgan Stanley Cushing MLP High Income Exp 21 MarEtf_Close_change
2018-10-14,6.64,6.64,6.64,0.0,0.0,6.65,6.65,6.65,0.0,0.0,6.5,6.5,6.5,0.0,0.0,6.5,6.5,6.5,0.0,0.0
2018-10-21,6.18,6.18,6.18,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.18,6.18,6.18,0.0,0.0,6.26,6.26,6.26,0.0,0.0
2018-10-28,6.14,6.14,6.14,0.0,0.0,6.16,6.16,6.16,0.0,0.0,6.02,6.02,6.02,0.0,0.0,6.16,6.16,6.16,0.0,0.0
2018-11-04,6.36,6.36,6.36,0.0,0.0,6.39,6.39,6.39,0.0,0.0,6.36,6.36,6.36,0.0,0.0,6.39,6.39,6.39,0.0,0.0
2018-11-11,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0
2018-11-18,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0
2018-11-25,5.9,5.9,5.9,0.0,0.0,5.97,5.97,5.97,0.0,0.0,5.89,5.89,5.89,0.0,0.0,5.91,5.91,5.91,0.0,0.0
2018-12-02,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,5.92,5.92,5.92,0.0,0.0,5.99,5.99,5.99,0.0,0.0
2018-12-09,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,5.89,5.89,5.89,0.0,0.0,5.97,5.97,5.97,0.0,0.0
2018-12-16,5.53,5.53,5.53,0.0,0.0,5.55,5.55,5.55,0.0,0.0,5.37,5.37,5.37,0.0,0.0,5.46,5.46,5.46,0.0,0.0
2018-12-23,5.27,5.27,5.27,0.0,0.0,5.4,5.4,5.4,0.0,0.0,5.25,5.25,5.25,0.0,0.0,5.4,5.4,5.4,0.0,0.0
2018-12-30,5.56,5.56,5.56,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.56,5.56,5.56,0.0,0.0,5.8,5.8,5.8,0.0,0.0
2019-01-06,5.87,5.87,5.87,0.0,0.0,5.87,5.87,5.87,0.0,0.0,5.72,5.72,5.72,0.0,0.0,5.87,5.87,5.87,0.0,0.0
2019-01-13,6.03,6.03,6.03,0.0,0.0,6.03,6.03,6.03,0.0,0.0,5.98,5.98,5.98,0.0,0.0,5.98,5.98,5.98,0.0,0.0
2019-01-20,5.82,5.82,5.82,0.0,0.0,6.0,6.0,6.0,0.0,0.0,5.82,5.82,5.82,0.0,0.0,6.0,6.0,6.0,0.0,0.0
2019-01-27,6.0,6.0,6.0,0.0,0.0,6.12,6.12,6.12,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.12,6.12,6.12,0.0,0.0
2019-02-03,5.9,5.9,5.9,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.87,5.87,5.87,0.0,0.0
2019-02-10,6.2,6.2,6.2,0.0,0.0,6.27,6.27,6.27,0.0,0.0,6.14,6.14,6.14,0.0,0.0,6.27,6.27,6.27,0.0,0.0
2019-02-17,6.24,6.24,6.24,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.25,6.25,6.25,0.0,0.0
2019-02-24,5.95,5.95,5.95,0.0,0.0,6.05,6.05,6.05,0.0,0.0,5.95,5.95,5.95,0.0,0.0,6.05,6.05,6.05,0.0,0.0
2019-03-03,5.95,5.95,5.95,0.0,0.0,5.95,5.95,5.95,0.0,0.0,5.95,5.95,5.95,0.0,0.0,5.95,5.95,5.95,0.0,0.0
2019-03-10,6.03,6.03,6.03,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.03,6.03,6.03,0.0,0.0,6.11,6.11,6.11,0.0,0.0
2019-03-17,6.21,6.21,6.21,0.0,0.0,6.21,6.21,6.21,0.0,0.0,6.21,6.21,6.21,0.0,0.0,6.21,6.21,6.21,0.0,0.0
2019-03-24,6.2,6.2,6.2,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.2,6.2,6.2,0.0,0.0
2019-03-31,6.25,6.25,6.25,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.25,6.25,6.25,0.0,0.0
2019-04-07,6.12,6.12,6.12,0.0,0.0,6.12,6.12,6.12,0.0,0.0,6.12,6.12,6.12,0.0,0.0,6.12,6.12,6.12,0.0,0.0
2019-04-14,6.09,6.09,6.09,0.0,0.0,6.09,6.09,6.09,0.0,0.0,6.02,6.02,6.02,0.0,0.0,6.02,6.02,6.02,0.0,0.0
2019-04-21,6.11,6.11,6.11,0.0,0.0,6.11,6.11,6.11,0.0,0.0,5.99,5.99,5.99,0.0,0.0,6.04,6.04,6.04,0.0,0.0
2019-04-28,5.91,5.91,5.91,0.0,0.0,6.02,6.02,6.02,0.0,0.0,5.91,5.91,5.91,0.0,0.0,5.96,5.96,5.96,0.0,0.0
2019-05-05,5.86,5.86,5.86,0.0,0.0,6.07,6.07,6.07,0.0,0.0,5.86,5.86,5.86,0.0,0.0,6.04,6.04,6.04,0.0,0.0
2019-05-12,6.12,6.12,6.12,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.12,6.12,6.12,0.0,0.0,6.2,6.2,6.2,0.0,0.0
2019-05-19,6.08,6.08,6.08,0.0,0.0,6.08,6.08,6.08,0.0,0.0,6.08,6.08,6.08,0.0,0.0,6.08,6.08,6.08,0.0,0.0
2019-05-26,5.97,5.97,5.97,0.0,0.0,5.97,5.97,5.97,0.0,0.0,5.88,5.88,5.88,0.0,0.0,5.93,5.93,5.93,0.0,0.0
2019-06-02,6.06,6.06,6.06,0.0,0.0,6.08,6.08,6.08,0.0,0.0,5.95,5.95,5.95,0.0,0.0,5.97,5.97,5.97,0.0,0.0
2019-06-09,5.93,5.93,5.93,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.93,5.93,5.93,0.0,0.0
2019-06-16,5.97,5.97,5.97,0.0,0.0,5.97,5.97,5.97,0.0,0.0,5.88,5.88,5.88,0.0,0.0,5.9,5.9,5.9,0.0,0.0
2019-06-23,5.96,5.96,5.96,0.0,0.0,5.98,5.98,5.98,0.0,0.0,5.96,5.96,5.96,0.0,0.0,5.98,5.98,5.98,0.0,0.0
2019-06-30,6.03,6.03,6.03,0.0,0.0,6.06,6.06,6.06,0.0,0.0,6.03,6.03,6.03,0.0,0.0,6.06,6.06,6.06,0.0,0.0
2019-07-07,6.07,6.07,6.07,0.0,0.0,6.07,6.07,6.07,0.0,0.0,6.01,6.01,6.01,0.0,0.0,6.03,6.03,6.03,0.0,0.0
2019-07-14,5.9,5.9,5.9,0.0,0.0,5.92,5.92,5.92,0.0,0.0,5.85,5.85,5.85,0.0,0.0,5.89,5.89,5.89,0.0,0.0
2019-07-21,5.86,5.86,5.86,0.0,0.0,5.88,5.88,5.88,0.0,0.0,5.85,5.85,5.85,0.0,0.0,5.87,5.87,5.87,0.0,0.0
2019-07-28,5.56,5.56,5.56,0.0,0.0,5.67,5.67,5.67,0.0,0.0,5.55,5.55,5.55,0.0,0.0,5.67,5.67,5.67,0.0,0.0
2019-08-04,5.37,5.37,5.37,0.0,0.0,5.37,5.37,5.37,0.0,0.0,5.3,5.3,5.3,0.0,0.0,5.33,5.33,5.33,0.0,0.0
2019-08-11,5.17,5.17,5.17,0.0,0.0,5.33,5.33,5.33,0.0,0.0,5.17,5.17,5.17,0.0,0.0,5.22,5.22,5.22,0.0,0.0
2019-08-18,5.31,5.31,5.31,0.0,0.0,5.31,5.31,5.31,0.0,0.0,5.18,5.18,5.18,0.0,0.0,5.18,5.18,5.18,0.0,0.0
2019-08-25,5.31,5.31,5.31,0.0,0.0,5.32,5.32,5.32,0.0,0.0,5.31,5.31,5.31,0.0,0.0,5.32,5.32,5.32,0.0,0.0
2019-09-01,5.32,5.32,5.32,0.0,0.0,5.32,5.32,5.32,0.0,0.0,5.19,5.19,5.19,0.0,0.0,5.3,5.3,5.3,0.0,0.0
2019-09-08,5.5,5.5,5.5,0.0,0.0,5.66,5.66,5.66,0.0,0.0,5.4,5.4,5.4,0.0,0.0,5.66,5.66,5.66,0.0,0.0
2019-09-15,5.64,5.64,5.64,0.0,0.0,5.64,5.64,5.64,0.0,0.0,5.64,5.64,5.64,0.0,0.0,5.64,5.64,5.64,0.0,0.0
2019-09-22,5.59,5.59,5.59,0.0,0.0,5.59,5.59,5.59,0.0,0.0,5.51,5.51,5.51,0.0,0.0,5.57,5.57,5.57,0.0,0.0
2019-09-29,5.45,5.45,5.45,0.0,0.0,5.45,5.45,5.45,0.0,0.0,5.44,5.44,5.44,0.0,0.0,5.44,5.44,5.44,0.0,0.0
2019-10-06,5.35,5.35,5.35,0.0,0.0,5.35,5.35,5.35,0.0,0.0,5.21,5.21,5.21,0.0,0.0,5.21,5.21,5.21,0.0,0.0
2019-10-13,5.18,5.18,5.18,0.0,0.0,5.18,5.18,5.18,0.0,0.0,5.18,5.18,5.18,0.0,0.0,5.18,5.18,5.18,0.0,0.0
2019-10-20,5.19,5.19,5.19,0.0,0.0,5.22,5.22,5.22,0.0,0.0,5.19,5.19,5.19,0.0,0.0,5.19,5.19,5.19,0.0,0.0
2019-10-27,5.06,5.06,5.06,0.0,0.0,5.08,5.08,5.08,0.0,0.0,5.01,5.01,5.01,0.0,0.0,5.08,5.08,5.08,0.0,0.0
2019-11-03,4.95,4.95,4.95,0.0,0.0,4.95,4.95,4.95,0.0,0.0,4.95,4.95,4.95,0.0,0.0,4.95,4.95,4.95,0.0,0.0
2019-11-10,4.84,4.84,4.84,0.0,0.0,4.86,4.86,4.86,0.0,0.0,4.83,4.83,4.83,0.0,0.0,4.83,4.83,4.83,0.0,0.0
2019-11-17,4.68,4.68,4.68,0.0,0.0,4.79,4.79,4.79,0.0,0.0,4.68,4.68,4.68,0.0,0.0,4.76,4.76,4.76,0.0,0.0
2019-11-24,4.51,4.51,4.51,0.0,0.0,4.66,4.66,4.66,0.0,0.0,4.5,4.5,4.5,0.0,0.0,4.66,4.66,4.66,0.0,0.0
2019-12-01,4.53,4.53,4.53,0.0,0.0,4.59,4.59,4.59,0.0,0.0,4.53,4.53,4.53,0.0,0.0,4.59,4.59,4.59,0.0,0.0
2019-12-08,4.83,4.83,4.83,0.0,0.0,4.83,4.83,4.83,0.0,0.0,4.83,4.83,4.83,0.0,0.0,4.83,4.83,4.83,0.0,0.0
2019-12-15,5.06,5.06,5.06,0.0,0.0,5.09,5.09,5.09,0.0,0.0,5.06,5.06,5.06,0.0,0.0,5.09,5.09,5.09,0.0,0.0
2019-12-22,5.25,5.25,5.25,0.0,0.0,5.27,5.27,5.27,0.0,0.0,5.21,5.21,5.21,0.0,0.0,5.24,5.24,5.24,0.0,0.0
2019-12-29,5.41,5.41,5.41,0.0,0.0,5.41,5.41,5.41,0.0,0.0,5.32,5.32,5.32,0.0,0.0,5.32,5.32,5.32,0.0,0.0
