Date,First Trust Low Beta Income_Open_average,First Trust Low Beta Income_Open_max,First Trust Low Beta Income_Open_min,First Trust Low Beta Income_Open_volatility,First Trust Low Beta Income_Open_change,First Trust Low Beta Income_High_average,First Trust Low Beta Income_High_max,First Trust Low Beta Income_High_min,First Trust Low Beta Income_High_volatility,First Trust Low Beta Income_High_change,First Trust Low Beta Income_Low_average,First Trust Low Beta Income_Low_max,First Trust Low Beta Income_Low_min,First Trust Low Beta Income_Low_volatility,First Trust Low Beta Income_Low_change,First Trust Low Beta Income_Close_average,First Trust Low Beta Income_Close_max,First Trust Low Beta Income_Close_min,First Trust Low Beta Income_Close_volatility,First Trust Low Beta Income_Close_change
2016-04-17,19.47,19.47,19.47,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2016-04-24,19.24,19.24,19.24,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2016-05-01,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2016-05-08,19.49,19.49,19.49,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2016-05-15,19.08,19.08,19.08,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2016-05-22,19.65,19.65,19.65,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2016-05-29,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2016-06-05,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2016-06-12,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2016-06-19,18.56,18.56,18.56,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2016-06-26,19.3,19.3,19.3,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2016-07-03,18.94,18.94,18.94,0.0,0.0,19.88,19.88,19.88,0.0,0.0,18.94,18.94,18.94,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2016-07-10,20.19,20.19,20.19,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2016-07-17,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2016-07-24,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2016-07-31,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2016-08-07,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2016-08-14,20.03,20.03,20.03,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2016-08-21,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2016-08-28,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2016-09-04,19.8,19.8,19.8,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.91,19.91,19.91,0.0,0.0
2016-09-11,19.72,19.72,19.72,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2016-09-18,19.7,19.7,19.7,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2016-09-25,19.88,19.88,19.88,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.35,19.35,19.35,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2016-10-02,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2016-10-09,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2016-10-16,20.19,20.19,20.19,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2016-10-23,19.52,19.52,19.52,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2016-10-30,19.7,19.7,19.7,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2016-11-06,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2016-11-13,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2016-11-20,20.82,20.82,20.82,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2016-11-27,20.91,20.91,20.91,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2016-12-04,21.36,21.36,21.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2016-12-11,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2016-12-18,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2016-12-25,21.11,21.11,21.11,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2017-01-01,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2017-01-08,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2017-01-15,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2017-01-22,20.93,20.93,20.93,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2017-01-29,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2017-02-05,21.38,21.38,21.38,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2017-02-12,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2017-02-19,21.26,21.26,21.26,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2017-02-26,21.06,21.06,21.06,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2017-03-05,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2017-03-12,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2017-03-19,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2017-03-26,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2017-04-02,21.04,21.04,21.04,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2017-04-09,20.74,20.74,20.74,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2017-04-16,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2017-04-23,21.2,21.2,21.2,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2017-04-30,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2017-05-07,21.2,21.2,21.2,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2017-05-14,20.98,20.98,20.98,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2017-05-21,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2017-05-28,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2017-06-04,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2017-06-11,21.63,21.63,21.63,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2017-06-18,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2017-06-25,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2017-07-02,21.62,21.62,21.62,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2017-07-09,21.72,21.72,21.72,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2017-07-16,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2017-07-23,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2017-07-30,21.86,21.86,21.86,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2017-08-06,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2017-08-13,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2017-08-20,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2017-08-27,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2017-09-03,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2017-09-10,22.2,22.2,22.2,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2017-09-17,22.14,22.14,22.14,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2017-09-24,22.34,22.34,22.34,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2017-10-01,22.41,22.41,22.41,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2017-10-08,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2017-10-15,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2017-10-22,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2017-10-29,22.51,22.51,22.51,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2017-11-05,22.47,22.47,22.47,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2017-11-12,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2017-11-19,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2017-11-26,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2017-12-03,22.84,22.84,22.84,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2017-12-10,23.01,23.01,23.01,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2017-12-17,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2017-12-24,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2017-12-31,23.08,23.08,23.08,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.1,23.1,23.1,0.0,0.0
