Date,iShares Currency Hedged MSCI Canada_Open_average,iShares Currency Hedged MSCI Canada_Open_max,iShares Currency Hedged MSCI Canada_Open_min,iShares Currency Hedged MSCI Canada_Open_volatility,iShares Currency Hedged MSCI Canada_Open_change,iShares Currency Hedged MSCI Canada_High_average,iShares Currency Hedged MSCI Canada_High_max,iShares Currency Hedged MSCI Canada_High_min,iShares Currency Hedged MSCI Canada_High_volatility,iShares Currency Hedged MSCI Canada_High_change,iShares Currency Hedged MSCI Canada_Low_average,iShares Currency Hedged MSCI Canada_Low_max,iShares Currency Hedged MSCI Canada_Low_min,iShares Currency Hedged MSCI Canada_Low_volatility,iShares Currency Hedged MSCI Canada_Low_change,iShares Currency Hedged MSCI Canada_Close_average,iShares Currency Hedged MSCI Canada_Close_max,iShares Currency Hedged MSCI Canada_Close_min,iShares Currency Hedged MSCI Canada_Close_volatility,iShares Currency Hedged MSCI Canada_Close_change
2018-09-16,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-09-23,26.7,26.7,26.7,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-09-30,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2018-10-07,25.4,25.4,25.4,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-10-14,25.43,25.43,25.43,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2018-10-21,24.29,24.29,24.29,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-10-28,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2018-11-04,25.17,25.17,25.17,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-11-11,25.02,25.02,25.02,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2018-11-18,24.8,24.8,24.8,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2018-11-25,25.02,25.02,25.02,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2018-12-02,24.16,24.16,24.16,0.0,0.0,24.18,24.18,24.18,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-12-09,23.79,23.79,23.79,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-12-16,22.87,22.87,22.87,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2018-12-23,22.7,22.7,22.7,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2018-12-30,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,22.58,22.58,22.58,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2019-01-06,23.77,23.77,23.77,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-01-13,24.5,24.5,24.5,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-01-20,24.57,24.57,24.57,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-01-27,24.8,24.8,24.8,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2019-02-03,24.91,24.91,24.91,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-02-10,25.34,25.34,25.34,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-02-17,25.7,25.7,25.7,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-02-24,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2019-03-03,25.63,25.63,25.63,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2019-03-10,25.93,25.93,25.93,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-03-17,25.68,25.68,25.68,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-03-24,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-03-31,26.27,26.27,26.27,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-04-07,26.49,26.49,26.49,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-04-14,26.78,26.78,26.78,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-04-21,26.75,26.75,26.75,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2019-04-28,26.72,26.72,26.72,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2019-05-05,26.35,26.35,26.35,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-05-12,26.47,26.47,26.47,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-05-19,26.15,26.15,26.15,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-05-26,25.87,25.87,25.87,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2019-06-02,26.25,26.25,26.25,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-06-09,26.27,26.27,26.27,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-06-16,26.79,26.79,26.79,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-06-23,26.47,26.47,26.47,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2019-06-30,26.54,26.54,26.54,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-07-07,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-07-14,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2019-07-21,26.53,26.53,26.53,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-07-28,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-08-04,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-08-11,25.7,25.7,25.7,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-08-18,25.99,25.99,25.99,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-08-25,26.26,26.26,26.26,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-09-01,26.51,26.51,26.51,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-09-08,27.0,27.0,27.0,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-09-15,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2019-09-22,26.96,26.96,26.96,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2019-09-29,26.38,26.38,26.38,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-10-06,26.66,26.66,26.66,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-10-13,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-10-20,26.57,26.57,26.57,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-10-27,26.84,26.84,26.84,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-11-03,27.3,27.3,27.3,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2019-11-10,27.59,27.59,27.59,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-11-17,27.49,27.49,27.49,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-11-24,27.66,27.66,27.66,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-12-01,26.98,26.98,26.98,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-12-08,27.21,27.21,27.21,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-12-15,27.4,27.4,27.4,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-12-22,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2019-12-29,26.94,26.94,26.94,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.98,26.98,26.98,0.0,0.0
