Date,CCOStock_Open_average,CCOStock_Open_max,CCOStock_Open_min,CCOStock_Open_volatility,CCOStock_Open_change,CCOStock_High_average,CCOStock_High_max,CCOStock_High_min,CCOStock_High_volatility,CCOStock_High_change,CCOStock_Low_average,CCOStock_Low_max,CCOStock_Low_min,CCOStock_Low_volatility,CCOStock_Low_change,CCOStock_Close_average,CCOStock_Close_max,CCOStock_Close_min,CCOStock_Close_volatility,CCOStock_Close_change,CCOStock_Volume_average,CCOStock_Volume_max,CCOStock_Volume_min,CCOStock_Volume_volatility,CCOStock_Volume_change
2018-01-14,4.7,4.9,4.5,0.40000000000000036,-0.40000000000000036,4.8999999999999995,5.1,4.6,0.5,0.0,4.575,4.75,4.5,0.25,-0.25,4.7125,4.9,4.55,0.35000000000000053,0.10000000000000053,181248,361652,76009,285643,89350
2018-01-21,4.84,4.95,4.75,0.20000000000000018,-0.09999999999999964,4.988,5.15,4.8,0.35000000000000053,0.1200000000000001,4.76,4.85,4.6,0.25,-0.14999999999999947,4.89,5.05,4.75,0.2999999999999998,0.09999999999999964,62377,125021,28569,96452,84436
2018-01-28,4.86,5.05,4.75,0.2999999999999998,-0.25,4.96,5.1,4.85,0.25,-0.25,4.714,4.8,4.67,0.1299999999999999,-0.1299999999999999,4.8,4.9,4.7,0.20000000000000018,-0.20000000000000018,54814,62194,41664,20530,18111
2018-02-04,4.57,4.65,4.45,0.20000000000000018,-0.20000000000000018,4.774,4.9,4.72,0.1800000000000006,0.15000000000000036,4.52,4.6,4.45,0.14999999999999947,-0.04999999999999982,4.66,4.8,4.6,0.20000000000000018,0.20000000000000018,74015,111493,38160,73333,-18381
2018-02-11,4.74,5.0,4.6,0.40000000000000036,0.25,4.95,5.2,4.75,0.4500000000000002,0.40000000000000036,4.68,4.9,4.6,0.3000000000000007,0.3000000000000007,4.83,5.1,4.65,0.4499999999999993,0.34999999999999964,57052,64195,50957,13238,-13238
2018-02-18,4.925,5.05,4.8,0.25,0.09999999999999964,5.0625,5.15,5.0,0.15000000000000036,0.10000000000000053,4.8625,5.0,4.8,0.20000000000000018,0.15000000000000036,4.95,5.1,4.8,0.2999999999999998,0.1999999999999993,40608,56872,25298,31574,21946
2018-02-25,5.03,5.25,4.8,0.4500000000000002,-0.1999999999999993,5.22,5.35,5.1,0.25,-0.25,4.92,5.1,4.8,0.2999999999999998,-0.25,5.03,5.3,4.8,0.5,-0.2999999999999998,62816,96265,31176,65089,29835
2018-03-04,4.95,5.1,4.9,0.1999999999999993,-0.04999999999999982,5.1,5.2,4.95,0.25,-0.10000000000000053,4.88,4.95,4.8,0.15000000000000036,-0.10000000000000053,4.98,5.05,4.9,0.14999999999999947,0.0,220772,464957,46042,418915,-383050
2018-03-11,5.0,5.1,4.9,0.1999999999999993,-0.1999999999999993,5.05,5.1,5.0,0.09999999999999964,-0.09999999999999964,4.9,4.95,4.85,0.10000000000000053,-0.10000000000000053,4.94,5.0,4.9,0.09999999999999964,-0.09999999999999964,1101130,4830613,110748,4719865,178833
2018-03-18,4.87,4.9,4.8,0.10000000000000053,0.0,5.01,5.1,4.95,0.14999999999999947,-0.09999999999999964,4.78,4.85,4.65,0.1999999999999993,-0.1999999999999993,4.8500000000000005,4.9,4.7,0.20000000000000018,-0.20000000000000018,304505,999115,72473,926642,47134
2018-03-25,4.9375,5.0,4.8,0.20000000000000018,0.15000000000000036,5.0125,5.05,4.95,0.09999999999999964,-0.09999999999999964,4.8,4.85,4.7,0.14999999999999947,0.09999999999999964,4.9375,5.0,4.9,0.09999999999999964,-0.09999999999999964,110384,138439,99160,39279,36631
2018-04-01,4.84,4.95,4.75,0.20000000000000018,0.10000000000000053,4.92,5.05,4.85,0.20000000000000018,0.10000000000000053,4.78,4.9,4.7,0.20000000000000018,0.14999999999999947,4.86,4.95,4.75,0.20000000000000018,0.20000000000000018,144406,322243,77994,244249,-15245
2018-04-08,4.94,4.95,4.9,0.04999999999999982,0.0,4.96,5.0,4.95,0.04999999999999982,0.0,4.83,4.9,4.75,0.15000000000000036,0.15000000000000036,4.93,4.95,4.85,0.10000000000000053,0.10000000000000053,72060,94466,42016,52450,-49617
2018-04-15,4.95,5.0,4.9,0.09999999999999964,-0.04999999999999982,4.98,5.0,4.95,0.04999999999999982,-0.04999999999999982,4.88,4.9,4.85,0.05000000000000071,-0.05000000000000071,4.95,4.95,4.95,0.0,0.0,67130,93653,31271,62382,-50474
2018-04-22,4.95,5.0,4.9,0.09999999999999964,-0.04999999999999982,4.96,5.0,4.9,0.09999999999999964,-0.04999999999999982,4.85,4.9,4.8,0.10000000000000053,-0.10000000000000053,4.93,4.95,4.85,0.10000000000000053,-0.10000000000000053,38898,55000,21059,33941,-33941
2018-04-29,4.65,4.9,4.35,0.5500000000000007,-0.20000000000000018,4.81,4.95,4.6,0.35000000000000053,-0.15000000000000036,4.53,4.75,4.3,0.4500000000000002,-0.09999999999999964,4.7,4.8,4.4,0.39999999999999947,-0.04999999999999982,155354,399406,39220,360186,7631
2018-05-06,4.61,4.8,4.45,0.34999999999999964,-0.20000000000000018,4.68,4.8,4.5,0.2999999999999998,-0.09999999999999964,4.48,4.65,4.25,0.40000000000000036,-0.05000000000000071,4.596,4.7,4.45,0.25,0.0,62756,146194,29025,117169,-10847
2018-05-13,4.67,4.75,4.55,0.20000000000000018,0.20000000000000018,4.71,4.75,4.65,0.09999999999999964,0.04999999999999982,4.59,4.65,4.55,0.10000000000000053,0.0,4.66,4.7,4.6,0.10000000000000053,-0.10000000000000053,51013,101749,21715,80034,57636
2018-05-20,4.44,4.6,4.3,0.2999999999999998,-0.2999999999999998,4.536,4.65,4.35,0.3000000000000007,-0.3000000000000007,4.348,4.55,4.25,0.2999999999999998,-0.2599999999999998,4.44,4.65,4.3,0.35000000000000053,-0.35000000000000053,116118,213686,30085,183601,28894
2018-05-27,4.375,4.4,4.3,0.10000000000000053,0.10000000000000053,4.475,4.55,4.4,0.14999999999999947,0.04999999999999982,4.27,4.3,4.25,0.04999999999999982,0.03000000000000025,4.35,4.4,4.3,0.10000000000000053,-0.10000000000000053,160252,302324,77275,225049,220646
2018-06-03,4.44,4.5,4.3,0.20000000000000018,0.20000000000000018,4.63,4.8,4.55,0.25,0.20000000000000018,4.398000000000001,4.49,4.3,0.1900000000000004,0.1900000000000004,4.49,4.6,4.45,0.14999999999999947,0.09999999999999964,94718,160679,42635,118044,68725
2018-06-10,4.65,4.7,4.6,0.10000000000000053,0.10000000000000053,4.726,4.78,4.7,0.08000000000000007,0.04999999999999982,4.59,4.65,4.55,0.10000000000000053,0.05000000000000071,4.66,4.7,4.6,0.10000000000000053,0.04999999999999982,75458,137251,38254,98997,78791
2018-06-17,4.66,4.7,4.65,0.04999999999999982,0.0,4.684,4.7,4.65,0.04999999999999982,0.0,4.59,4.6,4.55,0.04999999999999982,-0.04999999999999982,4.66,4.7,4.65,0.04999999999999982,-0.04999999999999982,246263,732457,58799,673658,673658
2018-06-24,4.62,4.65,4.55,0.10000000000000053,-0.10000000000000053,4.63,4.65,4.55,0.10000000000000053,-0.10000000000000053,4.494,4.6,4.22,0.3799999999999999,-0.3799999999999999,4.5600000000000005,4.65,4.3,0.35000000000000053,-0.35000000000000053,229866,576843,31930,544913,527601
