Date,Global X Internet of Things Thematic USD_Open_average,Global X Internet of Things Thematic USD_Open_max,Global X Internet of Things Thematic USD_Open_min,Global X Internet of Things Thematic USD_Open_volatility,Global X Internet of Things Thematic USD_Open_change,Global X Internet of Things Thematic USD_High_average,Global X Internet of Things Thematic USD_High_max,Global X Internet of Things Thematic USD_High_min,Global X Internet of Things Thematic USD_High_volatility,Global X Internet of Things Thematic USD_High_change,Global X Internet of Things Thematic USD_Low_average,Global X Internet of Things Thematic USD_Low_max,Global X Internet of Things Thematic USD_Low_min,Global X Internet of Things Thematic USD_Low_volatility,Global X Internet of Things Thematic USD_Low_change,Global X Internet of Things Thematic USD_Close_average,Global X Internet of Things Thematic USD_Close_max,Global X Internet of Things Thematic USD_Close_min,Global X Internet of Things Thematic USD_Close_volatility,Global X Internet of Things Thematic USD_Close_change
2018-01-14,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2018-01-21,21.09,21.09,21.09,0.0,0.0,21.1,21.1,21.1,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2018-01-28,20.11,20.11,20.11,0.0,0.0,20.25,20.25,20.25,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2018-02-04,19.6,19.6,19.6,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2018-02-11,20.5,20.5,20.5,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2018-02-18,20.5,20.5,20.5,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2018-02-25,20.09,20.09,20.09,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2018-03-04,21.23,21.23,21.23,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-03-11,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-03-18,20.1,20.1,20.1,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2018-03-25,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2018-04-01,19.49,19.49,19.49,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2018-04-08,20.25,20.25,20.25,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2018-04-15,19.85,19.85,19.85,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2018-04-22,19.32,19.32,19.32,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-04-29,19.77,19.77,19.77,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.91,19.91,19.91,0.0,0.0
2018-05-06,20.3,20.3,20.3,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2018-05-13,20.21,20.21,20.21,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2018-05-20,20.21,20.21,20.21,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2018-05-27,20.36,20.36,20.36,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2018-06-03,20.56,20.56,20.56,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2018-06-10,20.64,20.64,20.64,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2018-06-17,19.78,19.78,19.78,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.66,19.66,19.66,0.0,0.0
2018-06-24,19.11,19.11,19.11,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2018-07-01,19.77,19.77,19.77,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2018-07-08,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2018-07-15,20.07,20.07,20.07,0.0,0.0,20.12,20.12,20.12,0.0,0.0,19.85,19.85,19.85,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2018-07-22,19.87,19.87,19.87,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2018-07-29,20.3,20.3,20.3,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2018-08-05,20.21,20.21,20.21,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2018-08-12,20.19,20.19,20.19,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2018-08-19,20.61,20.61,20.61,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2018-08-26,20.76,20.76,20.76,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2018-09-02,20.51,20.51,20.51,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2018-09-09,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2018-09-16,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2018-09-23,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2018-09-30,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.9,18.9,18.9,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2018-10-07,18.0,18.0,18.0,0.0,0.0,18.17,18.17,18.17,0.0,0.0,17.98,17.98,17.98,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2018-10-14,18.01,18.01,18.01,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2018-10-21,17.36,17.36,17.36,0.0,0.0,17.56,17.56,17.56,0.0,0.0,16.93,16.93,16.93,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2018-10-28,18.25,18.25,18.25,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2018-11-04,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.58,17.58,17.58,0.0,0.0
2018-11-11,17.77,17.77,17.77,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2018-11-18,17.5,17.5,17.5,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.58,17.58,17.58,0.0,0.0
2018-11-25,18.3,18.3,18.3,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2018-12-02,16.88,16.88,16.88,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2018-12-09,16.67,16.67,16.67,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.34,16.34,16.34,0.0,0.0
2018-12-16,15.56,15.56,15.56,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2018-12-23,16.07,16.07,16.07,0.0,0.0,16.19,16.19,16.19,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2018-12-30,16.27,16.27,16.27,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2019-01-06,16.98,16.98,16.98,0.0,0.0,17.09,17.09,17.09,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2019-01-13,17.5,17.5,17.5,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.68,17.68,17.68,0.0,0.0
2019-01-20,17.68,17.68,17.68,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.7,17.7,17.7,0.0,0.0
2019-01-27,17.89,17.89,17.89,0.0,0.0,18.1,18.1,18.1,0.0,0.0,17.89,17.89,17.89,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2019-02-03,18.19,18.19,18.19,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2019-02-10,18.75,18.75,18.75,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.86,18.86,18.86,0.0,0.0
2019-02-17,19.3,19.3,19.3,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-02-24,19.24,19.24,19.24,0.0,0.0,19.26,19.26,19.26,0.0,0.0,18.9,18.9,18.9,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2019-03-03,18.51,18.51,18.51,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2019-03-10,19.05,19.05,19.05,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2019-03-17,18.29,18.29,18.29,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2019-03-24,18.51,18.51,18.51,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2019-03-31,19.08,19.08,19.08,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2019-04-07,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2019-04-14,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2019-04-21,19.68,19.68,19.68,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2019-04-28,19.56,19.56,19.56,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-05-05,18.88,18.88,18.88,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2019-05-12,18.21,18.21,18.21,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2019-05-19,18.05,18.05,18.05,0.0,0.0,18.12,18.12,18.12,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2019-05-26,18.13,18.13,18.13,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.22,18.22,18.22,0.0,0.0
2019-06-02,19.0,19.0,19.0,0.0,0.0,19.39,19.39,19.39,0.0,0.0,18.88,18.88,18.88,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2019-06-09,19.17,19.17,19.17,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2019-06-16,19.76,19.76,19.76,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2019-06-23,20.19,20.19,20.19,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2019-06-30,19.82,19.82,19.82,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.78,19.78,19.78,0.0,0.0
