Date,BPOSY_Open_average,BPOSY_Open_max,BPOSY_Open_min,BPOSY_Open_volatility,BPOSY_Open_change,BPOSY_High_average,BPOSY_High_max,BPOSY_High_min,BPOSY_High_volatility,BPOSY_High_change,BPOSY_Low_average,BPOSY_Low_max,BPOSY_Low_min,BPOSY_Low_volatility,BPOSY_Low_change,BPOSY_Close_average,BPOSY_Close_max,BPOSY_Close_min,BPOSY_Close_volatility,BPOSY_Close_change,BPOSY_Volume_average,BPOSY_Volume_max,BPOSY_Volume_min,BPOSY_Volume_volatility,BPOSY_Volume_change
2016-01-03,24.086,24.6,23.61,0.990000000000002,0.6000000000000014,24.358,24.6,24.0,0.6000000000000014,0.6000000000000014,23.776,24.0,23.58,0.4200000000000017,-0.14000000000000057,23.778,24.0,23.58,0.4200000000000017,-0.14000000000000057,937,1889,243,1646,758
2016-01-10,23.61,24.3,23.32,0.9800000000000004,-0.08999999999999986,23.876,24.3,23.32,0.9800000000000004,-0.9199999999999982,23.458000000000002,24.3,22.96,1.3399999999999999,-0.08999999999999986,23.74,24.3,22.97,1.3300000000000018,-0.9199999999999982,1417,4323,135,4188,-351
2016-01-17,22.495,22.93,21.95,0.9800000000000004,0.33999999999999986,22.9225,23.74,22.51,1.2299999999999969,1.1499999999999986,22.3575,22.93,21.95,0.9800000000000004,0.33999999999999986,22.4475,22.94,21.96,0.9800000000000004,0.3500000000000014,771,1931,248,1683,219
2016-01-24,23.19,23.4,23.02,0.379999999999999,0.23000000000000043,23.49,24.05,23.11,0.9400000000000013,0.33000000000000185,23.132,23.25,23.02,0.23000000000000043,0.23000000000000043,23.432,24.05,23.11,0.9400000000000013,0.33000000000000185,680,978,478,500,361
2016-01-31,23.922,24.54,23.66,0.879999999999999,0.8699999999999974,24.38,24.63,23.86,0.7699999999999996,0.07000000000000028,23.922,24.54,23.66,0.879999999999999,0.8699999999999974,24.146,24.63,23.8,0.8299999999999983,0.7399999999999984,1163,2717,221,2496,-2496
2016-02-07,23.468,23.75,23.07,0.6799999999999997,0.10000000000000142,23.636,24.11,23.07,1.0399999999999991,0.030000000000001137,23.296,23.65,22.92,0.7299999999999969,-0.10999999999999943,23.464,24.11,22.92,1.1899999999999977,-0.17999999999999972,864,1545,328,1217,670
2016-02-14,23.98,24.32,23.6,0.7199999999999989,0.35999999999999943,24.3975,25.06,23.6,1.4599999999999973,1.2099999999999973,23.9725,24.32,23.57,0.75,0.39000000000000057,24.39,25.06,23.57,1.4899999999999984,1.2399999999999984,634,956,437,519,426
2016-02-21,25.0625,25.22,24.89,0.3299999999999983,-0.3299999999999983,25.0625,25.22,24.89,0.3299999999999983,-0.3299999999999983,24.442500000000003,24.89,24.07,0.8200000000000003,0.4299999999999997,24.442500000000003,24.89,24.07,0.8200000000000003,0.4299999999999997,964,1974,263,1711,950
2016-02-28,25.516,26.01,25.15,0.860000000000003,0.860000000000003,25.516,26.01,25.15,0.860000000000003,0.860000000000003,25.384,26.01,24.8,1.2100000000000009,1.1000000000000014,25.384,26.01,24.8,1.2100000000000009,1.1000000000000014,1239,2471,122,2349,-2349
2016-03-06,25.59,26.05,25.1,0.9499999999999993,0.3000000000000007,25.900000000000002,26.5,25.1,1.3999999999999986,0.75,25.51,26.05,25.1,0.9499999999999993,0.3000000000000007,25.744,26.5,25.1,1.3999999999999986,0.75,637,1230,154,1076,1076
