Date,FORD_stock_Open_average,FORD_stock_Open_max,FORD_stock_Open_min,FORD_stock_Open_volatility,FORD_stock_Open_change,FORD_stock_High_average,FORD_stock_High_max,FORD_stock_High_min,FORD_stock_High_volatility,FORD_stock_High_change,FORD_stock_Low_average,FORD_stock_Low_max,FORD_stock_Low_min,FORD_stock_Low_volatility,FORD_stock_Low_change,FORD_stock_Close_average,FORD_stock_Close_max,FORD_stock_Close_min,FORD_stock_Close_volatility,FORD_stock_Close_change,FORD_stock_Volume_average,FORD_stock_Volume_max,FORD_stock_Volume_min,FORD_stock_Volume_volatility,FORD_stock_Volume_change
2018-01-14,1.62,2.6,1.24,1.36,1.36,2.1350000000000002,4.45,1.31,3.14,3.0,1.5125,2.33,1.23,1.1,1.09,1.69,2.95,1.24,1.7100000000000002,1.6300000000000001,14792520,58324396,41962,58282434,57689895
2018-01-21,2.776,3.0,2.4,0.6000000000000001,0.3500000000000001,3.142,3.28,2.87,0.4099999999999997,0.3700000000000001,2.5202,2.73,2.28,0.4500000000000002,0.4400000000000004,2.79,2.97,2.49,0.48,0.25,4021299,9265675,1779217,7486458,-1263660
2018-01-28,2.442,2.66,2.36,0.30000000000000027,-0.30000000000000027,2.5452,2.708,2.428,0.28000000000000025,-0.28000000000000025,2.2842,2.41,2.01,0.40000000000000036,-0.40000000000000036,2.394,2.52,2.12,0.3999999999999999,-0.3700000000000001,549572,840241,337072,503169,-327567
2018-02-04,1.982,2.04,1.93,0.1100000000000001,-0.08000000000000007,2.0968,2.13,2.025,0.10499999999999998,-0.08499999999999996,1.8742,1.95,1.8,0.1499999999999999,-0.1399999999999999,1.972,2.05,1.89,0.15999999999999992,-0.08000000000000007,231712,342118,139582,202536,-168611
2018-02-11,1.8719999999999999,2.01,1.78,0.22999999999999976,-0.09000000000000008,1.9498,2.05,1.79,0.2599999999999998,-0.2599999999999998,1.8204,1.92,1.681,0.23899999999999988,-0.17900000000000005,1.894,2.04,1.72,0.32000000000000006,-0.32000000000000006,299917,628570,155679,472891,-472891
2018-02-18,1.67,1.7,1.63,0.07000000000000006,0.030000000000000027,1.72025,1.75,1.6909999999999998,0.05900000000000016,0.030000000000000027,1.6227500000000001,1.641,1.61,0.030999999999999917,-0.020999999999999908,1.6724999999999999,1.71,1.63,0.08000000000000007,0.030000000000000027,277776,606886,101646,505240,505240
2018-02-25,1.622,1.74,1.52,0.21999999999999997,-0.21999999999999997,1.6688,1.745,1.62,0.125,-0.11500000000000021,1.5544,1.66,1.47,0.18999999999999995,-0.1399999999999999,1.596,1.7,1.56,0.1399999999999999,-0.1399999999999999,148222,225168,80287,144881,-144881
2018-03-04,1.594,1.69,1.54,0.1499999999999999,0.1499999999999999,1.658,1.7,1.61,0.08999999999999986,0.07999999999999985,1.5544,1.594,1.5190000000000001,0.07499999999999996,0.06099999999999994,1.604,1.66,1.57,0.08999999999999986,0.050000000000000044,204855,537955,53377,484578,68475
2018-03-11,1.562,1.62,1.5,0.1200000000000001,-0.1200000000000001,1.6152,1.65,1.575,0.07499999999999996,0.006000000000000005,1.5242,1.58,1.48,0.10000000000000009,-0.10000000000000009,1.546,1.6,1.5,0.10000000000000009,-0.050000000000000044,145247,335360,70498,264862,260963
2018-03-18,1.51,1.54,1.48,0.06000000000000005,-0.030000000000000027,1.5668,1.66,1.536,0.12399999999999989,-0.018000000000000016,1.4686000000000001,1.495,1.45,0.04500000000000015,0.018000000000000238,1.508,1.54,1.47,0.07000000000000006,0.020000000000000018,77079,143979,15182,128797,-103096
