Date,HIHO_Open_average,HIHO_Open_max,HIHO_Open_min,HIHO_Open_volatility,HIHO_Open_change,HIHO_High_average,HIHO_High_max,HIHO_High_min,HIHO_High_volatility,HIHO_High_change,HIHO_Low_average,HIHO_Low_max,HIHO_Low_min,HIHO_Low_volatility,HIHO_Low_change,HIHO_Close_average,HIHO_Close_max,HIHO_Close_min,HIHO_Close_volatility,HIHO_Close_change,HIHO_Volume_average,HIHO_Volume_max,HIHO_Volume_min,HIHO_Volume_volatility,HIHO_Volume_change
2018-01-14,4.42,4.5,4.3,0.20000000000000018,0.15000000000000036,4.47,4.5,4.4,0.09999999999999964,0.09999999999999964,4.347,4.426,4.258,0.16800000000000015,0.12600000000000033,4.4052,4.475,4.35,0.125,0.125,12394,24361,5365,18996,-17775
2018-01-21,4.4192,4.45,4.4,0.04999999999999982,-0.04999999999999982,4.4442,4.45,4.421,0.028999999999999915,0.0,4.3512,4.401,4.295,0.10599999999999987,-0.04099999999999948,4.4116,4.45,4.35,0.10000000000000053,0.04900000000000038,6752,10619,3530,7089,-5704
2018-01-28,4.3632,4.45,4.216,0.23399999999999999,-0.23399999999999999,4.4202,4.5,4.3,0.20000000000000018,-0.04900000000000038,4.3044,4.45,4.15,0.2999999999999998,-0.2999999999999998,4.3616,4.45,4.25,0.20000000000000018,-0.10000000000000053,10910,33847,806,33041,33041
2018-02-04,4.33,4.35,4.3,0.04999999999999982,-0.04999999999999982,4.3504,4.4,4.3,0.10000000000000053,-0.05200000000000049,4.2392,4.3,4.2,0.09999999999999964,0.004999999999999893,4.2992,4.37,4.25,0.1200000000000001,0.02400000000000002,7652,19305,2886,16419,-15498
2018-02-11,4.225,4.3,4.15,0.14999999999999947,0.04999999999999982,4.29775,4.3,4.291,0.008999999999999453,0.0,4.187,4.247,4.15,0.09699999999999953,0.09600000000000009,4.275,4.3,4.2,0.09999999999999964,0.0,9009,13339,3979,9360,7669
2018-02-18,4.37,4.5,4.25,0.25,0.25,4.45,4.5,4.35,0.15000000000000036,0.15000000000000036,4.3614,4.477,4.23,0.2469999999999999,0.2469999999999999,4.4164,4.5,4.25,0.25,0.24100000000000055,9075,17823,4736,13087,6432
2018-02-25,4.51,4.7,4.35,0.35000000000000053,0.0,4.6022,4.7,4.513,0.18700000000000028,-0.04800000000000004,4.4014,4.5,4.25,0.25,-0.04999999999999982,4.5034,4.625,4.388999999999999,0.23600000000000065,-0.06299999999999972,7389,12090,3033,9057,-5303
2018-03-04,4.518,4.6,4.45,0.14999999999999947,0.04999999999999982,4.5822,4.65,4.512,0.1380000000000008,0.10000000000000053,4.4778,4.599,4.35,0.24900000000000055,0.24900000000000055,4.5504,4.65,4.49,0.16000000000000014,0.16000000000000014,3912,8251,1541,6710,5518
2018-03-11,4.71,4.75,4.65,0.09999999999999964,0.09999999999999964,4.75,4.8,4.7,0.09999999999999964,0.04999999999999982,4.6182,4.713,4.401,0.3120000000000003,0.06299999999999972,4.7032,4.726,4.65,0.07599999999999962,0.01499999999999968,7574,10182,3577,6605,4044
2018-03-18,4.81,5.05,4.75,0.2999999999999998,0.2999999999999998,4.98,5.65,4.75,0.9000000000000004,0.9000000000000004,4.7852,5.05,4.7,0.34999999999999964,0.3489999999999993,4.8884,5.224,4.718,0.5060000000000002,0.4740000000000002,20996,64092,1649,62443,56495
