Date,VanEck Vectors Brazil Small-Cap_etf_Open_average,VanEck Vectors Brazil Small-Cap_etf_Open_max,VanEck Vectors Brazil Small-Cap_etf_Open_min,VanEck Vectors Brazil Small-Cap_etf_Open_volatility,VanEck Vectors Brazil Small-Cap_etf_Open_change,VanEck Vectors Brazil Small-Cap_etf_High_average,VanEck Vectors Brazil Small-Cap_etf_High_max,VanEck Vectors Brazil Small-Cap_etf_High_min,VanEck Vectors Brazil Small-Cap_etf_High_volatility,VanEck Vectors Brazil Small-Cap_etf_High_change,VanEck Vectors Brazil Small-Cap_etf_Low_average,VanEck Vectors Brazil Small-Cap_etf_Low_max,VanEck Vectors Brazil Small-Cap_etf_Low_min,VanEck Vectors Brazil Small-Cap_etf_Low_volatility,VanEck Vectors Brazil Small-Cap_etf_Low_change,VanEck Vectors Brazil Small-Cap_etf_Close_average,VanEck Vectors Brazil Small-Cap_etf_Close_max,VanEck Vectors Brazil Small-Cap_etf_Close_min,VanEck Vectors Brazil Small-Cap_etf_Close_volatility,VanEck Vectors Brazil Small-Cap_etf_Close_change
2018-01-14,24.58,24.58,24.58,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2018-01-21,25.56,25.56,25.56,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2018-01-28,25.03,25.03,25.03,0.0,0.0,25.21,25.21,25.21,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-02-04,23.59,23.59,23.59,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-02-11,24.26,24.26,24.26,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2018-02-18,24.94,24.94,24.94,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-02-25,24.4,24.4,24.4,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2018-03-04,24.55,24.55,24.55,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2018-03-11,24.26,24.26,24.26,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2018-03-18,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2018-03-25,23.57,23.57,23.57,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-04-01,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2018-04-08,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2018-04-15,23.31,23.31,23.31,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2018-04-22,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2018-04-29,21.99,21.99,21.99,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2018-05-06,22.05,22.05,22.05,0.0,0.0,22.06,22.06,22.06,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2018-05-13,19.81,19.81,19.81,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2018-05-20,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2018-05-27,19.78,19.78,19.78,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2018-06-03,18.8,18.8,18.8,0.0,0.0,19.16,19.16,19.16,0.0,0.0,18.31,18.31,18.31,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-06-10,18.4,18.4,18.4,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2018-06-17,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2018-06-24,18.0,18.0,18.0,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2018-07-01,17.82,17.82,17.82,0.0,0.0,18.35,18.35,18.35,0.0,0.0,17.82,17.82,17.82,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2018-07-08,18.28,18.28,18.28,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2018-07-15,19.61,19.61,19.61,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2018-07-22,19.84,19.84,19.84,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2018-07-29,19.72,19.72,19.72,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2018-08-05,18.61,18.61,18.61,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2018-08-12,18.18,18.18,18.18,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2018-08-19,17.37,17.37,17.37,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.04,17.04,17.04,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2018-08-26,17.08,17.08,17.08,0.0,0.0,17.4,17.4,17.4,0.0,0.0,16.94,16.94,16.94,0.0,0.0,17.4,17.4,17.4,0.0,0.0
2018-09-02,17.09,17.09,17.09,0.0,0.0,17.15,17.15,17.15,0.0,0.0,16.94,16.94,16.94,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2018-09-09,16.19,16.19,16.19,0.0,0.0,16.19,16.19,16.19,0.0,0.0,15.93,15.93,15.93,0.0,0.0,16.17,16.17,16.17,0.0,0.0
2018-09-16,16.8,16.8,16.8,0.0,0.0,17.17,17.17,17.17,0.0,0.0,16.8,16.8,16.8,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2018-09-23,17.05,17.05,17.05,0.0,0.0,17.19,17.19,17.19,0.0,0.0,16.92,16.92,16.92,0.0,0.0,17.02,17.02,17.02,0.0,0.0
2018-09-30,18.19,18.19,18.19,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2018-10-07,19.22,19.22,19.22,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2018-10-14,19.76,19.76,19.76,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2018-10-21,20.12,20.12,20.12,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2018-10-28,21.24,21.24,21.24,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2018-11-04,20.47,20.47,20.47,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2018-11-11,20.47,20.47,20.47,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2018-11-18,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,19.96,19.96,19.96,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2018-11-25,20.3,20.3,20.3,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2018-12-02,20.35,20.35,20.35,0.0,0.0,20.5,20.5,20.5,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2018-12-09,20.14,20.14,20.14,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2018-12-16,19.73,19.73,19.73,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2018-12-23,19.86,19.86,19.86,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2018-12-30,21.13,21.13,21.13,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-01-06,21.67,21.67,21.67,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-01-13,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2019-01-20,22.55,22.55,22.55,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.49,22.49,22.49,0.0,0.0
