Date,Global X China Consumer_Open_average,Global X China Consumer_Open_max,Global X China Consumer_Open_min,Global X China Consumer_Open_volatility,Global X China Consumer_Open_change,Global X China Consumer_High_average,Global X China Consumer_High_max,Global X China Consumer_High_min,Global X China Consumer_High_volatility,Global X China Consumer_High_change,Global X China Consumer_Low_average,Global X China Consumer_Low_max,Global X China Consumer_Low_min,Global X China Consumer_Low_volatility,Global X China Consumer_Low_change,Global X China Consumer_Close_average,Global X China Consumer_Close_max,Global X China Consumer_Close_min,Global X China Consumer_Close_volatility,Global X China Consumer_Close_change
2018-01-14,19.44,19.44,19.44,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2018-01-21,19.66,19.66,19.66,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2018-01-28,18.91,18.91,18.91,0.0,0.0,19.29,19.29,19.29,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2018-02-04,17.98,17.98,17.98,0.0,0.0,18.23,18.23,18.23,0.0,0.0,17.92,17.92,17.92,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2018-02-11,19.21,19.21,19.21,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2018-02-18,19.87,19.87,19.87,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2018-02-25,18.78,18.78,18.78,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2018-03-04,19.93,19.93,19.93,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2018-03-11,19.45,19.45,19.45,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.36,19.36,19.36,0.0,0.0
2018-03-18,18.83,18.83,18.83,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2018-03-25,18.62,18.62,18.62,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2018-04-01,18.49,18.49,18.49,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2018-04-08,18.62,18.62,18.62,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.62,18.62,18.62,0.0,0.0
2018-04-15,18.25,18.25,18.25,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2018-04-22,18.31,18.31,18.31,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2018-04-29,18.4,18.4,18.4,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2018-05-06,18.97,18.97,18.97,0.0,0.0,19.16,19.16,19.16,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2018-05-13,18.95,18.95,18.95,0.0,0.0,19.13,19.13,19.13,0.0,0.0,18.95,18.95,18.95,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2018-05-20,19.08,19.08,19.08,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-05-27,19.27,19.27,19.27,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2018-06-03,19.56,19.56,19.56,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2018-06-10,19.15,19.15,19.15,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-06-17,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2018-06-24,17.33,17.33,17.33,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.53,17.53,17.53,0.0,0.0
2018-07-01,17.65,17.65,17.65,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2018-07-08,17.45,17.45,17.45,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.44,17.44,17.44,0.0,0.0
2018-07-15,16.88,16.88,16.88,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2018-07-22,16.88,16.88,16.88,0.0,0.0,16.92,16.92,16.92,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2018-07-29,16.0,16.0,16.0,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.93,15.93,15.93,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2018-08-05,16.02,16.02,16.02,0.0,0.0,16.12,16.12,16.12,0.0,0.0,15.96,15.96,15.96,0.0,0.0,16.0,16.0,16.0,0.0,0.0
