Date,UTSIStock_Open_average,UTSIStock_Open_max,UTSIStock_Open_min,UTSIStock_Open_volatility,UTSIStock_Open_change,UTSIStock_High_average,UTSIStock_High_max,UTSIStock_High_min,UTSIStock_High_volatility,UTSIStock_High_change,UTSIStock_Low_average,UTSIStock_Low_max,UTSIStock_Low_min,UTSIStock_Low_volatility,UTSIStock_Low_change,UTSIStock_Close_average,UTSIStock_Close_max,UTSIStock_Close_min,UTSIStock_Close_volatility,UTSIStock_Close_change,UTSIStock_Volume_average,UTSIStock_Volume_max,UTSIStock_Volume_min,UTSIStock_Volume_volatility,UTSIStock_Volume_change
2018-01-14,6.0325,6.08,5.97,0.11000000000000032,0.0600000000000005,6.09525,6.11,6.08,0.03000000000000025,-0.03000000000000025,5.82775,5.941,5.65,0.2909999999999995,-0.2699999999999996,6.015,6.06,5.97,0.08999999999999986,0.010000000000000675,116877,165965,47860,118105,-60182
2018-01-21,5.966,6.09,5.85,0.2400000000000002,0.0,6.06,6.24,5.97,0.27000000000000046,-0.025000000000000355,5.8322,5.91,5.72,0.1900000000000004,0.010000000000000675,5.972,6.05,5.91,0.13999999999999968,0.03000000000000025,121494,196325,59895,136430,-56039
2018-01-28,5.862,5.9,5.77,0.13000000000000078,0.02999999999999936,5.9784,6.07,5.91,0.16000000000000014,-0.13999999999999968,5.7946,5.872999999999999,5.72,0.15299999999999958,-0.09999999999999964,5.9079999999999995,5.97,5.81,0.16000000000000014,-0.16000000000000014,74664,100148,49515,50633,-29161
2018-02-04,5.336,5.75,5.05,0.7000000000000002,-0.7000000000000002,5.4908,5.76,5.21,0.5499999999999998,-0.5499999999999998,5.1892000000000005,5.36,5.006,0.3540000000000001,-0.3540000000000001,5.2860000000000005,5.48,5.14,0.34000000000000075,-0.29000000000000004,161524,251431,79803,171628,-82911
2018-02-11,5.436,5.58,5.25,0.33000000000000007,0.33000000000000007,5.578,5.63,5.5,0.1299999999999999,0.019999999999999574,5.3870000000000005,5.47,5.25,0.21999999999999975,0.21999999999999975,5.486,5.59,5.42,0.16999999999999993,0.0600000000000005,73780,141984,37243,104741,-102950
2018-02-18,5.52,5.56,5.48,0.07999999999999918,0.019999999999999574,5.621,5.709,5.58,0.12899999999999956,0.09899999999999931,5.4502500000000005,5.46,5.421,0.0389999999999997,0.0389999999999997,5.5575,5.65,5.48,0.16999999999999993,0.11000000000000032,42011,51838,35481,16357,-3896
2018-02-25,5.582,5.7,5.5,0.20000000000000018,-0.1200000000000001,5.652,5.7,5.58,0.1200000000000001,0.0,5.4662,5.48,5.441,0.03900000000000059,0.010000000000000675,5.582,5.7,5.51,0.1900000000000004,0.020000000000000462,50678,90912,24643,66269,-41190
2018-03-04,5.6659999999999995,5.81,5.55,0.2599999999999998,0.10000000000000053,5.7566,5.94,5.662999999999999,0.277000000000001,-0.007000000000000561,5.544,5.77,5.16,0.6099999999999994,-0.3799999999999999,5.65,5.89,5.25,0.6399999999999997,-0.3799999999999999,149260,384861,40096,344765,340164
2018-03-11,5.39,5.5,5.3,0.20000000000000018,-0.1200000000000001,5.474,5.54,5.42,0.1200000000000001,-0.04999999999999982,5.3002,5.33,5.271,0.05900000000000016,0.04999999999999982,5.378,5.43,5.3,0.1299999999999999,0.1299999999999999,118997,188705,85924,102781,-100533
2018-03-18,5.32,5.38,5.22,0.16000000000000014,-0.16000000000000014,5.364,5.45,5.22,0.23000000000000043,-0.23000000000000043,5.204,5.32,4.91,0.41000000000000014,-0.39999999999999947,5.2780000000000005,5.35,5.15,0.1999999999999993,-0.16999999999999993,99703,159197,58656,100541,-50865
2018-03-25,5.01,5.12,4.81,0.3100000000000005,-0.3100000000000005,5.1,5.15,5.03,0.1200000000000001,-0.08999999999999986,4.8412500000000005,5.0,4.66,0.33999999999999986,-0.1349999999999998,4.9425,5.07,4.79,0.28000000000000025,-0.07000000000000028,92504,179630,44336,135294,-135294
2018-04-01,4.914,5.0,4.86,0.13999999999999968,-0.0699999999999994,4.94,5.0,4.89,0.11000000000000032,-0.07000000000000028,4.82,4.93,4.72,0.20999999999999996,-0.20999999999999996,4.898,4.99,4.85,0.14000000000000057,-0.14000000000000057,52176,72375,23746,48629,-9856
2018-04-08,4.81,4.87,4.76,0.11000000000000032,0.03000000000000025,4.9,4.99,4.84,0.15000000000000036,0.15000000000000036,4.7522,4.81,4.7010000000000005,0.1089999999999991,0.058999999999999275,4.836,4.98,4.78,0.20000000000000018,0.20000000000000018,39876,75202,18271,56931,20994
2018-04-15,5.042,5.09,4.99,0.09999999999999964,0.09999999999999964,5.134,5.16,5.09,0.07000000000000028,-0.07000000000000028,4.9682,5.02,4.93,0.08999999999999986,0.021000000000000796,5.052,5.1,4.99,0.10999999999999943,-0.08000000000000007,38288,104934,14996,89938,-89938
2018-04-22,4.936,4.99,4.89,0.10000000000000053,-0.07000000000000028,4.982,5.03,4.92,0.11000000000000032,-0.040000000000000036,4.861,4.95,4.82,0.1299999999999999,-0.08999999999999986,4.912,4.97,4.86,0.10999999999999943,0.019999999999999574,34623,48620,14857,33763,17575
2018-04-29,4.906,5.01,4.85,0.16000000000000014,-0.14999999999999947,4.9628,5.02,4.91,0.10999999999999943,-0.04999999999999982,4.866,4.92,4.85,0.07000000000000028,-0.05999999999999961,4.888,4.92,4.85,0.07000000000000028,-0.019999999999999574,17241,25877,12169,13708,-13414
2018-05-06,4.856,4.91,4.8,0.11000000000000032,0.009999999999999787,4.934,4.99,4.86,0.1299999999999999,0.009999999999999787,4.802,4.86,4.77,0.09000000000000075,-0.0600000000000005,4.878,4.94,4.82,0.1200000000000001,0.07000000000000028,49263,69752,24995,44757,12126
2018-05-13,4.91,4.95,4.86,0.08999999999999986,-0.0699999999999994,4.986,5.05,4.93,0.1200000000000001,-0.09999999999999964,4.882,4.93,4.81,0.1200000000000001,-0.1200000000000001,4.904,4.95,4.84,0.11000000000000032,-0.11000000000000032,63313,86045,37589,48456,-39970
2018-05-20,4.758,4.8,4.71,0.08999999999999986,-0.08999999999999986,4.828,4.93,4.73,0.1999999999999993,-0.1999999999999993,4.688,4.75,4.66,0.08999999999999986,-0.08999999999999986,4.748,4.8,4.71,0.08999999999999986,-0.08999999999999986,52894,72650,33294,39356,-29297
2018-05-27,4.625,4.69,4.56,0.13000000000000078,-0.13000000000000078,4.65625,4.69,4.61,0.08000000000000007,-0.015000000000000568,4.5225,4.62,4.44,0.17999999999999972,-0.10000000000000053,4.59875,4.67,4.56,0.11000000000000032,-0.09499999999999975,51528,92812,30785,62027,-18551
2018-06-03,4.56,4.6,4.54,0.05999999999999961,-0.04999999999999982,4.6002,4.66,4.55,0.11000000000000032,-0.11000000000000032,4.516,4.54,4.46,0.08000000000000007,-0.07000000000000028,4.548,4.58,4.53,0.04999999999999982,-0.019999999999999574,70471,134194,22945,111249,6386
2018-06-10,4.424,4.52,4.3,0.21999999999999975,-0.21999999999999975,4.442,4.52,4.3,0.21999999999999975,-0.21999999999999975,4.324,4.46,4.2,0.2599999999999998,-0.2599999999999998,4.376,4.5,4.23,0.2699999999999996,-0.2699999999999996,50717,90448,24606,65842,-1544
