Date,SPDR Dow Jones International Real Estate_Open_average,SPDR Dow Jones International Real Estate_Open_max,SPDR Dow Jones International Real Estate_Open_min,SPDR Dow Jones International Real Estate_Open_volatility,SPDR Dow Jones International Real Estate_Open_change,SPDR Dow Jones International Real Estate_High_average,SPDR Dow Jones International Real Estate_High_max,SPDR Dow Jones International Real Estate_High_min,SPDR Dow Jones International Real Estate_High_volatility,SPDR Dow Jones International Real Estate_High_change,SPDR Dow Jones International Real Estate_Low_average,SPDR Dow Jones International Real Estate_Low_max,SPDR Dow Jones International Real Estate_Low_min,SPDR Dow Jones International Real Estate_Low_volatility,SPDR Dow Jones International Real Estate_Low_change,SPDR Dow Jones International Real Estate_Close_average,SPDR Dow Jones International Real Estate_Close_max,SPDR Dow Jones International Real Estate_Close_min,SPDR Dow Jones International Real Estate_Close_volatility,SPDR Dow Jones International Real Estate_Close_change
2018-05-13,40.04,40.04,40.04,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2018-05-20,40.09,40.09,40.09,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2018-05-27,40.4,40.4,40.4,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2018-06-03,40.2,40.2,40.2,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-06-10,39.2,39.2,39.2,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2018-06-17,39.14,39.14,39.14,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2018-06-24,38.68,38.68,38.68,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2018-07-01,39.87,39.87,39.87,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2018-07-08,39.41,39.41,39.41,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2018-07-15,39.36,39.36,39.36,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2018-07-22,39.55,39.55,39.55,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2018-07-29,39.27,39.27,39.27,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2018-08-05,38.73,38.73,38.73,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2018-08-12,38.96,38.96,38.96,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2018-08-19,39.4,39.4,39.4,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2018-08-26,39.19,39.19,39.19,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2018-09-02,38.41,38.41,38.41,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2018-09-09,38.88,38.88,38.88,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2018-09-16,38.51,38.51,38.51,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2018-09-23,38.21,38.21,38.21,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-09-30,36.72,36.72,36.72,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2018-10-07,36.27,36.27,36.27,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2018-10-14,37.08,37.08,37.08,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2018-10-21,36.94,36.94,36.94,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2018-10-28,36.68,36.68,36.68,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-11-04,37.05,37.05,37.05,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2018-11-11,37.3,37.3,37.3,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2018-11-18,37.5,37.5,37.5,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2018-11-25,37.44,37.44,37.44,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-12-02,36.95,36.95,36.95,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-12-09,36.98,36.98,36.98,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2018-12-16,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2018-12-23,35.36,35.36,35.36,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2018-12-30,36.1,36.1,36.1,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-01-06,37.04,37.04,37.04,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-01-13,37.46,37.46,37.46,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2019-01-20,37.92,37.92,37.92,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2019-01-27,38.62,38.62,38.62,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2019-02-03,38.39,38.39,38.39,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2019-02-10,38.07,38.07,38.07,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-02-17,38.43,38.43,38.43,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-02-24,38.21,38.21,38.21,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2019-03-03,38.35,38.35,38.35,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2019-03-10,38.88,38.88,38.88,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.88,38.88,38.88,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2019-03-17,38.93,38.93,38.93,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2019-03-24,39.33,39.33,39.33,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-03-31,38.94,38.94,38.94,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2019-04-07,38.82,38.82,38.82,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2019-04-14,38.52,38.52,38.52,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-04-21,38.79,38.79,38.79,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-04-28,38.29,38.29,38.29,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2019-05-05,38.32,38.32,38.32,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2019-05-12,38.69,38.69,38.69,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2019-05-19,38.87,38.87,38.87,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-05-26,38.63,38.63,38.63,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-06-02,39.19,39.19,39.19,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-06-09,38.93,38.93,38.93,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2019-06-16,39.09,39.09,39.09,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2019-06-23,38.99,38.99,38.99,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2019-06-30,39.37,39.37,39.37,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2019-07-07,39.46,39.46,39.46,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2019-07-14,39.08,39.08,39.08,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-07-21,38.81,38.81,38.81,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2019-07-28,38.09,38.09,38.09,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-08-04,37.91,37.91,37.91,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-08-11,38.38,38.38,38.38,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2019-08-18,38.62,38.62,38.62,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2019-08-25,38.78,38.78,38.78,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-09-01,39.18,39.18,39.18,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2019-09-08,39.02,39.02,39.02,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2019-09-15,38.94,38.94,38.94,0.0,0.0,39.17,39.17,39.17,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2019-09-22,39.42,39.42,39.42,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2019-09-29,39.63,39.63,39.63,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2019-10-06,40.11,40.11,40.11,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2019-10-13,40.91,40.91,40.91,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-10-20,40.66,40.66,40.66,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-10-27,41.32,41.32,41.32,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-11-03,40.1,40.1,40.1,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-11-10,40.33,40.33,40.33,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-11-17,40.36,40.36,40.36,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2019-11-24,40.48,40.48,40.48,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-12-01,40.69,40.69,40.69,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2019-12-08,40.59,40.59,40.59,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2019-12-15,38.14,38.14,38.14,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2019-12-22,38.76,38.76,38.76,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-12-29,38.79,38.79,38.79,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0
