Date,INAP_Open_average,INAP_Open_max,INAP_Open_min,INAP_Open_volatility,INAP_Open_change,INAP_High_average,INAP_High_max,INAP_High_min,INAP_High_volatility,INAP_High_change,INAP_Low_average,INAP_Low_max,INAP_Low_min,INAP_Low_volatility,INAP_Low_change,INAP_Close_average,INAP_Close_max,INAP_Close_min,INAP_Close_volatility,INAP_Close_change,INAP_Volume_average,INAP_Volume_max,INAP_Volume_min,INAP_Volume_volatility,INAP_Volume_change
2018-01-14,15.372,15.57,15.11,0.46000000000000085,0.20000000000000107,15.614,15.82,15.31,0.5099999999999998,0.2400000000000002,15.037,15.425,14.38,1.045,0.4850000000000012,15.418,15.72,15.01,0.7100000000000009,0.7100000000000009,152330,186814,96202,90612,-69752
2018-01-21,15.914,16.91,15.42,1.4900000000000002,1.2799999999999994,16.436,18.04,15.72,2.3199999999999985,2.2399999999999984,15.642,16.64,15.21,1.4299999999999997,1.3500000000000014,16.09,17.02,15.33,1.6899999999999995,1.5099999999999998,210571,478424,92796,385628,385628
2018-01-28,16.304000000000002,17.12,14.67,2.450000000000001,-2.24,16.719,17.45,14.785,2.664999999999999,-2.5749999999999993,15.51,16.79,13.27,3.5199999999999996,-3.5199999999999996,15.734,17.11,13.65,3.459999999999999,-3.459999999999999,273501,496116,125249,370867,291279
2018-02-04,13.398,13.84,13.14,0.6999999999999993,-0.049999999999998934,13.776,14.37,13.34,1.0299999999999994,-0.9699999999999989,12.974,13.31,12.66,0.6500000000000004,-0.4399999999999995,13.215,13.805,12.67,1.1349999999999998,-1.1349999999999998,231687,295767,145437,150330,-150330
2018-02-11,12.41,12.59,11.95,0.6400000000000006,0.019999999999999574,12.805,12.95,12.59,0.35999999999999943,-0.1399999999999988,12.04,12.38,11.69,0.6900000000000013,-0.19000000000000128,12.432500000000001,12.66,11.85,0.8100000000000005,-0.019999999999999574,395587,727397,194108,533289,-52047
2018-02-18,13.604,14.1,12.61,1.4900000000000002,1.2300000000000004,14.072,14.31,13.51,0.8000000000000007,0.7400000000000002,13.352,13.8,12.51,1.290000000000001,1.290000000000001,13.799999999999999,14.09,13.44,0.6500000000000004,0.4299999999999997,223525,272379,171601,100778,-18734
2018-02-25,13.464,13.98,12.84,1.1400000000000006,0.07000000000000028,13.852,14.87,13.22,1.6499999999999986,0.8599999999999994,13.144,13.98,12.62,1.3600000000000012,0.4800000000000004,13.411999999999999,14.03,12.95,1.08,0.4599999999999991,218546,315427,141271,174156,169542
2018-03-04,13.766,14.1,13.28,0.8200000000000003,-0.5600000000000005,14.1798,14.42,13.669,0.7509999999999994,0.15000000000000036,13.166,13.64,12.48,1.1600000000000001,-0.5500000000000007,13.722,14.21,12.75,1.4600000000000009,0.16000000000000014,389934,612611,231984,380627,248512
2018-03-11,13.65,14.25,13.08,1.17,-1.17,13.8454,14.48,13.106,1.3740000000000006,-1.3249999999999993,13.192,13.61,12.54,1.0700000000000003,-1.0700000000000003,13.306,13.73,12.54,1.1900000000000013,-1.1000000000000014,259388,356089,192445,163644,-36584
2018-03-18,12.1,12.65,11.26,1.3900000000000006,-1.1400000000000006,12.3448,12.9,11.524000000000001,1.3759999999999994,-0.8699999999999992,11.557,12.535,10.34,2.1950000000000003,-1.045,11.928,12.71,11.22,1.4900000000000002,-0.8000000000000007,329020,525604,188720,336884,78612
2018-03-25,11.2175,11.82,10.79,1.0300000000000011,-0.8100000000000005,11.4,12.06,11.12,0.9400000000000013,-0.9400000000000013,10.805,11.16,10.63,0.5299999999999994,-0.4299999999999997,10.965,11.19,10.71,0.47999999999999865,-0.22999999999999865,268703,288492,214548,73944,772
2018-04-01,10.918,11.11,10.67,0.4399999999999995,0.10999999999999943,11.086,11.155,10.94,0.21499999999999986,0.05999999999999872,10.584,10.8,10.39,0.41000000000000014,-0.030000000000001137,10.83,11.07,10.53,0.5400000000000009,-0.33000000000000007,239701,376096,174111,201985,-24885
2018-04-08,10.974,11.26,10.7,0.5600000000000005,0.3800000000000008,11.276,11.43,10.98,0.4499999999999993,0.41999999999999993,10.778,10.9,10.43,0.47000000000000064,0.4399999999999995,11.078000000000001,11.38,10.9,0.4800000000000004,0.4800000000000004,192925,447848,86692,361156,-335740
2018-04-15,11.636000000000001,11.83,11.42,0.41000000000000014,0.2900000000000009,11.873,11.965,11.77,0.19500000000000028,-0.07000000000000028,11.49,11.67,11.31,0.35999999999999943,0.1399999999999988,11.66,11.76,11.54,0.22000000000000064,-0.22000000000000064,122326,188097,72075,116022,-83788
