Date,Vanguard Energy_Open_average,Vanguard Energy_Open_max,Vanguard Energy_Open_min,Vanguard Energy_Open_volatility,Vanguard Energy_Open_change,Vanguard Energy_High_average,Vanguard Energy_High_max,Vanguard Energy_High_min,Vanguard Energy_High_volatility,Vanguard Energy_High_change,Vanguard Energy_Low_average,Vanguard Energy_Low_max,Vanguard Energy_Low_min,Vanguard Energy_Low_volatility,Vanguard Energy_Low_change,Vanguard Energy_Close_average,Vanguard Energy_Close_max,Vanguard Energy_Close_min,Vanguard Energy_Close_volatility,Vanguard Energy_Close_change
2018-01-14,104.51,104.51,104.51,0.0,0.0,106.73,106.73,106.73,0.0,0.0,104.51,104.51,104.51,0.0,0.0,106.7,106.7,106.7,0.0,0.0
2018-01-21,105.41,105.41,105.41,0.0,0.0,105.81,105.81,105.81,0.0,0.0,104.15,104.15,104.15,0.0,0.0,104.3,104.3,104.3,0.0,0.0
2018-01-28,97.61,97.61,97.61,0.0,0.0,98.8,98.8,98.8,0.0,0.0,93.27,93.27,93.27,0.0,0.0,94.77,94.77,94.77,0.0,0.0
2018-02-04,92.0,92.0,92.0,0.0,0.0,93.39,93.39,93.39,0.0,0.0,91.68,91.68,91.68,0.0,0.0,92.44,92.44,92.44,0.0,0.0
2018-02-11,93.04,93.04,93.04,0.0,0.0,94.11,94.11,94.11,0.0,0.0,92.69,92.69,92.69,0.0,0.0,93.16,93.16,93.16,0.0,0.0
2018-02-18,94.52,94.52,94.52,0.0,0.0,94.97,94.97,94.97,0.0,0.0,94.15,94.15,94.15,0.0,0.0,94.76,94.76,94.76,0.0,0.0
2018-02-25,91.29,91.29,91.29,0.0,0.0,93.1,93.1,93.1,0.0,0.0,91.25,91.25,91.25,0.0,0.0,92.82,92.82,92.82,0.0,0.0
2018-03-04,93.66,93.66,93.66,0.0,0.0,94.27,94.27,94.27,0.0,0.0,93.24,93.24,93.24,0.0,0.0,93.67,93.67,93.67,0.0,0.0
2018-03-11,91.96,91.96,91.96,0.0,0.0,92.2,92.2,92.2,0.0,0.0,90.12,90.12,90.12,0.0,0.0,90.71,90.71,90.71,0.0,0.0
2018-03-18,92.51,92.51,92.51,0.0,0.0,93.2,93.2,93.2,0.0,0.0,91.43,91.43,91.43,0.0,0.0,93.07,93.07,93.07,0.0,0.0
2018-03-25,92.0,92.0,92.0,0.0,0.0,92.13,92.13,92.13,0.0,0.0,88.88,88.88,88.88,0.0,0.0,90.39,90.39,90.39,0.0,0.0
2018-04-01,92.58,92.58,92.58,0.0,0.0,93.73,93.73,93.73,0.0,0.0,92.31,92.31,92.31,0.0,0.0,92.49,92.49,92.49,0.0,0.0
2018-04-08,98.16,98.16,98.16,0.0,0.0,99.34,99.34,99.34,0.0,0.0,97.62,97.62,97.62,0.0,0.0,98.91,98.91,98.91,0.0,0.0
2018-04-15,100.43,100.43,100.43,0.0,0.0,101.36,101.36,101.36,0.0,0.0,99.83,99.83,99.83,0.0,0.0,101.31,101.31,101.31,0.0,0.0
2018-04-22,101.27,101.27,101.27,0.0,0.0,102.48,102.48,102.48,0.0,0.0,100.86,100.86,100.86,0.0,0.0,101.32,101.32,101.32,0.0,0.0
2018-04-29,102.43,102.43,102.43,0.0,0.0,104.03,104.03,104.03,0.0,0.0,101.66,101.66,101.66,0.0,0.0,101.82,101.82,101.82,0.0,0.0
2018-05-06,105.92,105.92,105.92,0.0,0.0,106.7,106.7,106.7,0.0,0.0,105.79,105.79,105.79,0.0,0.0,106.35,106.35,106.35,0.0,0.0
2018-05-13,108.47,108.47,108.47,0.0,0.0,109.0,109.0,109.0,0.0,0.0,107.89,107.89,107.89,0.0,0.0,108.92,108.92,108.92,0.0,0.0
2018-05-20,103.6,103.6,103.6,0.0,0.0,104.08,104.08,104.08,0.0,0.0,101.61,101.61,101.61,0.0,0.0,102.77,102.77,102.77,0.0,0.0
2018-05-27,105.67,105.67,105.67,0.0,0.0,106.4,106.4,106.4,0.0,0.0,103.93,103.93,103.93,0.0,0.0,104.31,104.31,104.31,0.0,0.0
2018-06-03,105.75,105.75,105.75,0.0,0.0,106.84,106.84,106.84,0.0,0.0,105.51,105.51,105.51,0.0,0.0,106.28,106.28,106.28,0.0,0.0
2018-06-10,102.38,102.38,102.38,0.0,0.0,104.53,104.53,104.53,0.0,0.0,102.38,102.38,102.38,0.0,0.0,103.79,103.79,103.79,0.0,0.0
2018-06-17,104.25,104.25,104.25,0.0,0.0,104.33,104.33,104.33,0.0,0.0,101.72,101.72,101.72,0.0,0.0,102.2,102.2,102.2,0.0,0.0
2018-06-24,104.19,104.19,104.19,0.0,0.0,104.19,104.19,104.19,0.0,0.0,102.77,102.77,102.77,0.0,0.0,103.31,103.31,103.31,0.0,0.0
2018-07-01,105.42,105.42,105.42,0.0,0.0,106.57,106.57,106.57,0.0,0.0,105.42,105.42,105.42,0.0,0.0,106.43,106.43,106.43,0.0,0.0
2018-07-08,104.47,104.47,104.47,0.0,0.0,104.81,104.81,104.81,0.0,0.0,103.2,103.2,103.2,0.0,0.0,104.11,104.11,104.11,0.0,0.0
2018-07-15,103.76,103.76,103.76,0.0,0.0,103.9,103.9,103.9,0.0,0.0,102.88,102.88,102.88,0.0,0.0,103.08,103.08,103.08,0.0,0.0
2018-07-22,106.31,106.31,106.31,0.0,0.0,106.87,106.87,106.87,0.0,0.0,106.16,106.16,106.16,0.0,0.0,106.52,106.52,106.52,0.0,0.0
2018-07-29,104.27,104.27,104.27,0.0,0.0,104.92,104.92,104.92,0.0,0.0,103.75,103.75,103.75,0.0,0.0,104.49,104.49,104.49,0.0,0.0
2018-08-05,103.77,103.77,103.77,0.0,0.0,104.14,104.14,104.14,0.0,0.0,102.53,102.53,102.53,0.0,0.0,102.55,102.55,102.55,0.0,0.0
2018-08-12,100.15,100.15,100.15,0.0,0.0,101.3,101.3,101.3,0.0,0.0,100.14,100.14,100.14,0.0,0.0,101.02,101.02,101.02,0.0,0.0
2018-08-19,103.6,103.6,103.6,0.0,0.0,104.2,104.2,104.2,0.0,0.0,103.48,103.48,103.48,0.0,0.0,103.98,103.98,103.98,0.0,0.0
2018-08-26,103.51,103.51,103.51,0.0,0.0,103.51,103.51,103.51,0.0,0.0,102.65,102.65,102.65,0.0,0.0,103.08,103.08,103.08,0.0,0.0
2018-09-02,100.79,100.79,100.79,0.0,0.0,101.34,101.34,101.34,0.0,0.0,100.33,100.33,100.33,0.0,0.0,100.38,100.38,100.38,0.0,0.0
2018-09-09,102.89,102.89,102.89,0.0,0.0,103.47,103.47,103.47,0.0,0.0,102.5,102.5,102.5,0.0,0.0,102.7,102.7,102.7,0.0,0.0
2018-09-16,104.74,104.74,104.74,0.0,0.0,106.04,106.04,106.04,0.0,0.0,104.74,104.74,104.74,0.0,0.0,105.67,105.67,105.67,0.0,0.0
2018-09-23,105.56,105.56,105.56,0.0,0.0,106.92,106.92,106.92,0.0,0.0,105.54,105.54,105.54,0.0,0.0,106.58,106.58,106.58,0.0,0.0
2018-09-30,106.08,106.08,106.08,0.0,0.0,106.89,106.89,106.89,0.0,0.0,105.66,105.66,105.66,0.0,0.0,106.8,106.8,106.8,0.0,0.0
2018-10-07,101.1,101.1,101.1,0.0,0.0,101.61,101.61,101.61,0.0,0.0,100.46,100.46,100.46,0.0,0.0,100.46,100.46,100.46,0.0,0.0
2018-10-14,99.02,99.02,99.02,0.0,0.0,99.11,99.11,99.11,0.0,0.0,97.37,97.37,97.37,0.0,0.0,97.96,97.96,97.96,0.0,0.0
2018-10-21,92.19,92.19,92.19,0.0,0.0,92.34,92.34,92.34,0.0,0.0,88.61,88.61,88.61,0.0,0.0,89.88,89.88,89.88,0.0,0.0
2018-10-28,93.99,93.99,93.99,0.0,0.0,94.83,94.83,94.83,0.0,0.0,93.82,93.82,93.82,0.0,0.0,94.55,94.55,94.55,0.0,0.0
2018-11-04,94.57,94.57,94.57,0.0,0.0,94.82,94.82,94.82,0.0,0.0,91.64,91.64,91.64,0.0,0.0,91.8,91.8,91.8,0.0,0.0
2018-11-11,91.15,91.15,91.15,0.0,0.0,92.09,92.09,92.09,0.0,0.0,90.88,90.88,90.88,0.0,0.0,91.69,91.69,91.69,0.0,0.0
2018-11-18,87.87,87.87,87.87,0.0,0.0,89.04,89.04,89.04,0.0,0.0,87.87,87.87,87.87,0.0,0.0,88.54,88.54,88.54,0.0,0.0
2018-11-25,91.92,91.92,91.92,0.0,0.0,92.44,92.44,92.44,0.0,0.0,90.88,90.88,90.88,0.0,0.0,92.02,92.02,92.02,0.0,0.0
2018-12-02,86.27,86.27,86.27,0.0,0.0,86.65,86.65,86.65,0.0,0.0,83.52,83.52,83.52,0.0,0.0,85.37,85.37,85.37,0.0,0.0
2018-12-09,82.99,82.99,82.99,0.0,0.0,83.55,83.55,83.55,0.0,0.0,80.92,80.92,80.92,0.0,0.0,81.45,81.45,81.45,0.0,0.0
2018-12-16,74.57,74.57,74.57,0.0,0.0,74.77,74.77,74.77,0.0,0.0,72.31,72.31,72.31,0.0,0.0,72.37,72.37,72.37,0.0,0.0
2018-12-23,77.32,77.32,77.32,0.0,0.0,77.74,77.74,77.74,0.0,0.0,76.19,76.19,76.19,0.0,0.0,77.11,77.11,77.11,0.0,0.0
2018-12-30,81.35,81.35,81.35,0.0,0.0,82.85,82.85,82.85,0.0,0.0,80.5,80.5,80.5,0.0,0.0,82.27,82.27,82.27,0.0,0.0
2019-01-06,83.18,83.18,83.18,0.0,0.0,84.1,84.1,84.1,0.0,0.0,83.01,83.01,83.01,0.0,0.0,83.73,83.73,83.73,0.0,0.0
2019-01-13,85.86,85.86,85.86,0.0,0.0,86.51,86.51,86.51,0.0,0.0,85.28,85.28,85.28,0.0,0.0,86.49,86.49,86.49,0.0,0.0
2019-01-20,83.97,83.97,83.97,0.0,0.0,84.25,84.25,84.25,0.0,0.0,83.28,83.28,83.28,0.0,0.0,84.24,84.24,84.24,0.0,0.0
2019-01-27,87.09,87.09,87.09,0.0,0.0,87.87,87.87,87.87,0.0,0.0,86.37,86.37,86.37,0.0,0.0,87.87,87.87,87.87,0.0,0.0
2019-02-03,84.34,84.34,84.34,0.0,0.0,85.33,85.33,85.33,0.0,0.0,84.1,84.1,84.1,0.0,0.0,85.25,85.25,85.25,0.0,0.0
2019-02-10,88.55,88.55,88.55,0.0,0.0,89.3,89.3,89.3,0.0,0.0,88.55,88.55,88.55,0.0,0.0,89.28,89.28,89.28,0.0,0.0
2019-02-17,88.42,88.42,88.42,0.0,0.0,89.25,89.25,89.25,0.0,0.0,88.42,88.42,88.42,0.0,0.0,88.89,88.89,88.89,0.0,0.0
2019-02-24,89.96,89.96,89.96,0.0,0.0,90.2,90.2,90.2,0.0,0.0,88.45,88.45,88.45,0.0,0.0,89.82,89.82,89.82,0.0,0.0
2019-03-03,86.58,86.58,86.58,0.0,0.0,87.57,87.57,87.57,0.0,0.0,86.52,86.52,86.52,0.0,0.0,87.36,87.36,87.36,0.0,0.0
2019-03-10,89.25,89.25,89.25,0.0,0.0,90.55,90.55,90.55,0.0,0.0,89.25,89.25,89.25,0.0,0.0,90.45,90.45,90.45,0.0,0.0
2019-03-17,88.1,88.1,88.1,0.0,0.0,88.54,88.54,88.54,0.0,0.0,87.5,87.5,87.5,0.0,0.0,88.39,88.39,88.39,0.0,0.0
2019-03-24,89.99,89.99,89.99,0.0,0.0,90.76,90.76,90.76,0.0,0.0,89.94,89.94,89.94,0.0,0.0,90.63,90.63,90.63,0.0,0.0
2019-03-31,91.57,91.57,91.57,0.0,0.0,92.34,92.34,92.34,0.0,0.0,91.48,91.48,91.48,0.0,0.0,91.85,91.85,91.85,0.0,0.0
2019-04-07,91.33,91.33,91.33,0.0,0.0,91.51,91.51,91.51,0.0,0.0,90.67,90.67,90.67,0.0,0.0,90.84,90.84,90.84,0.0,0.0
2019-04-14,91.67,91.67,91.67,0.0,0.0,92.91,92.91,92.91,0.0,0.0,91.52,91.52,91.52,0.0,0.0,92.84,92.84,92.84,0.0,0.0
2019-04-21,89.53,89.53,89.53,0.0,0.0,89.87,89.87,89.87,0.0,0.0,89.23,89.23,89.23,0.0,0.0,89.45,89.45,89.45,0.0,0.0
2019-04-28,85.78,85.78,85.78,0.0,0.0,87.01,87.01,87.01,0.0,0.0,85.78,85.78,85.78,0.0,0.0,86.63,86.63,86.63,0.0,0.0
2019-05-05,85.65,85.65,85.65,0.0,0.0,85.91,85.91,85.91,0.0,0.0,84.32,84.32,84.32,0.0,0.0,84.73,84.73,84.73,0.0,0.0
2019-05-12,85.8,85.8,85.8,0.0,0.0,86.24,86.24,86.24,0.0,0.0,85.62,85.62,85.62,0.0,0.0,85.86,85.86,85.86,0.0,0.0
2019-05-19,83.0,83.0,83.0,0.0,0.0,83.07,83.07,83.07,0.0,0.0,81.86,81.86,81.86,0.0,0.0,82.49,82.49,82.49,0.0,0.0
