Date,Vanguard Energy_Open_average,Vanguard Energy_Open_max,Vanguard Energy_Open_min,Vanguard Energy_Open_volatility,Vanguard Energy_Open_change,Vanguard Energy_High_average,Vanguard Energy_High_max,Vanguard Energy_High_min,Vanguard Energy_High_volatility,Vanguard Energy_High_change,Vanguard Energy_Low_average,Vanguard Energy_Low_max,Vanguard Energy_Low_min,Vanguard Energy_Low_volatility,Vanguard Energy_Low_change,Vanguard Energy_Close_average,Vanguard Energy_Close_max,Vanguard Energy_Close_min,Vanguard Energy_Close_volatility,Vanguard Energy_Close_change
2019-05-26,79.24,79.24,79.24,0.0,0.0,80.09,80.09,80.09,0.0,0.0,79.18,79.18,79.18,0.0,0.0,79.87,79.87,79.87,0.0,0.0
2019-06-02,82.09,82.09,82.09,0.0,0.0,82.84,82.84,82.84,0.0,0.0,81.92,81.92,81.92,0.0,0.0,81.99,81.99,81.99,0.0,0.0
2019-06-09,80.93,80.93,80.93,0.0,0.0,82.07,82.07,82.07,0.0,0.0,80.78,80.78,80.78,0.0,0.0,81.88,81.88,81.88,0.0,0.0
2019-06-16,84.72,84.72,84.72,0.0,0.0,84.93,84.93,84.93,0.0,0.0,83.82,83.82,83.82,0.0,0.0,83.9,83.9,83.9,0.0,0.0
2019-06-23,86.04,86.04,86.04,0.0,0.0,86.49,86.49,86.49,0.0,0.0,84.97,84.97,84.97,0.0,0.0,85.17,85.17,85.17,0.0,0.0
2019-06-30,84.04,84.04,84.04,0.0,0.0,84.78,84.78,84.78,0.0,0.0,83.84,83.84,83.84,0.0,0.0,84.16,84.16,84.16,0.0,0.0
2019-07-07,85.94,85.94,85.94,0.0,0.0,85.94,85.94,85.94,0.0,0.0,84.75,84.75,84.75,0.0,0.0,84.95,84.95,84.95,0.0,0.0
2019-07-14,83.43,83.43,83.43,0.0,0.0,83.85,83.85,83.85,0.0,0.0,82.9,82.9,82.9,0.0,0.0,83.57,83.57,83.57,0.0,0.0
2019-07-21,82.69,82.69,82.69,0.0,0.0,82.7,82.7,82.7,0.0,0.0,81.6,81.6,81.6,0.0,0.0,82.25,82.25,82.25,0.0,0.0
2019-07-28,78.25,78.25,78.25,0.0,0.0,78.51,78.51,78.51,0.0,0.0,76.8,76.8,76.8,0.0,0.0,77.23,77.23,77.23,0.0,0.0
2019-08-04,77.57,77.57,77.57,0.0,0.0,77.62,77.62,77.62,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.73,76.73,76.73,0.0,0.0
2019-08-11,76.09,76.09,76.09,0.0,0.0,77.05,77.05,77.05,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.86,76.86,76.86,0.0,0.0
2019-08-18,74.32,74.32,74.32,0.0,0.0,74.79,74.79,74.79,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.87,73.87,73.87,0.0,0.0
2019-08-25,76.05,76.05,76.05,0.0,0.0,76.71,76.71,76.71,0.0,0.0,75.26,75.26,75.26,0.0,0.0,75.74,75.74,75.74,0.0,0.0
2019-09-01,78.33,78.33,78.33,0.0,0.0,79.74,79.74,79.74,0.0,0.0,78.19,78.19,78.19,0.0,0.0,79.62,79.62,79.62,0.0,0.0
2019-09-08,84.62,84.62,84.62,0.0,0.0,84.62,84.62,84.62,0.0,0.0,82.92,82.92,82.92,0.0,0.0,84.06,84.06,84.06,0.0,0.0
2019-09-15,81.16,81.16,81.16,0.0,0.0,81.91,81.91,81.91,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.67,81.67,81.67,0.0,0.0
2019-09-22,78.26,78.26,78.26,0.0,0.0,78.41,78.41,78.41,0.0,0.0,77.91,77.91,77.91,0.0,0.0,78.02,78.02,78.02,0.0,0.0
2019-09-29,75.63,75.63,75.63,0.0,0.0,75.93,75.93,75.93,0.0,0.0,74.77,74.77,74.77,0.0,0.0,74.77,74.77,74.77,0.0,0.0
2019-10-06,75.6,75.6,75.6,0.0,0.0,76.23,76.23,76.23,0.0,0.0,75.14,75.14,75.14,0.0,0.0,75.96,75.96,75.96,0.0,0.0
2019-10-13,75.0,75.0,75.0,0.0,0.0,76.24,76.24,76.24,0.0,0.0,74.89,74.89,74.89,0.0,0.0,76.21,76.21,76.21,0.0,0.0
2019-10-20,78.37,78.37,78.37,0.0,0.0,78.88,78.88,78.88,0.0,0.0,77.58,77.58,77.58,0.0,0.0,77.7,77.7,77.7,0.0,0.0
2019-10-27,78.73,78.73,78.73,0.0,0.0,80.66,80.66,80.66,0.0,0.0,78.66,78.66,78.66,0.0,0.0,80.43,80.43,80.43,0.0,0.0
2019-11-03,78.93,78.93,78.93,0.0,0.0,79.48,79.48,79.48,0.0,0.0,78.61,78.61,78.61,0.0,0.0,79.19,79.19,79.19,0.0,0.0
2019-11-10,78.17,78.17,78.17,0.0,0.0,78.32,78.32,78.32,0.0,0.0,77.2,77.2,77.2,0.0,0.0,77.51,77.51,77.51,0.0,0.0
2019-11-17,77.94,77.94,77.94,0.0,0.0,78.35,78.35,78.35,0.0,0.0,77.7,77.7,77.7,0.0,0.0,78.28,78.28,78.28,0.0,0.0
2019-11-24,77.09,77.09,77.09,0.0,0.0,77.61,77.61,77.61,0.0,0.0,76.74,76.74,76.74,0.0,0.0,76.85,76.85,76.85,0.0,0.0
2019-12-01,77.54,77.54,77.54,0.0,0.0,78.45,78.45,78.45,0.0,0.0,77.49,77.49,77.49,0.0,0.0,78.04,78.04,78.04,0.0,0.0
2019-12-08,78.88,78.88,78.88,0.0,0.0,79.73,79.73,79.73,0.0,0.0,78.88,78.88,78.88,0.0,0.0,79.43,79.43,79.43,0.0,0.0
2019-12-15,80.67,80.67,80.67,0.0,0.0,81.75,81.75,81.75,0.0,0.0,80.5,80.5,80.5,0.0,0.0,81.73,81.73,81.73,0.0,0.0
2019-12-22,81.43,81.43,81.43,0.0,0.0,81.74,81.74,81.74,0.0,0.0,80.93,80.93,80.93,0.0,0.0,80.98,80.98,80.98,0.0,0.0
2019-12-29,83.27,83.27,83.27,0.0,0.0,83.27,83.27,83.27,0.0,0.0,81.69,81.69,81.69,0.0,0.0,82.01,82.01,82.01,0.0,0.0
