Date,US Market Rotation Strategy_Open_average,US Market Rotation Strategy_Open_max,US Market Rotation Strategy_Open_min,US Market Rotation Strategy_Open_volatility,US Market Rotation Strategy_Open_change,US Market Rotation Strategy_High_average,US Market Rotation Strategy_High_max,US Market Rotation Strategy_High_min,US Market Rotation Strategy_High_volatility,US Market Rotation Strategy_High_change,US Market Rotation Strategy_Low_average,US Market Rotation Strategy_Low_max,US Market Rotation Strategy_Low_min,US Market Rotation Strategy_Low_volatility,US Market Rotation Strategy_Low_change,US Market Rotation Strategy_Close_average,US Market Rotation Strategy_Close_max,US Market Rotation Strategy_Close_min,US Market Rotation Strategy_Close_volatility,US Market Rotation Strategy_Close_change
2018-01-14,39.59,39.59,39.59,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2018-01-21,39.99,39.99,39.99,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2018-01-28,38.75,38.75,38.75,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2018-02-04,38.51,38.51,38.51,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2018-02-11,39.77,39.77,39.77,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2018-02-18,39.95,39.95,39.95,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2018-02-25,39.38,39.38,39.38,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2018-03-04,40.21,40.21,40.21,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2018-03-11,39.5,39.5,39.5,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2018-03-18,38.85,38.85,38.85,0.0,0.0,39.23,39.23,39.23,0.0,0.0,38.7,38.7,38.7,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2018-03-25,38.74,38.74,38.74,0.0,0.0,38.74,38.74,38.74,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2018-04-01,38.42,38.42,38.42,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2018-04-08,38.9,38.9,38.9,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2018-04-15,38.99,38.99,38.99,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2018-04-22,39.27,39.27,39.27,0.0,0.0,39.27,39.27,39.27,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2018-04-29,39.67,39.67,39.67,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2018-05-06,39.98,39.98,39.98,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2018-05-13,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2018-05-20,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-05-27,40.07,40.07,40.07,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-06-03,40.81,40.81,40.81,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2018-06-10,40.87,40.87,40.87,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2018-06-17,39.91,39.91,39.91,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.82,39.82,39.82,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-06-24,39.7,39.7,39.7,0.0,0.0,40.15,40.15,40.15,0.0,0.0,39.7,39.7,39.7,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2018-07-01,40.76,40.76,40.76,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2018-07-08,40.81,40.81,40.81,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2018-07-15,40.81,40.81,40.81,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.57,40.57,40.57,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-07-22,40.57,40.57,40.57,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2018-07-29,40.42,40.42,40.42,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2018-08-05,40.89,40.89,40.89,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2018-08-12,40.06,40.06,40.06,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2018-08-19,40.44,40.44,40.44,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2018-08-26,40.68,40.68,40.68,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2018-09-02,40.45,40.45,40.45,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2018-09-09,40.6,40.6,40.6,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2018-09-16,40.72,40.72,40.72,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2018-09-23,41.07,41.07,41.07,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2018-09-30,39.75,39.75,39.75,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2018-10-07,38.1,38.1,38.1,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2018-10-14,38.06,38.06,38.06,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2018-10-21,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2018-10-28,36.54,36.54,36.54,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2018-11-04,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2018-11-11,35.92,35.92,35.92,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2018-11-18,34.91,34.91,34.91,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2018-11-25,36.41,36.41,36.41,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2018-12-02,35.29,35.29,35.29,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2018-12-09,34.86,34.86,34.86,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-12-16,33.92,33.92,33.92,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2018-12-23,33.49,33.49,33.49,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2018-12-30,33.51,33.51,33.51,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2019-01-06,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-01-13,34.54,34.54,34.54,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-01-20,34.35,34.35,34.35,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-01-27,34.93,34.93,34.93,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-02-03,35.14,35.14,35.14,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2019-02-10,35.47,35.47,35.47,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-02-17,35.59,35.59,35.59,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-02-24,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-03-03,34.62,34.62,34.62,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-03-10,35.05,35.05,35.05,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-03-17,34.64,34.64,34.64,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2019-03-24,35.02,35.02,35.02,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-03-31,34.96,34.96,34.96,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.96,34.96,34.96,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-04-07,35.22,35.22,35.22,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2019-04-14,35.01,35.01,35.01,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2019-04-21,35.57,35.57,35.57,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-04-28,35.2,35.2,35.2,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2019-05-05,34.46,34.46,34.46,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2019-05-12,34.84,34.84,34.84,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2019-05-19,34.72,34.72,34.72,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-05-26,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2019-06-02,34.79,34.79,34.79,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-06-09,34.68,34.68,34.68,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2019-06-16,35.14,35.14,35.14,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2019-06-23,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2019-06-30,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2019-07-07,35.76,35.76,35.76,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.75,35.75,35.75,0.0,0.0
