Date,HUM_Open_average,HUM_Open_max,HUM_Open_min,HUM_Open_volatility,HUM_Open_change,HUM_High_average,HUM_High_max,HUM_High_min,HUM_High_volatility,HUM_High_change,HUM_Low_average,HUM_Low_max,HUM_Low_min,HUM_Low_volatility,HUM_Low_change,HUM_Close_average,HUM_Close_max,HUM_Close_min,HUM_Close_volatility,HUM_Close_change,HUM_Volume_average,HUM_Volume_max,HUM_Volume_min,HUM_Volume_volatility,HUM_Volume_change
2018-01-14,275.768,280.77,270.71,10.060000000000002,8.370000000000005,278.226,282.16,271.97,10.189999999999998,10.189999999999998,273.598,277.5,267.58,9.920000000000016,9.920000000000016,277.306,281.87,270.17,11.699999999999989,11.699999999999989,1302193,1769850,1116939,652911,-617388
2018-01-21,285.48199999999997,288.77,280.74,8.029999999999973,8.029999999999973,288.138,293.35,283.93,9.420000000000016,9.420000000000016,283.51,288.28,278.18,10.099999999999966,10.099999999999966,286.922,291.23,282.86,8.370000000000005,8.370000000000005,1098729,1338037,897597,440440,-440440
2018-01-28,280.034,287.95,275.0,12.949999999999989,-2.4700000000000273,283.25,290.92,276.46,14.460000000000036,-9.470000000000027,274.916,280.9,266.34,14.560000000000002,-10.660000000000025,277.498,282.29,267.1,15.189999999999998,-15.189999999999998,1137774,1620004,939990,680014,-580749
2018-02-04,264.362,266.52,261.25,5.269999999999982,5.189999999999998,270.246,273.36,268.04,5.319999999999993,-1.920000000000016,261.818,264.94,260.0,4.939999999999998,3.910000000000025,265.752,269.12,262.37,6.75,-2.069999999999993,1551521,2035940,1012137,1023803,-374873
2018-02-11,266.625,268.95,263.93,5.019999999999982,2.9499999999999886,269.7175,270.68,268.95,1.7300000000000182,1.400000000000034,264.2025,266.26,261.25,5.009999999999991,5.009999999999991,267.9975,269.0,267.45,1.5500000000000114,0.9300000000000068,910752,1101010,672221,428789,-335622
2018-02-18,268.896,271.78,267.72,4.059999999999945,4.059999999999945,271.31,275.27,268.74,6.529999999999973,6.529999999999973,267.21,269.08,266.21,2.8700000000000045,2.8700000000000045,269.45799999999997,274.58,266.38,8.199999999999989,7.25,882801,1182014,650378,531636,-68491
2018-02-25,272.026,277.0,268.24,8.759999999999991,-6.3799999999999955,275.328,280.61,271.02,9.590000000000032,-9.590000000000032,268.818,272.25,265.82,6.430000000000007,-6.430000000000007,271.77,276.92,269.72,7.199999999999989,-6.330000000000041,879323,1018920,688987,329933,-329933
2018-03-04,270.478,271.29,269.05,2.240000000000009,0.5099999999999909,273.68600000000004,275.66,272.49,3.170000000000016,-0.9800000000000182,267.302,269.95,265.03,4.920000000000016,-0.6800000000000068,271.326,273.29,268.21,5.080000000000041,-4.900000000000034,1081170,1741425,765508,975917,282490
2018-03-11,271.146,272.42,270.18,2.240000000000009,2.170000000000016,272.774,274.09,270.88,3.2099999999999795,3.2099999999999795,269.23400000000004,270.93,268.04,2.8899999999999864,0.4399999999999977,270.856,272.73,269.98,2.75,0.0,1157185,2128196,740194,1388002,328946
2018-03-18,268.604,273.84,263.04,10.799999999999955,-7.599999999999966,271.478,275.92,267.75,8.170000000000016,-7.470000000000027,265.802,270.49,261.35,9.139999999999986,-6.340000000000032,267.966,273.6,261.6,12.0,-5.5,986465,1178715,818951,359764,-119489
2018-03-25,271.9625,282.06,267.79,14.269999999999982,12.560000000000002,275.69,290.53,269.11,21.41999999999996,18.859999999999957,267.7625,277.0,263.03,13.970000000000027,10.95999999999998,271.1825,280.7,267.55,13.149999999999977,13.050000000000011,1593900,3364848,908666,2456182,2456182
2018-04-01,284.108,287.0,280.52,6.480000000000018,3.920000000000016,287.314,288.63,285.12,3.509999999999991,2.3799999999999955,281.45,284.24,279.4,4.840000000000032,4.490000000000009,285.096,287.29,282.47,4.819999999999993,2.5299999999999727,915776,1342711,696018,646693,-646693
2018-04-08,286.73,290.0,283.6,6.399999999999977,2.1499999999999773,288.51,291.93,286.35,5.579999999999984,3.2900000000000205,284.676,288.98,281.39,7.590000000000032,4.310000000000002,286.45,289.95,282.28,7.670000000000016,3.1100000000000136,599446,979466,411336,568130,522575
2018-04-15,295.82,297.6,294.33,3.2700000000000387,-0.05000000000001137,297.748,299.67,296.54,3.1299999999999955,-0.7799999999999727,293.706,296.05,292.6,3.4499999999999886,-0.25,295.642,298.3,294.12,4.180000000000007,-1.7900000000000205,721419,1190490,451501,738989,-732115
2018-04-22,295.908,297.81,293.82,3.990000000000009,2.990000000000009,298.468,299.85,297.77,2.080000000000041,1.6100000000000136,293.356,295.32,291.94,3.3799999999999955,2.1399999999999864,295.728,297.39,293.95,3.4399999999999977,0.2300000000000182,480919,624097,372368,251729,166437
