Date,First Trust High Income_etf_Open_average,First Trust High Income_etf_Open_max,First Trust High Income_etf_Open_min,First Trust High Income_etf_Open_volatility,First Trust High Income_etf_Open_change,First Trust High Income_etf_High_average,First Trust High Income_etf_High_max,First Trust High Income_etf_High_min,First Trust High Income_etf_High_volatility,First Trust High Income_etf_High_change,First Trust High Income_etf_Low_average,First Trust High Income_etf_Low_max,First Trust High Income_etf_Low_min,First Trust High Income_etf_Low_volatility,First Trust High Income_etf_Low_change,First Trust High Income_etf_Close_average,First Trust High Income_etf_Close_max,First Trust High Income_etf_Close_min,First Trust High Income_etf_Close_volatility,First Trust High Income_etf_Close_change
2018-01-14,23.82,23.82,23.82,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2018-01-21,23.79,23.79,23.79,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2018-01-28,23.4,23.4,23.4,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2018-02-04,22.04,22.04,22.04,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2018-02-11,22.84,22.84,22.84,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-02-18,22.59,22.59,22.59,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2018-02-25,22.23,22.23,22.23,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-03-04,22.92,22.92,22.92,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.92,22.92,22.92,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2018-03-11,22.9,22.9,22.9,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2018-03-18,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0
