Date,Hartford Multifactor Low Volatility InternationalEtf_Open_average,Hartford Multifactor Low Volatility InternationalEtf_Open_max,Hartford Multifactor Low Volatility InternationalEtf_Open_min,Hartford Multifactor Low Volatility InternationalEtf_Open_volatility,Hartford Multifactor Low Volatility InternationalEtf_Open_change,Hartford Multifactor Low Volatility InternationalEtf_High_average,Hartford Multifactor Low Volatility InternationalEtf_High_max,Hartford Multifactor Low Volatility InternationalEtf_High_min,Hartford Multifactor Low Volatility InternationalEtf_High_volatility,Hartford Multifactor Low Volatility InternationalEtf_High_change,Hartford Multifactor Low Volatility InternationalEtf_Low_average,Hartford Multifactor Low Volatility InternationalEtf_Low_max,Hartford Multifactor Low Volatility InternationalEtf_Low_min,Hartford Multifactor Low Volatility InternationalEtf_Low_volatility,Hartford Multifactor Low Volatility InternationalEtf_Low_change,Hartford Multifactor Low Volatility InternationalEtf_Close_average,Hartford Multifactor Low Volatility InternationalEtf_Close_max,Hartford Multifactor Low Volatility InternationalEtf_Close_min,Hartford Multifactor Low Volatility InternationalEtf_Close_volatility,Hartford Multifactor Low Volatility InternationalEtf_Close_change
2018-04-15,27.84,27.84,27.84,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-04-22,27.88,27.88,27.88,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-04-29,27.66,27.66,27.66,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.66,27.66,27.66,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-05-06,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-05-13,27.89,27.89,27.89,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.89,27.89,27.89,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-05-20,27.81,27.81,27.81,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.81,27.81,27.81,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-05-27,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-06-03,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-06-10,27.81,27.81,27.81,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-06-17,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2018-06-24,26.98,26.98,26.98,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2018-07-01,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-07-08,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-07-15,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-07-22,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-07-29,27.35,27.35,27.35,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-08-05,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2018-08-12,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-08-19,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2018-08-26,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-09-02,26.73,26.73,26.73,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-09-09,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-09-16,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2018-09-23,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2018-09-30,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2018-10-07,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-10-14,25.8,25.8,25.8,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2018-10-21,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-10-28,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-11-04,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-11-11,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-11-18,25.53,25.53,25.53,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-11-25,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-12-02,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-12-09,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-12-16,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-12-23,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2018-12-30,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-01-06,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-01-13,25.83,25.83,25.83,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-01-20,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-01-27,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-02-03,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-02-10,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-02-17,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-02-24,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-03-03,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-03-10,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-03-17,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-03-24,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-03-31,26.8,26.8,26.8,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-04-07,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-04-14,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-04-21,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-04-28,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-05-05,26.43,26.43,26.43,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-05-12,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2019-05-19,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-05-26,26.28,26.28,26.28,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-06-02,27.01,27.01,27.01,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-06-09,26.81,26.81,26.81,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-06-16,27.4,27.4,27.4,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-06-23,27.16,27.16,27.16,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-06-30,27.34,27.34,27.34,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-07-07,27.31,27.31,27.31,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2019-07-14,27.21,27.21,27.21,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-07-21,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-07-28,26.53,26.53,26.53,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-08-04,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-08-11,26.18,26.18,26.18,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-08-18,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-08-25,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-09-01,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2019-09-08,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-09-15,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-09-22,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-09-29,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-10-06,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-10-13,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2019-10-20,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-10-27,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-11-03,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-11-10,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-11-17,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2019-11-24,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2019-12-01,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2019-12-08,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2019-12-15,27.61,27.61,27.61,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2019-12-22,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-12-29,27.74,27.74,27.74,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.75,27.75,27.75,0.0,0.0
