Date,CLVS_Open_average,CLVS_Open_max,CLVS_Open_min,CLVS_Open_volatility,CLVS_Open_change,CLVS_High_average,CLVS_High_max,CLVS_High_min,CLVS_High_volatility,CLVS_High_change,CLVS_Low_average,CLVS_Low_max,CLVS_Low_min,CLVS_Low_volatility,CLVS_Low_change,CLVS_Close_average,CLVS_Close_max,CLVS_Close_min,CLVS_Close_volatility,CLVS_Close_change,CLVS_Volume_average,CLVS_Volume_max,CLVS_Volume_min,CLVS_Volume_volatility,CLVS_Volume_change
2018-01-14,56.812,59.16,54.7,4.459999999999994,-1.1599999999999966,58.286,61.39,56.4,4.990000000000002,1.3500000000000014,55.044,57.34,53.91,3.430000000000007,3.0900000000000034,56.728,60.67,54.93,5.740000000000002,5.260000000000005,1968048,3206573,842616,2363957,-1227893
2018-01-21,61.896,63.83,61.0,2.8299999999999983,0.75,63.886,65.97,62.18,3.789999999999999,-2.719999999999999,60.47,61.5,59.02,2.479999999999997,0.7800000000000011,62.178,64.1,61.25,2.8499999999999943,-1.7099999999999937,1485980,2246971,911988,1334983,-847627
2018-01-28,59.89,61.59,56.96,4.630000000000003,-4.269999999999996,60.57,61.99,58.3,3.690000000000005,-3.690000000000005,57.652,60.29,53.2,7.089999999999996,-6.68,58.3,60.97,53.96,7.009999999999998,-7.009999999999998,1175092,1537629,671329,866300,540458
2018-02-04,52.118,53.06,50.62,2.440000000000005,-1.4299999999999997,53.466,54.52,51.64,2.8800000000000026,0.3200000000000003,50.38,52.4,46.78,5.619999999999997,-0.6300000000000026,52.05,53.33,50.12,3.210000000000001,-0.269999999999996,1237873,1711484,847733,863751,-678482
2018-02-11,53.8625,54.41,52.62,1.7899999999999991,1.7899999999999991,55.7375,56.36,54.96,1.3999999999999986,1.3999999999999986,53.3275,54.09,51.71,2.3800000000000026,2.3800000000000026,54.394999999999996,54.76,54.09,0.6699999999999946,-0.6099999999999994,874042,1108619,675404,433215,-194047
2018-02-18,56.834,59.97,54.0,5.969999999999999,3.0799999999999983,58.174,60.25,56.38,3.8699999999999974,1.4199999999999946,55.28,58.04,53.44,4.600000000000001,1.1200000000000045,56.174,59.88,53.71,6.170000000000002,1.7999999999999972,1794940,3584039,1187716,2396323,194566
2018-02-25,57.908,60.13,54.4,5.730000000000004,5.730000000000004,60.472,61.83,59.25,2.5799999999999983,-1.4799999999999969,56.924,58.94,54.2,4.739999999999995,4.739999999999995,59.038,59.96,58.07,1.8900000000000006,0.4299999999999997,1626399,3057743,698855,2358888,-2358888
2018-03-04,60.816,62.53,58.28,4.25,2.530000000000001,61.772,63.25,59.81,3.4399999999999977,3.0600000000000023,59.528,61.87,57.12,4.75,4.089999999999996,60.902,62.34,58.72,3.6200000000000045,3.6200000000000045,900003,1422080,558621,863459,-382045
2018-03-11,60.398,62.44,58.21,4.229999999999997,-4.229999999999997,60.662,62.81,58.9,3.9100000000000037,-3.9100000000000037,58.238,60.27,55.76,4.510000000000005,-4.510000000000005,59.22,62.0,56.75,5.25,-5.25,721168,745048,662795,82253,-3091
2018-03-18,57.504,58.24,56.65,1.5900000000000034,1.5500000000000043,58.864,59.8,57.79,2.009999999999998,1.0500000000000043,56.156,56.99,55.47,1.5200000000000031,-0.4200000000000017,57.126,57.94,56.4,1.5399999999999991,-0.3100000000000023,863891,1114355,555816,558539,558539
