Date,DALStock_Open_average,DALStock_Open_max,DALStock_Open_min,DALStock_Open_volatility,DALStock_Open_change,DALStock_High_average,DALStock_High_max,DALStock_High_min,DALStock_High_volatility,DALStock_High_change,DALStock_Low_average,DALStock_Low_max,DALStock_Low_min,DALStock_Low_volatility,DALStock_Low_change,DALStock_Close_average,DALStock_Close_max,DALStock_Close_min,DALStock_Close_volatility,DALStock_Close_change,DALStock_Volume_average,DALStock_Volume_max,DALStock_Volume_min,DALStock_Volume_volatility,DALStock_Volume_change
2018-01-14,59.83,60.2,59.63,0.5700000000000003,-0.5100000000000051,60.254999999999995,60.79,60.02,0.769999999999996,-0.769999999999996,59.17,59.47,58.9,0.5700000000000003,0.17999999999999972,59.6325,60.01,59.35,0.6599999999999966,0.6599999999999966,7552520,12082914,5846637,6236277,-5890517
2018-01-21,57.75,60.1,55.31,4.789999999999999,-4.589999999999996,58.124,60.28,55.9,4.380000000000003,-4.259999999999998,56.736,59.41,54.49,4.919999999999995,-4.560000000000002,57.386,60.13,54.81,5.32,-4.8700000000000045,12699590,21197904,7055621,14142283,2375920
2018-01-28,55.897999999999996,56.51,55.0,1.509999999999998,1.0799999999999983,56.692,57.27,56.2,1.0700000000000003,0.07000000000000028,55.44,56.24,54.54,1.7000000000000028,-0.46000000000000085,55.938,56.77,54.62,2.1500000000000057,-1.1400000000000006,7774803,8963034,5492898,3470136,181374
2018-02-04,52.9,54.0,51.87,2.1300000000000026,-2.049999999999997,53.714,54.72,52.0,2.719999999999999,-2.719999999999999,51.258,52.8,48.52,4.279999999999994,-3.979999999999997,52.232,53.85,50.46,3.3900000000000006,-2.0600000000000023,12392835,19053376,8995436,10057940,9576656
2018-02-11,52.082,52.87,51.22,1.6499999999999986,1.6499999999999986,52.806,53.52,52.29,1.230000000000004,1.0400000000000063,51.716,52.77,50.72,2.0500000000000043,2.0500000000000043,52.444,52.95,52.05,0.9000000000000057,0.8000000000000043,7412587,10610194,4877772,5732422,-5053702
2018-02-18,52.815,53.26,52.53,0.7299999999999969,0.269999999999996,53.6325,54.39,53.21,1.1799999999999997,0.269999999999996,52.4875,52.62,52.3,0.3200000000000003,0.3200000000000003,52.91,53.46,52.47,0.990000000000002,0.990000000000002,5873547,7604716,4270244,3334472,-2449198
2018-02-25,53.944,54.61,52.78,1.8299999999999983,-1.8299999999999983,54.538,55.01,53.42,1.5899999999999963,-1.3799999999999955,53.092,53.75,51.81,1.9399999999999977,-1.9399999999999977,53.763999999999996,54.69,53.26,1.4299999999999997,-1.4299999999999997,6888500,7876803,5979226,1897577,-537195
2018-03-04,53.818,54.94,52.91,2.030000000000001,2.030000000000001,54.594,56.09,53.67,2.4200000000000017,2.0,53.525999999999996,54.58,52.58,2.0,2.0,54.378,56.09,53.53,2.5600000000000023,2.3000000000000043,5785172,6975883,4554377,2421506,1011899
2018-03-11,56.432,56.62,56.25,0.36999999999999744,0.21000000000000085,56.922,57.31,56.48,0.8300000000000054,0.8300000000000054,55.856,56.43,55.46,0.9699999999999989,0.8599999999999994,56.386,56.69,56.15,0.5399999999999991,0.5300000000000011,6688994,9137395,4266327,4871068,209043
2018-03-18,55.694,56.54,54.78,1.759999999999998,-1.759999999999998,56.204,56.73,55.21,1.519999999999996,-1.519999999999996,54.940000000000005,55.95,53.84,2.1099999999999994,-1.6899999999999977,55.396,56.5,53.9,2.6000000000000014,-2.0600000000000023,6750240,9313943,4363513,4950430,1200472
2018-03-25,54.5925,55.31,54.02,1.2899999999999991,-0.5499999999999972,55.21,55.48,54.87,0.6099999999999994,-0.05000000000000426,53.8725,54.07,53.72,0.3500000000000014,-0.3299999999999983,54.515,55.06,53.93,1.1300000000000026,-0.25,6485561,7473527,5808841,1664686,151454
2018-04-01,53.606,54.59,52.49,2.1000000000000014,-0.740000000000002,54.232,54.63,53.77,0.8599999999999994,-0.3300000000000054,52.406,53.7,50.95,2.75,1.5599999999999952,53.358,54.21,51.95,2.259999999999998,1.0999999999999943,6943834,10228159,4417818,5810341,-3309486
