Date,ARCW_Open_average,ARCW_Open_max,ARCW_Open_min,ARCW_Open_volatility,ARCW_Open_change,ARCW_High_average,ARCW_High_max,ARCW_High_min,ARCW_High_volatility,ARCW_High_change,ARCW_Low_average,ARCW_Low_max,ARCW_Low_min,ARCW_Low_volatility,ARCW_Low_change,ARCW_Close_average,ARCW_Close_max,ARCW_Close_min,ARCW_Close_volatility,ARCW_Close_change,ARCW_Volume_average,ARCW_Volume_max,ARCW_Volume_min,ARCW_Volume_volatility,ARCW_Volume_change
2018-01-14,2.38,2.45,2.3,0.15000000000000036,-0.10000000000000009,2.439,2.5,2.4,0.10000000000000009,-0.050000000000000266,2.331,2.4,2.3,0.10000000000000009,0.04499999999999993,2.36,2.45,2.3,0.15000000000000036,-0.04999999999999982,13959,22221,2945,19276,-17734
2018-01-21,2.2399999999999998,2.3,2.1,0.19999999999999973,-0.19999999999999973,2.2754,2.363,2.15,0.21300000000000008,-0.21300000000000008,2.19,2.3,2.1,0.19999999999999973,-0.19999999999999973,2.2312,2.35,2.15,0.20000000000000018,-0.1499999999999999,8110,15998,1837,14161,4083
2018-01-28,2.1189999999999998,2.2,2.05,0.15000000000000036,-0.10000000000000009,2.1310000000000002,2.2,2.065,0.13500000000000023,-0.054999999999999716,2.05,2.1,1.95,0.15000000000000013,-0.15000000000000013,2.05,2.1,1.95,0.15000000000000013,-0.15000000000000013,12140,40136,2132,38004,35440
2018-02-04,1.92,2.0,1.8,0.19999999999999996,-0.09999999999999987,2.024,2.05,1.995,0.054999999999999716,-0.054999999999999716,1.855,1.95,1.8,0.1499999999999999,0.0,1.9849999999999999,2.025,1.95,0.07499999999999996,-0.07499999999999996,14280,27538,7091,20447,-20141
2018-02-11,1.975,2.1,1.9,0.20000000000000018,0.20000000000000018,2.0625,2.2,1.95,0.2500000000000002,0.15000000000000013,1.9625,2.05,1.9,0.1499999999999999,0.1499999999999999,2.0125,2.1,1.95,0.15000000000000013,0.09999999999999987,11928,26005,2352,23653,10261
2018-02-18,2.04,2.2,1.95,0.2500000000000002,0.2500000000000002,2.101,2.205,2.0,0.20500000000000007,0.15000000000000036,1.96,2.0,1.95,0.050000000000000044,0.0,2.0,2.05,1.95,0.09999999999999987,0.050000000000000044,23760,62901,1122,61779,51167
2018-02-25,1.98,2.0,1.95,0.050000000000000044,0.0,2.075,2.2,2.0,0.20000000000000018,0.10000000000000009,1.94,1.95,1.9,0.050000000000000044,0.0,2.0,2.05,1.95,0.09999999999999987,0.09999999999999987,22597,62240,8240,54000,7253
2018-03-04,2.081,2.1,2.05,0.050000000000000266,-0.04499999999999993,2.14,2.2,2.1,0.10000000000000009,-0.04999999999999982,2.041,2.055,2.0,0.05500000000000016,0.0050000000000003375,2.0749999999999997,2.15,2.05,0.10000000000000009,0.025000000000000355,11088,21548,1445,20103,-20103
2018-03-11,2.029,2.05,2.0,0.04999999999999982,-0.04999999999999982,2.0818000000000003,2.1,2.0140000000000002,0.08599999999999985,-0.08599999999999985,2.019,2.05,2.0,0.04999999999999982,-0.04999999999999982,2.041,2.1,2.0,0.10000000000000009,-0.04999999999999982,10993,24558,3670,20888,351
2018-03-18,2.01,2.05,2.0,0.04999999999999982,0.04999999999999982,2.0349999999999997,2.05,2.025,0.02499999999999991,0.02499999999999991,1.99,2.0,1.95,0.050000000000000044,-0.050000000000000044,2.0,2.05,1.95,0.09999999999999987,-0.050000000000000044,6837,14762,833,13929,7637
2018-03-25,1.9625,2.0,1.95,0.050000000000000044,0.050000000000000044,2.0374999999999996,2.05,2.0,0.04999999999999982,0.0,1.95,1.95,1.95,0.0,0.0,2.0,2.05,1.95,0.09999999999999987,-0.050000000000000044,11512,18898,6510,12388,-9030
2018-04-01,2.01,2.05,1.9,0.1499999999999999,0.04999999999999982,2.055,2.1,2.0,0.10000000000000009,0.07500000000000018,1.97,2.05,1.9,0.1499999999999999,0.1499999999999999,2.01,2.05,1.9,0.1499999999999999,0.1499999999999999,32358,47510,20389,27121,293
2018-04-08,2.15,2.3,2.0,0.2999999999999998,0.1499999999999999,2.251,2.3,2.1,0.19999999999999973,0.19999999999999973,2.081,2.25,2.0,0.25,0.20000000000000018,2.2,2.25,2.1,0.1499999999999999,0.1499999999999999,33884,63561,3978,59583,15035
2018-04-15,2.3268,2.45,2.25,0.20000000000000018,0.04999999999999982,2.3968,2.45,2.3,0.15000000000000036,0.10000000000000009,2.25,2.3,2.15,0.1499999999999999,0.1499999999999999,2.35,2.45,2.3,0.15000000000000036,0.10000000000000009,27273,53026,5124,47902,-20575
2018-04-22,2.39,2.4,2.35,0.04999999999999982,0.04999999999999982,2.4,2.4,2.4,0.0,0.0,2.32,2.35,2.3,0.050000000000000266,0.0,2.35,2.4,2.3,0.10000000000000009,-0.10000000000000009,7048,15866,1344,14522,-11302
