Date,NDSN_Open_average,NDSN_Open_max,NDSN_Open_min,NDSN_Open_volatility,NDSN_Open_change,NDSN_High_average,NDSN_High_max,NDSN_High_min,NDSN_High_volatility,NDSN_High_change,NDSN_Low_average,NDSN_Low_max,NDSN_Low_min,NDSN_Low_volatility,NDSN_Low_change,NDSN_Close_average,NDSN_Close_max,NDSN_Close_min,NDSN_Close_volatility,NDSN_Close_change,NDSN_Volume_average,NDSN_Volume_max,NDSN_Volume_min,NDSN_Volume_volatility,NDSN_Volume_change
2018-01-14,148.948,150.76,147.34,3.4199999999999875,1.7699999999999818,150.326,151.49,149.02,2.469999999999999,2.069999999999993,147.59,149.4,145.74,3.6599999999999966,2.6499999999999773,148.95,151.14,146.24,4.899999999999977,3.75,255106,288124,225821,62303,-36838
2018-01-21,149.296,150.35,148.52,1.829999999999984,-0.5600000000000023,150.242,151.48,148.92,2.5600000000000023,-1.259999999999991,146.996,149.46,146.07,3.390000000000015,-3.3600000000000136,148.492,150.1,146.61,3.4899999999999807,-3.259999999999991,230906,330544,180651,149893,-46494
2018-01-28,143.256,145.48,140.5,4.97999999999999,-3.1699999999999875,144.894,146.32,143.55,2.769999999999982,-2.069999999999993,140.844,143.09,135.22,7.8700000000000045,-7.8300000000000125,141.994,144.73,135.58,9.149999999999977,-9.149999999999977,277213,488946,192181,296765,45557
2018-02-04,136.238,138.87,132.52,6.349999999999994,4.4599999999999795,138.652,139.93,137.57,2.3600000000000136,-1.6400000000000148,133.662,135.99,131.63,4.360000000000014,3.8100000000000023,136.748,139.09,133.65,5.439999999999998,-2.180000000000007,302607,406004,250509,155495,-133186
2018-02-11,137.74,140.17,135.55,4.619999999999976,3.3999999999999773,139.72,140.66,137.61,3.049999999999983,3.049999999999983,136.5525,137.87,135.3,2.569999999999993,2.569999999999993,138.6975,139.63,137.27,2.359999999999985,1.6199999999999761,185064,221337,148198,73139,73139
2018-02-18,138.312,140.77,136.78,3.990000000000009,-1.9199999999999875,141.048,142.52,138.85,3.670000000000016,-2.069999999999993,135.638,137.91,132.36,5.549999999999983,-3.030000000000001,138.882,141.41,136.55,4.859999999999985,-0.01999999999998181,368711,743031,221141,521890,70491
2018-02-25,135.578,138.81,132.34,6.469999999999999,-4.590000000000003,137.396,138.89,135.1,3.789999999999992,-2.4299999999999784,133.536,136.85,131.55,5.299999999999983,-3.8499999999999943,135.25,137.54,133.9,3.6399999999999864,-1.5999999999999943,230338,282298,176153,106145,-71762
2018-03-04,137.754,140.11,135.28,4.8300000000000125,3.3500000000000227,139.0,140.83,137.49,3.3400000000000034,3.3400000000000034,136.536,138.75,135.28,3.469999999999999,2.740000000000009,138.314,139.98,136.54,3.4399999999999977,3.1500000000000057,192154,275310,156507,118803,-11244
2018-03-11,139.738,140.51,139.0,1.509999999999991,-1.4399999999999977,140.678,141.28,139.74,1.539999999999992,-1.4799999999999898,138.25799999999998,139.51,137.51,2.0,-2.0,139.42600000000002,140.1,139.02,1.079999999999984,-0.5799999999999841,208086,377498,150623,226875,47042
2018-03-18,138.496,141.64,135.41,6.22999999999999,-3.5999999999999943,139.904,142.5,137.0,5.5,-4.3700000000000045,136.816,140.6,133.81,6.789999999999992,-4.909999999999997,137.868,141.89,133.95,7.939999999999998,-4.439999999999998,185009,217625,128502,89123,-64276
2018-03-25,135.815,137.81,134.39,3.420000000000016,-1.740000000000009,136.81,137.81,135.35,2.460000000000008,-1.3600000000000136,132.9825,134.01,131.53,2.4799999999999898,-2.4799999999999898,134.425,136.34,132.71,3.6299999999999955,-1.9399999999999977,195314,261360,158174,103186,-27607
2018-04-01,134.34,136.65,132.69,3.960000000000008,-0.960000000000008,136.062,136.84,135.28,1.5600000000000023,-0.37000000000000455,132.236,134.57,130.41,4.159999999999997,0.5900000000000034,134.268,136.51,131.38,5.1299999999999955,-3.089999999999975,323439,489425,180674,308751,168994
2018-04-08,136.014,137.49,134.31,3.180000000000007,3.180000000000007,137.782,139.57,136.74,2.829999999999984,2.3799999999999955,135.11,136.79,133.84,2.9499999999999886,2.609999999999985,136.852,139.5,135.22,4.280000000000001,3.490000000000009,243973,464025,147958,316067,-316067
2018-04-15,140.274,140.83,139.01,1.8200000000000216,-0.9900000000000091,141.55,141.96,141.25,0.710000000000008,0.2599999999999909,138.79,139.32,137.46,1.8599999999999852,-1.3199999999999932,140.192,141.52,137.91,3.6100000000000136,-2.710000000000008,220502,354579,114045,240534,75443
2018-04-22,134.11,138.66,131.31,7.349999999999994,-7.349999999999994,134.922,139.8,132.0,7.800000000000011,-7.800000000000011,131.238,133.32,128.55,4.769999999999982,-4.769999999999982,131.89600000000002,135.21,128.6,6.610000000000014,-6.610000000000014,177128,194911,157664,37247,10856
2018-04-29,128.03,129.91,126.95,2.9599999999999937,1.4300000000000068,129.564,131.79,128.46,3.329999999999984,3.3100000000000023,125.876,127.12,125.0,2.1200000000000045,-1.2000000000000028,128.636,131.06,127.25,3.8100000000000023,3.5700000000000074,197412,281268,146980,134288,-134288
2018-05-06,132.296,132.86,131.05,1.8100000000000023,1.6499999999999773,133.318,134.5,132.22,2.280000000000001,2.280000000000001,131.408,132.51,130.72,1.789999999999992,1.6399999999999864,132.432,133.29,131.72,1.5699999999999932,1.5699999999999932,171852,262355,100080,162275,162275
2018-05-13,133.816,135.98,132.22,3.759999999999991,3.759999999999991,135.542,139.73,132.7,7.030000000000001,7.030000000000001,133.118,135.97,129.82,6.150000000000006,6.150000000000006,135.00400000000002,139.62,132.21,7.409999999999997,7.409999999999997,220325,421636,104926,316710,221741
2018-05-20,128.5775,131.11,126.65,4.460000000000008,-2.730000000000018,130.135,134.11,128.41,5.700000000000017,-5.700000000000017,126.78,128.24,125.99,2.250000000000014,-1.440000000000012,128.115,129.25,127.0,2.25,-1.6899999999999977,569979,1318913,201735,1117178,-1117178
2018-05-27,127.538,128.5,126.81,1.6899999999999977,0.4099999999999966,128.58,129.23,128.0,1.2299999999999898,0.8799999999999955,126.21,126.7,125.33,1.3700000000000045,0.12999999999999545,127.49,129.16,125.63,3.530000000000001,1.6299999999999955,224440,308624,168470,140154,-124476
2018-06-03,131.37,133.28,129.5,3.780000000000001,3.780000000000001,132.608,134.37,131.5,2.8700000000000045,2.5500000000000114,130.558,131.37,129.5,1.8700000000000045,1.6599999999999966,131.846,132.92,130.87,2.049999999999983,1.4799999999999898,189183,295163,127635,167528,-167528
2018-06-10,130.754,132.34,129.72,2.6200000000000045,-2.3499999999999943,131.536,133.55,130.49,3.0600000000000023,-2.3600000000000136,129.124,130.67,128.18,2.4899999999999807,-1.6299999999999955,130.35999999999999,131.64,129.07,2.569999999999993,-0.6399999999999864,206197,374191,137582,236609,60251
2018-06-17,130.186,131.21,129.6,1.6100000000000136,0.45000000000001705,130.838,131.67,130.05,1.6199999999999761,-1.0600000000000023,128.98000000000002,129.65,127.94,1.710000000000008,-1.0500000000000114,130.1,130.54,129.49,1.049999999999983,-0.06999999999999318,297591,611571,135389,476182,427
2018-06-24,128.236,130.04,126.48,3.559999999999988,-2.8299999999999983,129.56,131.26,127.94,3.319999999999993,-2.4599999999999795,126.888,128.45,125.36,3.089999999999989,-2.299999999999983,127.87,128.55,126.26,2.2900000000000063,-0.13000000000002387,202307,239805,143482,96323,7919
2018-07-01,129.055,130.0,128.1,1.9000000000000057,1.3999999999999773,130.785,132.6,129.55,3.049999999999983,3.049999999999983,128.35,129.7,127.15,2.549999999999983,2.549999999999983,129.7575,132.36,127.38,4.980000000000018,4.980000000000018,202325,367707,106871,260836,77422
2018-07-08,131.468,132.93,130.51,2.420000000000016,-1.5300000000000011,131.998,133.31,131.05,2.259999999999991,-1.9099999999999966,129.792,131.11,128.26,2.8500000000000227,-2.670000000000016,130.67,131.95,128.94,3.009999999999991,-3.009999999999991,154866,164697,133743,30954,-3387
2018-07-15,130.342,130.9,129.09,1.8100000000000023,1.8100000000000023,131.636,132.8,130.28,2.5200000000000102,2.5200000000000102,129.31199999999998,130.07,128.67,1.4000000000000057,-0.29000000000002046,130.49,131.41,128.85,2.5600000000000023,-1.210000000000008,206231,395742,141576,254166,-6631
2018-07-22,131.046,133.33,129.5,3.8300000000000125,3.4099999999999966,133.074,134.31,131.53,2.780000000000001,2.5,130.112,132.03,128.03,4.0,2.759999999999991,131.326,133.0,129.57,3.430000000000007,2.0900000000000034,226073,365150,131789,233361,34666
2018-07-29,133.054,134.33,132.18,2.1500000000000057,0.7599999999999909,134.134,134.72,133.48,1.240000000000009,-1.2199999999999989,131.752,132.43,130.51,1.920000000000016,1.75,133.224,134.11,132.6,1.5100000000000193,-0.6700000000000159,149523,271682,86426,185256,-185256
2018-08-05,133.542,133.94,132.67,1.2700000000000102,0.03999999999999204,134.138,134.89,133.91,0.9799999999999898,-0.9799999999999898,132.236,133.72,131.22,2.5,-2.5,133.088,133.95,131.54,2.4099999999999966,-2.4099999999999966,130228,204229,80598,123631,64185
2018-08-12,133.832,135.41,132.44,2.969999999999999,2.509999999999991,135.108,136.6,133.02,3.579999999999984,1.25,132.908,134.57,129.69,4.8799999999999955,1.8799999999999955,134.364,135.33,132.89,2.440000000000026,0.7700000000000102,200539,478309,111999,366310,365941
