Date,IIVI_Open_average,IIVI_Open_max,IIVI_Open_min,IIVI_Open_volatility,IIVI_Open_change,IIVI_High_average,IIVI_High_max,IIVI_High_min,IIVI_High_volatility,IIVI_High_change,IIVI_Low_average,IIVI_Low_max,IIVI_Low_min,IIVI_Low_volatility,IIVI_Low_change,IIVI_Close_average,IIVI_Close_max,IIVI_Close_min,IIVI_Close_volatility,IIVI_Close_change,IIVI_Volume_average,IIVI_Volume_max,IIVI_Volume_min,IIVI_Volume_volatility,IIVI_Volume_change
2018-01-14,51.7625,52.55,50.75,1.7999999999999972,0.3499999999999943,52.495,53.08,51.8,1.2800000000000011,1.2800000000000011,50.925,51.9,49.95,1.9499999999999957,1.9499999999999957,51.7,52.95,50.35,2.6000000000000014,2.6000000000000014,663917,1127351,471404,655947,-8805
2018-01-21,47.800000000000004,51.2,45.1,6.100000000000001,-6.100000000000001,48.108,51.68,45.1,6.579999999999998,-6.579999999999998,45.85,47.9,44.35,3.549999999999997,-3.549999999999997,46.3,48.4,44.75,3.6499999999999986,-3.3999999999999986,1117501,1858315,630155,1228160,-1228160
2018-01-28,43.79,45.05,42.0,3.049999999999997,-2.950000000000003,44.19,45.05,42.2,2.8499999999999943,-2.75,42.26,43.85,39.0,4.850000000000001,-4.850000000000001,43.37,44.5,41.83,2.6700000000000017,-2.3700000000000045,1238039,2562905,550378,2012527,1985032
2018-02-04,39.31,41.05,36.9,4.149999999999999,-2.1499999999999986,40.5,41.55,38.9,2.6499999999999986,-2.6499999999999986,37.518,39.2,36.79,2.4100000000000037,-0.21000000000000085,38.816,40.35,37.73,2.6200000000000045,0.37000000000000455,1527391,1910554,1231281,679273,-628781
2018-02-11,38.25,39.7,37.35,2.3500000000000014,0.25,39.06,40.15,37.7,2.4499999999999957,0.5499999999999972,37.46,38.25,36.6,1.6499999999999986,1.1000000000000014,38.23,39.45,37.15,2.3000000000000043,0.7999999999999972,940655,1199472,713688,485784,-291070
2018-02-18,38.1625,38.75,37.7,1.0499999999999972,-0.5499999999999972,38.975,39.65,38.3,1.3500000000000014,-1.1999999999999957,37.6625,38.15,37.25,0.8999999999999986,-0.8999999999999986,38.075,38.65,37.5,1.1499999999999986,-0.3500000000000014,709327,950316,484634,465682,-309612
2018-02-25,38.49,38.75,38.2,0.5499999999999972,-0.19999999999999574,38.956,39.28,38.5,0.7800000000000011,-0.3999999999999986,37.95,38.2,37.65,0.5500000000000043,-0.5,38.46,38.7,38.1,0.6000000000000014,-0.44999999999999574,571304,873760,349655,524105,524105
2018-03-04,38.54,39.5,37.6,1.8999999999999986,1.5,39.532,42.23,38.25,3.979999999999997,3.979999999999997,38.21,39.4,37.5,1.8999999999999986,1.8500000000000014,39.07,41.65,37.55,4.100000000000001,4.100000000000001,837519,1422675,462746,959929,845734
2018-03-11,43.410000000000004,45.45,41.8,3.6500000000000057,3.25,44.46,46.95,42.2,4.75,3.049999999999997,42.626,45.1,40.8,4.300000000000004,3.3000000000000043,43.57,45.3,41.7,3.5999999999999943,2.5999999999999943,1584015,2077763,1053804,1023959,565785
2018-03-18,45.49,46.6,44.5,2.1000000000000014,0.29999999999999716,46.406,48.7,44.85,3.8500000000000014,-0.44999999999999574,44.458,46.15,42.9,3.25,-0.3999999999999986,45.11,46.85,43.0,3.8500000000000014,-2.200000000000003,1097398,1809795,788649,1021146,-347905
2018-03-25,42.575,44.15,39.95,4.199999999999996,-3.9499999999999957,43.05,44.3,41.5,2.799999999999997,-2.6000000000000014,40.9975,42.52,39.27,3.25,-2.799999999999997,41.6125,43.4,39.5,3.8999999999999986,-2.5,927524,1294818,647587,647231,647231
2018-04-01,41.0,41.65,39.6,2.049999999999997,0.19999999999999574,41.854,42.75,40.9,1.8500000000000014,0.45000000000000284,40.19,41.65,39.05,2.6000000000000014,0.8000000000000043,41.07,42.1,40.4,1.7000000000000028,0.3999999999999986,754012,921123,542493,378630,-333558
2018-04-08,42.78,44.2,41.3,2.9000000000000057,2.6000000000000014,43.918,44.88,41.96,2.9200000000000017,2.539999999999999,42.298,43.4,40.7,2.6999999999999957,2.549999999999997,43.17,44.35,40.8,3.5500000000000043,2.9000000000000057,649951,786132,429457,356675,-159013
2018-04-15,42.86,43.5,41.9,1.6000000000000014,-1.6000000000000014,43.36,43.65,42.55,1.1000000000000014,-0.9500000000000028,41.968,42.55,41.38,1.1699999999999946,-0.46999999999999886,42.45,43.6,41.55,2.0500000000000043,-0.3500000000000014,590206,774353,471702,302651,-245634
2018-04-22,40.3,41.85,38.8,3.0500000000000043,-2.0500000000000043,41.016,42.73,40.05,2.6799999999999997,-2.529999999999994,39.074,40.25,38.27,1.9799999999999969,-1.3500000000000014,39.51,40.5,38.4,2.1000000000000014,-1.5,724071,1075951,525160,550791,490255
2018-04-29,40.57,42.6,38.05,4.550000000000004,3.3999999999999986,42.756,45.3,39.23,6.07,4.57,40.19,42.2,38.05,4.150000000000006,4.100000000000001,41.69,43.15,38.1,5.049999999999997,5.049999999999997,1155379,1788368,640206,1148162,-490644
