Date,PowerShares Dynamic Leisure & EntertainmentEtf_Open_average,PowerShares Dynamic Leisure & EntertainmentEtf_Open_max,PowerShares Dynamic Leisure & EntertainmentEtf_Open_min,PowerShares Dynamic Leisure & EntertainmentEtf_Open_volatility,PowerShares Dynamic Leisure & EntertainmentEtf_Open_change,PowerShares Dynamic Leisure & EntertainmentEtf_High_average,PowerShares Dynamic Leisure & EntertainmentEtf_High_max,PowerShares Dynamic Leisure & EntertainmentEtf_High_min,PowerShares Dynamic Leisure & EntertainmentEtf_High_volatility,PowerShares Dynamic Leisure & EntertainmentEtf_High_change,PowerShares Dynamic Leisure & EntertainmentEtf_Low_average,PowerShares Dynamic Leisure & EntertainmentEtf_Low_max,PowerShares Dynamic Leisure & EntertainmentEtf_Low_min,PowerShares Dynamic Leisure & EntertainmentEtf_Low_volatility,PowerShares Dynamic Leisure & EntertainmentEtf_Low_change,PowerShares Dynamic Leisure & EntertainmentEtf_Close_average,PowerShares Dynamic Leisure & EntertainmentEtf_Close_max,PowerShares Dynamic Leisure & EntertainmentEtf_Close_min,PowerShares Dynamic Leisure & EntertainmentEtf_Close_volatility,PowerShares Dynamic Leisure & EntertainmentEtf_Close_change
2018-03-25,44.12,44.12,44.12,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2018-04-01,44.33,44.33,44.33,0.0,0.0,44.75,44.75,44.75,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2018-04-08,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2018-04-15,45.68,45.68,45.68,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-04-22,45.23,45.23,45.23,0.0,0.0,45.34,45.34,45.34,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2018-04-29,44.53,44.53,44.53,0.0,0.0,45.36,45.36,45.36,0.0,0.0,44.53,44.53,44.53,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2018-05-06,45.75,45.75,45.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2018-05-13,46.22,46.22,46.22,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.23,46.23,46.23,0.0,0.0
2018-05-20,46.39,46.39,46.39,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2018-05-27,46.6,46.6,46.6,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2018-06-03,46.98,46.98,46.98,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-06-10,47.52,47.52,47.52,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2018-06-17,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2018-06-24,46.85,46.85,46.85,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2018-07-01,46.66,46.66,46.66,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.66,46.66,46.66,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-07-08,47.51,47.51,47.51,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2018-07-15,48.25,48.25,48.25,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-07-22,48.46,48.46,48.46,0.0,0.0,48.46,48.46,48.46,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2018-07-29,46.42,46.42,46.42,0.0,0.0,46.42,46.42,46.42,0.0,0.0,45.98,45.98,45.98,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2018-08-05,45.75,45.75,45.75,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2018-08-12,45.49,45.49,45.49,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2018-08-19,46.43,46.43,46.43,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2018-08-26,46.83,46.83,46.83,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2018-09-02,45.68,45.68,45.68,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.68,45.68,45.68,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2018-09-09,46.22,46.22,46.22,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.31,46.31,46.31,0.0,0.0
2018-09-16,47.02,47.02,47.02,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2018-09-23,47.09,47.09,47.09,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-09-30,45.47,45.47,45.47,0.0,0.0,45.64,45.64,45.64,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2018-10-07,43.54,43.54,43.54,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2018-10-14,44.12,44.12,44.12,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2018-10-21,40.41,40.41,40.41,0.0,0.0,41.4,41.4,41.4,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2018-10-28,42.84,42.84,42.84,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2018-11-04,43.46,43.46,43.46,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2018-11-11,42.64,42.64,42.64,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2018-11-18,41.88,41.88,41.88,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2018-11-25,43.59,43.59,43.59,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2018-12-02,42.75,42.75,42.75,0.0,0.0,42.83,42.83,42.83,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2018-12-09,41.83,41.83,41.83,0.0,0.0,42.48,42.48,42.48,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2018-12-16,40.16,40.16,40.16,0.0,0.0,40.2,40.2,40.2,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2018-12-23,39.49,39.49,39.49,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2018-12-30,39.96,39.96,39.96,0.0,0.0,40.86,40.86,40.86,0.0,0.0,39.96,39.96,39.96,0.0,0.0,40.64,40.64,40.64,0.0,0.0
2019-01-06,41.92,41.92,41.92,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2019-01-13,42.36,42.36,42.36,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2019-01-20,42.41,42.41,42.41,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2019-01-27,42.3,42.3,42.3,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2019-02-03,42.35,42.35,42.35,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2019-02-10,43.21,43.21,43.21,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2019-02-17,43.34,43.34,43.34,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2019-02-24,43.13,43.13,43.13,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-03-03,41.99,41.99,41.99,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.9,41.9,41.9,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2019-03-10,42.68,42.68,42.68,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-03-17,42.32,42.32,42.32,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-03-24,42.87,42.87,42.87,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2019-03-31,43.64,43.64,43.64,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2019-04-07,44.55,44.55,44.55,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2019-04-14,44.68,44.68,44.68,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2019-04-21,44.47,44.47,44.47,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-04-28,44.37,44.37,44.37,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-05-05,43.5,43.5,43.5,0.0,0.0,43.86,43.86,43.86,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2019-05-12,43.44,43.44,43.44,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.21,43.21,43.21,0.0,0.0
2019-05-19,42.38,42.38,42.38,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2019-05-26,41.37,41.37,41.37,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2019-06-02,43.1,43.1,43.1,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2019-06-09,43.23,43.23,43.23,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.33,43.33,43.33,0.0,0.0
2019-06-16,43.63,43.63,43.63,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2019-06-23,42.86,42.86,42.86,0.0,0.0,43.4,43.4,43.4,0.0,0.0,42.86,42.86,42.86,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2019-06-30,43.95,43.95,43.95,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2019-07-07,44.21,44.21,44.21,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2019-07-14,44.3,44.3,44.3,0.0,0.0,44.3,44.3,44.3,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2019-07-21,44.42,44.42,44.42,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.42,44.42,44.42,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2019-07-28,44.14,44.14,44.14,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.73,43.73,43.73,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-08-04,44.24,44.24,44.24,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2019-08-11,42.91,42.91,42.91,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2019-08-18,42.83,42.83,42.83,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2019-08-25,43.18,43.18,43.18,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-09-01,43.68,43.68,43.68,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2019-09-08,43.91,43.91,43.91,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2019-09-15,43.37,43.37,43.37,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-09-22,42.76,42.76,42.76,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.29,42.29,42.29,0.0,0.0
2019-09-29,41.96,41.96,41.96,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.86,41.86,41.86,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-10-06,41.83,41.83,41.83,0.0,0.0,42.39,42.39,42.39,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2019-10-13,42.31,42.31,42.31,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2019-10-20,42.58,42.58,42.58,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2019-10-27,42.2,42.2,42.2,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-11-03,42.91,42.91,42.91,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2019-11-10,42.75,42.75,42.75,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2019-11-17,42.78,42.78,42.78,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2019-11-24,43.66,43.66,43.66,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-12-01,43.93,43.93,43.93,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2019-12-08,44.12,44.12,44.12,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2019-12-15,45.0,45.0,45.0,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2019-12-22,45.59,45.59,45.59,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2019-12-29,45.05,45.05,45.05,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.04,45.04,45.04,0.0,0.0
