Date,LEDS_stock_Open_average,LEDS_stock_Open_max,LEDS_stock_Open_min,LEDS_stock_Open_volatility,LEDS_stock_Open_change,LEDS_stock_High_average,LEDS_stock_High_max,LEDS_stock_High_min,LEDS_stock_High_volatility,LEDS_stock_High_change,LEDS_stock_Low_average,LEDS_stock_Low_max,LEDS_stock_Low_min,LEDS_stock_Low_volatility,LEDS_stock_Low_change,LEDS_stock_Close_average,LEDS_stock_Close_max,LEDS_stock_Close_min,LEDS_stock_Close_volatility,LEDS_stock_Close_change,LEDS_stock_Volume_average,LEDS_stock_Volume_max,LEDS_stock_Volume_min,LEDS_stock_Volume_volatility,LEDS_stock_Volume_change
2018-01-14,4.705,5.45,4.34,1.1100000000000003,1.08,5.126,5.94,4.4639999999999995,1.4760000000000009,0.9860000000000007,4.31875,4.615,4.1,0.5150000000000006,0.5150000000000006,4.66125,5.1,4.11,0.9899999999999993,0.6749999999999998,736193,2301417,197494,2103923,19105
2018-01-21,4.676,4.8,4.55,0.25,-0.25,4.896,5.15,4.68,0.47000000000000064,-0.1200000000000001,4.4959999999999996,4.6,4.4,0.1999999999999993,0.04999999999999982,4.6160000000000005,4.73,4.53,0.20000000000000018,-0.08000000000000007,150450,265786,48829,216957,-49330
2018-01-28,4.2860000000000005,4.65,4.09,0.5600000000000005,-0.5600000000000005,4.574,4.9,4.35,0.5500000000000007,0.25,4.076,4.32,3.91,0.41000000000000014,-0.41000000000000014,4.184,4.38,4.05,0.33000000000000007,-0.07000000000000028,207115,640634,39517,601117,601117
2018-02-04,4.146,4.31,3.92,0.3899999999999997,-0.3899999999999997,4.2752,4.49,4.107,0.383,-0.29100000000000037,3.964,4.1,3.66,0.4399999999999995,-0.4399999999999995,4.0262,4.17,3.761,0.4089999999999998,-0.4089999999999998,53707,74672,32135,42537,-2892
2018-02-11,4.086,4.36,3.78,0.5800000000000005,0.4100000000000006,4.3436,4.8,3.89,0.9099999999999997,0.3999999999999999,3.9718,4.13,3.76,0.3700000000000001,0.26900000000000013,4.146,4.27,3.87,0.39999999999999947,0.2599999999999998,50964,159472,19092,140380,9474
2018-02-18,4.275,4.4,4.13,0.27000000000000046,0.04999999999999982,4.3725000000000005,4.5,4.2,0.2999999999999998,0.2999999999999998,4.1555,4.23,4.062,0.16800000000000015,0.11799999999999944,4.2575,4.35,4.16,0.1899999999999995,0.1200000000000001,39127,92590,16027,76563,71555
2018-02-25,4.2780000000000005,4.41,4.14,0.27000000000000046,-0.1200000000000001,4.4108,4.5,4.296,0.20399999999999974,-0.07200000000000006,4.1244,4.21,4.05,0.16000000000000014,-0.1479999999999997,4.252,4.42,4.15,0.2699999999999996,-0.15000000000000036,39916,72626,14483,58143,-41457
2018-03-04,4.38,4.57,4.26,0.3100000000000005,-0.040000000000000036,4.4808,4.57,4.36,0.20999999999999996,0.04999999999999982,4.273,4.38,4.13,0.25,0.0600000000000005,4.346,4.54,4.15,0.3899999999999997,0.0699999999999994,43941,88085,21717,66368,5627
2018-03-11,4.287,4.35,4.17,0.17999999999999972,0.17499999999999982,4.5569999999999995,4.93,4.405,0.5249999999999995,0.11499999999999932,4.2184,4.32,4.152,0.16800000000000015,0.15000000000000036,4.304,4.33,4.26,0.07000000000000028,0.0,115344,282874,30032,252842,28942
2018-03-18,4.3084,4.442,4.25,0.19200000000000017,-0.04999999999999982,4.3724,4.442,4.26,0.18200000000000038,-0.07000000000000028,4.17,4.23,4.05,0.1800000000000006,-0.14000000000000057,4.216,4.3,4.06,0.2400000000000002,-0.1900000000000004,42893,70738,17560,53178,5044
