Date,ATRCStock_Open_average,ATRCStock_Open_max,ATRCStock_Open_min,ATRCStock_Open_volatility,ATRCStock_Open_change,ATRCStock_High_average,ATRCStock_High_max,ATRCStock_High_min,ATRCStock_High_volatility,ATRCStock_High_change,ATRCStock_Low_average,ATRCStock_Low_max,ATRCStock_Low_min,ATRCStock_Low_volatility,ATRCStock_Low_change,ATRCStock_Close_average,ATRCStock_Close_max,ATRCStock_Close_min,ATRCStock_Close_volatility,ATRCStock_Close_change,ATRCStock_Volume_average,ATRCStock_Volume_max,ATRCStock_Volume_min,ATRCStock_Volume_volatility,ATRCStock_Volume_change
2018-01-14,17.7375,17.93,17.58,0.3500000000000014,-0.3500000000000014,17.9525,18.16,17.83,0.33000000000000185,-0.33000000000000185,17.525,17.68,17.43,0.25,-0.23999999999999844,17.6525,17.71,17.59,0.120000000000001,-0.10999999999999943,140493,179801,110877,68924,13048
2018-01-21,17.656,17.93,17.13,0.8000000000000007,-0.5100000000000016,17.864,18.19,17.31,0.8800000000000026,-0.8800000000000026,17.28,17.69,16.61,1.0800000000000018,-0.9299999999999997,17.528,17.94,17.11,0.8300000000000018,-0.8300000000000018,184093,325087,103304,221783,111224
2018-01-28,16.622,17.08,16.21,0.8699999999999974,-0.6799999999999997,16.84,17.14,16.46,0.6799999999999997,-0.6799999999999997,16.222,16.5,16.04,0.46000000000000085,-0.3099999999999987,16.516,16.89,16.25,0.6400000000000006,-0.379999999999999,130864,159269,93438,65831,21800
2018-02-04,15.682,16.17,15.19,0.9800000000000022,-0.9800000000000022,16.036,16.33,15.47,0.8599999999999977,-0.8599999999999977,15.182,15.68,14.88,0.7999999999999989,-0.3699999999999992,15.526,15.87,15.05,0.8199999999999985,-0.27999999999999936,207694,262482,168175,94307,80930
2018-02-11,16.126,17.39,15.37,2.0200000000000014,2.0200000000000014,16.748,17.62,15.82,1.8000000000000007,1.620000000000001,15.898,16.83,15.14,1.6899999999999977,1.6899999999999977,16.436,17.22,15.52,1.6999999999999993,1.4400000000000013,289006,480134,165261,314873,-314873
2018-02-18,17.369999999999997,18.33,16.9,1.4299999999999997,1.4299999999999997,17.825,18.43,17.05,1.379999999999999,1.379999999999999,17.155,17.59,16.81,0.7800000000000011,0.7800000000000011,17.5775,18.18,16.91,1.2699999999999996,1.0899999999999999,187187,267903,134621,133282,7570
2018-02-25,18.162,18.99,17.67,1.3199999999999967,-0.41000000000000014,18.88,19.79,17.92,1.8699999999999974,0.19000000000000128,17.695999999999998,18.13,17.36,0.7699999999999996,-0.21999999999999886,18.206,18.99,17.67,1.3199999999999967,0.019999999999999574,455197,1006756,163098,843658,236064
2018-03-04,18.888,19.5,18.23,1.2699999999999996,0.9699999999999989,19.422,20.08,18.86,1.2199999999999989,1.2199999999999989,18.64,19.31,17.84,1.4699999999999989,1.4699999999999989,19.122,19.65,18.26,1.389999999999997,1.389999999999997,226687,312846,127157,185689,-76776
2018-03-11,20.131999999999998,20.4,19.65,0.75,0.75,20.448,21.21,20.2,1.0100000000000016,1.0100000000000016,19.826,20.18,19.36,0.8200000000000003,0.8200000000000003,20.328,21.03,19.99,1.0400000000000027,0.9100000000000001,212311,383887,110494,273393,187370
2018-03-18,20.072,20.92,19.75,1.1700000000000017,-1.1700000000000017,20.278,20.92,19.98,0.9400000000000013,-0.8100000000000023,19.644,19.73,19.57,0.16000000000000014,0.120000000000001,19.904,20.07,19.77,0.3000000000000007,0.21000000000000085,134086,175268,106951,68317,19544
2018-03-25,20.1525,20.32,20.01,0.3099999999999987,-0.1700000000000017,20.45,20.8,20.21,0.5899999999999999,0.4400000000000013,19.775,19.88,19.56,0.3200000000000003,0.0,20.1575,20.52,20.0,0.5199999999999996,0.5199999999999996,185276,237001,109256,127745,-127745
2018-04-01,20.212,20.54,19.91,0.629999999999999,-0.5299999999999976,20.47,20.64,20.38,0.26000000000000156,-0.26000000000000156,19.656,19.93,19.39,0.5399999999999991,0.23999999999999844,20.098,20.3,19.93,0.370000000000001,-0.1700000000000017,333138,792186,121752,670434,-598275
2018-04-08,20.152,20.98,19.58,1.4000000000000021,0.9400000000000013,20.451999999999998,21.02,19.96,1.0599999999999987,0.9800000000000004,19.814,20.49,19.21,1.2799999999999976,0.9100000000000001,20.274,21.01,19.65,1.360000000000003,1.360000000000003,223863,529922,122703,407219,-20300
2018-04-15,21.366,21.58,21.14,0.4399999999999977,0.18999999999999773,21.536,21.75,21.25,0.5,0.28999999999999915,21.086,21.35,20.64,0.7100000000000009,0.48999999999999844,21.338,21.53,21.09,0.4400000000000013,0.120000000000001,118208,184478,93213,91265,-91265
2018-04-22,20.78,21.28,20.45,0.8300000000000018,-0.28000000000000114,21.388,23.69,20.53,3.16,2.41,20.218,20.75,19.76,0.9899999999999984,0.3200000000000003,20.89,22.38,20.44,1.9399999999999977,1.8099999999999987,187146,506610,57423,449187,427488
2018-04-29,22.128,22.36,21.98,0.379999999999999,-0.1999999999999993,22.506,23.01,22.27,0.740000000000002,0.6000000000000014,21.605999999999998,22.04,20.63,1.4100000000000001,0.2700000000000031,22.312,22.88,22.04,0.8399999999999999,0.6499999999999986,178450,249589,88045,161544,4157
2018-05-06,23.056,23.54,22.88,0.6600000000000001,0.6600000000000001,23.304,23.83,22.99,0.8399999999999999,0.759999999999998,22.748,23.17,22.45,0.7200000000000024,0.6700000000000017,23.222,23.74,22.87,0.8699999999999974,0.7899999999999991,110583,161978,82560,79418,-51895
2018-05-13,23.676,24.0,23.34,0.6600000000000001,0.25,24.028,24.25,23.87,0.379999999999999,0.379999999999999,23.342,23.78,22.92,0.8599999999999994,0.490000000000002,23.76,24.08,23.37,0.7099999999999973,0.639999999999997,187202,262215,145922,116293,-20598
2018-05-20,23.996,24.15,23.84,0.3099999999999987,-0.3099999999999987,24.27,24.38,24.15,0.23000000000000043,-0.030000000000001137,23.662,23.81,23.56,0.25,0.0,24.008,24.16,23.83,0.33000000000000185,0.10000000000000142,87359,118364,63200,55164,-55164
2018-05-27,24.1825,24.62,23.84,0.7800000000000011,-0.07000000000000028,24.58,24.97,24.29,0.6799999999999997,-0.010000000000001563,23.8025,24.13,23.63,0.5,-0.1700000000000017,24.185,24.54,23.71,0.8299999999999983,-0.05000000000000071,116467,141693,96836,44857,9465
2018-06-03,24.586,25.0,24.29,0.7100000000000009,0.05000000000000071,24.86,25.16,24.49,0.6700000000000017,-0.14000000000000057,24.184,24.57,23.91,0.6600000000000001,0.25,24.588,25.0,24.24,0.7600000000000016,-0.20000000000000284,113720,163955,60259,103696,-96538
2018-06-10,24.69,25.42,24.22,1.2000000000000028,1.2000000000000028,25.26,27.22,24.37,2.849999999999998,2.849999999999998,24.276,25.36,23.91,1.4499999999999993,1.2300000000000004,25.16,26.99,24.26,2.729999999999997,2.729999999999997,257291,915124,81394,833730,831630
