Date,JAKK_Open_average,JAKK_Open_max,JAKK_Open_min,JAKK_Open_volatility,JAKK_Open_change,JAKK_High_average,JAKK_High_max,JAKK_High_min,JAKK_High_volatility,JAKK_High_change,JAKK_Low_average,JAKK_Low_max,JAKK_Low_min,JAKK_Low_volatility,JAKK_Low_change,JAKK_Close_average,JAKK_Close_max,JAKK_Close_min,JAKK_Close_volatility,JAKK_Close_change,JAKK_Volume_average,JAKK_Volume_max,JAKK_Volume_min,JAKK_Volume_volatility,JAKK_Volume_change
2018-01-14,2.46,2.55,2.35,0.19999999999999973,-0.19999999999999973,2.52,2.55,2.45,0.09999999999999964,0.0,2.38,2.45,2.3,0.15000000000000036,-0.04999999999999982,2.45,2.5,2.35,0.1499999999999999,0.04999999999999982,118117,191517,40468,151049,-69129
2018-01-21,2.62,2.9,2.5,0.3999999999999999,0.10000000000000009,2.7399999999999998,3.05,2.65,0.3999999999999999,0.050000000000000266,2.516,2.55,2.48,0.06999999999999984,0.06999999999999984,2.596,2.65,2.5,0.1499999999999999,0.06999999999999984,714951,2646541,94297,2552244,-102814
2018-01-28,2.56,2.65,2.5,0.1499999999999999,-0.1499999999999999,2.616,2.68,2.6,0.08000000000000007,-0.08000000000000007,2.5,2.55,2.45,0.09999999999999964,-0.09999999999999964,2.53,2.55,2.45,0.09999999999999964,-0.09999999999999964,104770,153163,65952,87211,28243
2018-02-04,2.44,2.5,2.4,0.10000000000000009,-0.050000000000000266,2.48,2.55,2.4,0.1499999999999999,-0.1499999999999999,2.34,2.45,2.25,0.20000000000000018,-0.10000000000000009,2.402,2.48,2.3,0.18000000000000016,-0.18000000000000016,121716,284231,55619,228612,-26205
2018-02-11,2.3875,2.5,2.3,0.20000000000000018,0.20000000000000018,2.4625,2.55,2.35,0.19999999999999973,0.1499999999999999,2.3375,2.4,2.25,0.1499999999999999,0.1499999999999999,2.4125,2.5,2.3,0.20000000000000018,0.10000000000000009,49192,68317,38966,29351,-4761
2018-02-18,2.3,2.4,2.15,0.25,-0.25,2.346,2.5,2.2,0.2999999999999998,-0.25,2.21,2.35,2.1,0.25,-0.25,2.26,2.4,2.15,0.25,-0.25,125283,205020,62924,142096,22119
2018-02-25,2.24,2.4,2.15,0.25,0.25,2.33,2.45,2.25,0.20000000000000018,0.1499999999999999,2.1999999999999997,2.3,2.15,0.1499999999999999,0.1499999999999999,2.31,2.45,2.2,0.25,0.10000000000000009,56097,72038,27629,44409,34780
2018-03-04,2.35,2.4,2.3,0.10000000000000009,0.050000000000000266,2.4,2.45,2.35,0.10000000000000009,0.0,2.27,2.35,2.2,0.1499999999999999,-0.09999999999999964,2.33,2.4,2.25,0.1499999999999999,-0.04999999999999982,71568,159267,33272,125995,32372
2018-03-11,2.23,2.4,2.1,0.2999999999999998,-0.04999999999999982,2.2960000000000003,2.48,2.2,0.2799999999999998,-0.2799999999999998,2.14,2.25,2.1,0.1499999999999999,-0.1499999999999999,2.23,2.4,2.15,0.25,-0.19999999999999973,260674,355594,167592,188002,-74187
2018-03-18,2.09,2.2,2.0,0.20000000000000018,-0.050000000000000266,2.16,2.35,2.05,0.30000000000000027,0.1499999999999999,2.004,2.12,1.95,0.17000000000000015,0.1200000000000001,2.06,2.15,2.0,0.1499999999999999,0.10000000000000009,248961,467988,132120,335868,211072
