Date,FRD_Open_average,FRD_Open_max,FRD_Open_min,FRD_Open_volatility,FRD_Open_change,FRD_High_average,FRD_High_max,FRD_High_min,FRD_High_volatility,FRD_High_change,FRD_Low_average,FRD_Low_max,FRD_Low_min,FRD_Low_volatility,FRD_Low_change,FRD_Close_average,FRD_Close_max,FRD_Close_min,FRD_Close_volatility,FRD_Close_change,FRD_Volume_average,FRD_Volume_max,FRD_Volume_min,FRD_Volume_volatility,FRD_Volume_change
2018-01-14,5.46,5.51,5.42,0.08999999999999986,-0.08000000000000007,5.482,5.55,5.44,0.10999999999999943,-0.08999999999999986,5.446,5.5,5.4,0.09999999999999964,-0.05999999999999961,5.48,5.55,5.44,0.10999999999999943,-0.08999999999999986,1776,3511,200,3311,-1572
2018-01-21,5.51,5.63,5.41,0.21999999999999975,0.040000000000000036,5.57,5.63,5.5,0.1299999999999999,-0.040000000000000036,5.476,5.56,5.41,0.14999999999999947,0.019999999999999574,5.536,5.58,5.5,0.08000000000000007,-0.040000000000000036,1507,5029,220,4809,-4303
2018-01-28,5.454,5.51,5.39,0.1200000000000001,-0.07000000000000028,5.494,5.52,5.44,0.07999999999999918,-0.04999999999999982,5.342,5.41,5.24,0.16999999999999993,-0.1299999999999999,5.432,5.51,5.38,0.1299999999999999,-0.08000000000000007,3483,6990,1109,5881,2462
2018-02-04,5.426,5.49,5.26,0.23000000000000043,0.1900000000000004,5.506,5.55,5.46,0.08999999999999986,0.03000000000000025,5.388,5.48,5.26,0.22000000000000064,0.1900000000000004,5.4959999999999996,5.55,5.45,0.09999999999999964,0.03000000000000025,968,1983,25,1958,-1958
2018-02-11,5.625,5.75,5.51,0.2400000000000002,0.2400000000000002,5.78,6.08,5.57,0.5099999999999998,0.5099999999999998,5.5875,5.66,5.51,0.15000000000000036,0.15000000000000036,5.755,6.08,5.57,0.5099999999999998,0.5099999999999998,3486,8898,502,8396,8396
2018-02-18,5.894,6.13,5.75,0.3799999999999999,-0.2599999999999998,6.029999999999999,6.13,5.93,0.20000000000000018,-0.03000000000000025,5.756,5.86,5.61,0.25,-0.08999999999999986,5.828,6.02,5.61,0.40999999999999925,-0.08999999999999986,1796,4500,451,4049,2709
2018-02-25,6.192,6.79,5.67,1.12,1.12,6.43,6.79,6.12,0.6699999999999999,0.6699999999999999,6.036,6.22,5.67,0.5499999999999998,0.5499999999999998,6.288,6.79,6.06,0.7300000000000004,0.1299999999999999,3627,9517,712,8805,2085
2018-03-04,6.304,6.48,6.22,0.2600000000000007,-0.02999999999999936,6.36,6.48,6.25,0.23000000000000043,-0.02999999999999936,6.096,6.18,6.02,0.16000000000000014,0.07000000000000028,6.202,6.48,6.02,0.46000000000000085,0.11000000000000032,4038,10479,1240,9239,-1479
2018-03-11,6.298,6.54,6.18,0.3600000000000003,0.3600000000000003,6.45,6.65,6.25,0.40000000000000036,0.29000000000000004,6.188,6.3,5.99,0.3099999999999996,0.040000000000000036,6.388,6.54,6.23,0.3099999999999996,0.17999999999999972,3242,6090,208,5882,1412
2018-03-18,6.398,6.55,6.27,0.28000000000000025,0.10999999999999943,6.444,6.55,6.37,0.17999999999999972,0.0699999999999994,6.204,6.27,5.98,0.28999999999999915,-0.27999999999999936,6.29,6.43,5.98,0.4499999999999993,-0.41999999999999993,1866,3618,901,2717,1860
2018-03-25,5.9375,5.99,5.87,0.1200000000000001,-0.07000000000000028,6.0175,6.1,5.97,0.1299999999999999,-0.03000000000000025,5.835,5.89,5.76,0.1299999999999999,-0.0699999999999994,5.8675,5.96,5.82,0.13999999999999968,-0.13999999999999968,2557,3917,1750,2167,2167
2018-04-01,5.804,5.86,5.75,0.11000000000000032,-0.11000000000000032,5.876,5.92,5.85,0.07000000000000028,0.05999999999999961,5.6899999999999995,5.8,5.55,0.25,-0.2400000000000002,5.771999999999999,5.85,5.56,0.29000000000000004,-0.2400000000000002,4217,6194,1657,4537,4537
2018-04-08,5.824,6.04,5.62,0.41999999999999993,0.28000000000000025,5.95,6.08,5.82,0.2599999999999998,0.08999999999999986,5.76,5.9,5.62,0.28000000000000025,0.17999999999999972,5.886,6.08,5.72,0.3600000000000003,0.08999999999999986,1260,2245,219,2026,-693
2018-04-15,6.136,6.25,5.95,0.2999999999999998,0.2999999999999998,6.178,6.25,6.05,0.20000000000000018,0.20000000000000018,6.046,6.15,5.95,0.20000000000000018,0.1200000000000001,6.152,6.23,6.05,0.1800000000000006,0.10000000000000053,1068,2339,201,2138,1941
2018-04-22,6.05,6.15,5.96,0.1900000000000004,-0.11000000000000032,6.11,6.15,6.07,0.08000000000000007,0.0,6.014,6.09,5.96,0.1299999999999999,-0.08000000000000007,6.072,6.15,6.02,0.13000000000000078,0.0600000000000005,1888,6858,209,6649,6649
2018-04-29,6.132,6.2,6.06,0.14000000000000057,0.08999999999999986,6.23,6.5,6.08,0.41999999999999993,0.020000000000000462,6.074,6.2,5.96,0.2400000000000002,0.2400000000000002,6.192,6.36,6.08,0.28000000000000025,0.020000000000000462,894,3377,141,3236,-418
2018-05-06,6.2,6.3,6.06,0.2400000000000002,-0.1200000000000001,6.268,6.3,6.18,0.1200000000000001,-0.009999999999999787,6.1739999999999995,6.28,6.06,0.22000000000000064,-0.040000000000000036,6.242,6.29,6.13,0.16000000000000014,0.07000000000000028,452,1001,123,878,801
2018-05-13,6.16,6.29,6.04,0.25,-0.25,6.2,6.29,6.12,0.16999999999999993,-0.16999999999999993,6.09,6.13,6.04,0.08999999999999986,-0.05999999999999961,6.182,6.28,6.12,0.16000000000000014,-0.16000000000000014,573,1341,5,1336,-817
2018-05-20,6.0625,6.16,5.98,0.17999999999999972,-0.07999999999999918,6.092499999999999,6.16,6.05,0.11000000000000032,-0.040000000000000036,6.0275,6.06,5.98,0.07999999999999918,-0.07999999999999918,6.07,6.11,6.01,0.10000000000000053,-0.040000000000000036,562,1030,278,752,735
2018-05-27,6.13,6.35,6.02,0.33000000000000007,0.3099999999999996,6.258,6.5,6.04,0.45999999999999996,0.3099999999999996,6.06,6.22,5.97,0.25,0.1299999999999999,6.108,6.3,5.97,0.33000000000000007,0.1299999999999999,2455,9602,171,9431,30
2018-06-03,6.436,6.61,6.16,0.4500000000000002,0.2999999999999998,6.5120000000000005,6.65,6.39,0.2600000000000007,0.07000000000000028,6.36,6.5,6.16,0.33999999999999986,0.2699999999999996,6.4239999999999995,6.59,6.31,0.28000000000000025,0.040000000000000036,5178,20048,720,19328,1739
2018-06-10,6.418,6.47,6.21,0.2599999999999998,0.0,6.47,6.47,6.47,0.0,0.0,6.324,6.45,6.15,0.2999999999999998,-0.040000000000000036,6.388,6.47,6.18,0.29000000000000004,-0.040000000000000036,2339,7119,307,6812,541
2018-06-17,6.472,6.65,6.33,0.3200000000000003,0.20000000000000018,6.5360000000000005,6.65,6.45,0.20000000000000018,0.20000000000000018,6.296,6.46,6.2,0.2599999999999998,0.0,6.386,6.65,6.21,0.4400000000000004,0.0,1495,4207,319,3888,-1113
2018-06-24,7.124,8.2,6.4,1.799999999999999,1.7799999999999994,7.728,10.12,6.52,3.5999999999999996,2.33,6.982,8.2,6.36,1.839999999999999,1.7799999999999994,7.1979999999999995,8.6,6.36,2.2399999999999993,2.08,27528,93532,36,93496,42892
2018-07-01,8.575,8.81,8.41,0.40000000000000036,0.40000000000000036,8.955,9.35,8.56,0.7899999999999991,0.5499999999999989,8.49,8.81,8.21,0.5999999999999996,0.5999999999999996,8.6425,8.87,8.47,0.3999999999999986,0.379999999999999,18215,39323,6097,33226,6374
2018-07-08,9.06,9.27,8.9,0.3699999999999992,0.33000000000000007,9.212,9.35,8.99,0.35999999999999943,0.120000000000001,8.96,9.22,8.81,0.41000000000000014,0.28000000000000114,9.107999999999999,9.32,8.87,0.45000000000000107,0.370000000000001,6640,14772,2626,12146,-5158
