Date,MRO_Open_average,MRO_Open_max,MRO_Open_min,MRO_Open_volatility,MRO_Open_change,MRO_High_average,MRO_High_max,MRO_High_min,MRO_High_volatility,MRO_High_change,MRO_Low_average,MRO_Low_max,MRO_Low_min,MRO_Low_volatility,MRO_Low_change,MRO_Close_average,MRO_Close_max,MRO_Close_min,MRO_Close_volatility,MRO_Close_change,MRO_Volume_average,MRO_Volume_max,MRO_Volume_min,MRO_Volume_volatility,MRO_Volume_change
2018-01-14,18.638,18.89,18.35,0.5399999999999991,-0.240000000000002,18.948,19.28,18.59,0.6900000000000013,0.370000000000001,18.324,18.61,18.07,0.5399999999999991,0.39000000000000057,18.726,19.28,18.24,1.0400000000000027,1.0400000000000027,12958740,19818200,7614700,12203500,-529300
2018-01-21,19.08,19.44,18.63,0.8100000000000023,-0.7100000000000009,19.312,19.52,19.04,0.4800000000000004,-0.4499999999999993,18.71,19.01,18.46,0.5500000000000007,-0.41000000000000014,18.928,19.28,18.62,0.6600000000000001,-0.5999999999999979,9828960,11965000,7613600,4351400,-4351400
2018-01-28,17.919999999999998,18.45,16.7,1.75,-1.75,18.184,18.52,17.38,1.1400000000000006,-1.1099999999999994,17.574,18.16,16.61,1.5500000000000007,-1.1000000000000014,17.796,18.43,16.78,1.6499999999999986,-1.2799999999999976,11585480,15320100,9494400,5825700,2852600
2018-02-04,16.276,17.16,15.76,1.4000000000000004,-0.5499999999999989,16.811999999999998,17.64,15.92,1.7200000000000006,-0.8599999999999994,15.75,16.32,14.87,1.450000000000001,-0.40000000000000036,16.204,17.23,15.51,1.7200000000000006,-0.9600000000000009,16418040,17712200,15091100,2621100,-266600
2018-02-11,16.27,16.95,15.81,1.1399999999999988,0.11999999999999744,16.6075,17.01,16.22,0.7900000000000027,0.030000000000001137,15.682500000000001,15.9,15.49,0.41000000000000014,-0.28000000000000114,16.2475,16.95,15.65,1.299999999999999,-0.41999999999999993,17310675,28950200,8344400,20605800,9453600
2018-02-18,15.540000000000001,15.8,15.29,0.5100000000000016,-0.0600000000000005,15.808,16.23,15.55,0.6799999999999997,-0.6300000000000008,15.276,15.62,15.11,0.5099999999999998,-0.40999999999999837,15.442,15.85,15.18,0.6699999999999999,-0.5099999999999998,16995020,22272600,13662200,8610400,-8610400
2018-02-25,14.84,15.3,14.46,0.8399999999999999,-0.4800000000000004,15.146,15.5,14.89,0.6099999999999994,-0.2699999999999996,14.584,14.99,14.27,0.7200000000000006,-0.21000000000000085,14.812,15.15,14.52,0.6300000000000008,0.15000000000000036,13081260,15725400,11468700,4256700,-563900
2018-03-04,15.002,15.26,14.84,0.41999999999999993,-0.129999999999999,15.184,15.4,14.93,0.47000000000000064,0.08000000000000007,14.83,15.02,14.61,0.41000000000000014,0.019999999999999574,14.994,15.22,14.8,0.41999999999999993,0.0600000000000005,9520140,10863100,8609600,2253500,1290400
2018-03-11,15.024000000000001,15.22,14.93,0.2900000000000009,-0.16999999999999993,15.164,15.32,15.03,0.2900000000000009,-0.05000000000000071,14.784,14.9,14.72,0.17999999999999972,-0.019999999999999574,14.914,15.12,14.82,0.29999999999999893,0.02999999999999936,13610220,19356800,9637700,9719100,-6094500
2018-03-18,15.67,16.08,14.98,1.0999999999999979,1.0500000000000007,16.118,16.41,15.37,1.040000000000001,0.9300000000000015,15.491999999999999,15.83,14.95,0.8800000000000008,0.8800000000000008,15.89,16.32,15.26,1.0600000000000005,1.0099999999999998,13095880,16591100,11604400,4986700,1119400
2018-03-25,15.9275,16.39,15.48,0.9100000000000001,-0.379999999999999,16.1525,16.4,15.95,0.4499999999999993,-0.33999999999999986,15.415,15.71,15.22,0.4900000000000002,-0.4900000000000002,15.71,16.13,15.32,0.8099999999999987,-0.25,10835250,11221600,10380700,840900,-204200
2018-04-01,16.078,16.62,15.65,0.9700000000000006,0.6899999999999995,16.502,16.98,15.92,1.0600000000000005,0.6799999999999997,15.836,16.34,15.39,0.9499999999999993,0.9499999999999993,16.256,16.8,15.89,0.9100000000000001,0.3500000000000014,11804800,20987300,8334600,12652700,-68200
2018-04-08,17.47,18.2,16.75,1.4499999999999993,1.4499999999999993,17.919999999999998,18.5,17.22,1.2800000000000011,1.2800000000000011,17.372,18.06,16.73,1.3299999999999983,1.3299999999999983,17.712,18.19,17.06,1.1300000000000026,1.1300000000000026,14732100,18106400,11617500,6488900,1548400
2018-04-15,18.17,18.32,17.94,0.379999999999999,-0.33999999999999986,18.3,18.66,18.03,0.629999999999999,-0.28000000000000114,17.89,18.19,17.59,0.6000000000000014,-0.5199999999999996,18.073999999999998,18.23,17.98,0.25,-0.16999999999999815,16680760,30393200,9203100,21190100,-6546300
