Date,Horizons SP 500 Covered Call_Open_average,Horizons SP 500 Covered Call_Open_max,Horizons SP 500 Covered Call_Open_min,Horizons SP 500 Covered Call_Open_volatility,Horizons SP 500 Covered Call_Open_change,Horizons SP 500 Covered Call_High_average,Horizons SP 500 Covered Call_High_max,Horizons SP 500 Covered Call_High_min,Horizons SP 500 Covered Call_High_volatility,Horizons SP 500 Covered Call_High_change,Horizons SP 500 Covered Call_Low_average,Horizons SP 500 Covered Call_Low_max,Horizons SP 500 Covered Call_Low_min,Horizons SP 500 Covered Call_Low_volatility,Horizons SP 500 Covered Call_Low_change,Horizons SP 500 Covered Call_Close_average,Horizons SP 500 Covered Call_Close_max,Horizons SP 500 Covered Call_Close_min,Horizons SP 500 Covered Call_Close_volatility,Horizons SP 500 Covered Call_Close_change
2018-01-14,51.75,51.75,51.75,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2018-01-21,52.0,52.0,52.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2018-01-28,48.79,48.79,48.79,0.0,0.0,50.34,50.34,50.34,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2018-02-04,49.05,49.05,49.05,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2018-02-11,50.02,50.02,50.02,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2018-02-18,50.44,50.44,50.44,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2018-02-25,49.16,49.16,49.16,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2018-03-04,50.76,50.76,50.76,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2018-03-11,50.3,50.3,50.3,0.0,0.0,50.39,50.39,50.39,0.0,0.0,49.68,49.68,49.68,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2018-03-18,48.16,48.16,48.16,0.0,0.0,48.43,48.43,48.43,0.0,0.0,47.79,47.79,47.79,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-03-25,48.15,48.15,48.15,0.0,0.0,48.25,48.25,48.25,0.0,0.0,46.78,46.78,46.78,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2018-04-01,48.0,48.0,48.0,0.0,0.0,48.63,48.63,48.63,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2018-04-08,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2018-04-15,49.17,49.17,49.17,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.87,48.87,48.87,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2018-04-22,49.14,49.14,49.14,0.0,0.0,49.14,49.14,49.14,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2018-04-29,48.95,48.95,48.95,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2018-05-06,50.09,50.09,50.09,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2018-05-13,50.44,50.44,50.44,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-05-20,49.7,49.7,49.7,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2018-05-27,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2018-06-03,50.7,50.7,50.7,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2018-06-10,50.78,50.78,50.78,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2018-06-17,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2018-06-24,49.45,49.45,49.45,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2018-07-01,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2018-07-08,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2018-07-15,51.25,51.25,51.25,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.37,51.37,51.37,0.0,0.0
