Date,DCTH_Open_average,DCTH_Open_max,DCTH_Open_min,DCTH_Open_volatility,DCTH_Open_change,DCTH_High_average,DCTH_High_max,DCTH_High_min,DCTH_High_volatility,DCTH_High_change,DCTH_Low_average,DCTH_Low_max,DCTH_Low_min,DCTH_Low_volatility,DCTH_Low_change,DCTH_Close_average,DCTH_Close_max,DCTH_Close_min,DCTH_Close_volatility,DCTH_Close_change,DCTH_Volume_average,DCTH_Volume_max,DCTH_Volume_min,DCTH_Volume_volatility,DCTH_Volume_change
2016-01-03,1444753.3333333333,1528520.0,1290800.0,237720.0,103320.0,1486146.6666666667,1528520.0,1400000.0,128520.0,44520.0,1309793.3333333333,1458800.0,1232280.0,226520.0,-120960.0,1413580.0,1511720.0,1341760.0,169960.0,28000.0,0,0,0,0,0
2016-01-10,1310470.0,1428000.0,1237600.0,190400.0,-190400.0,1379910.0,1428000.0,1347920.0,80080.0,-56000.0,1242360.0,1250200.0,1232000.0,18200.0,-12040.0,1296400.0,1343720.0,1260000.0,83720.0,-83720.0,0,0,0,0,0
2016-01-17,1263360.0,1400000.0,1148000.0,252000.0,-252000.0,1291752.0,1422400.0,1148000.0,274400.0,-274400.0,1106448.0,1275960.0,980000.0,295960.0,-197960.0,1187032.0,1287720.0,1120000.0,167720.0,-167720.0,0,0,0,0,0
2016-01-24,987280.0,1086400.0,812000.0,274400.0,-274400.0,1034152.0,1175440.0,867720.0,307720.0,-307720.0,898296.0,1038800.0,705600.0,333200.0,-333200.0,935816.0,1038800.0,812000.0,226800.0,-226800.0,0,0,0,0,0
2016-01-31,815136.0,840000.0,778400.0,61600.0,-28280.0,834792.0,867720.0,798560.0,69160.0,-56000.0,747320.0,775600.0,700000.0,75600.0,-33880.0,768936.0,791280.0,728000.0,63280.0,-28280.0,0,0,0,0,0
2016-02-07,746760.0,756000.0,728000.0,28000.0,-7840.0,772590.0,783720.0,742000.0,41720.0,-2800.0,704340.0,714000.0,700000.0,14000.0,14000.0,735280.0,762720.0,700000.0,62720.0,62720.0,0,0,0,0,0
2016-02-14,758968.0,812000.0,728280.0,83720.0,0.0,800856.0,836920.0,770000.0,66920.0,41720.0,733936.0,756280.0,728000.0,28280.0,560.0,771176.0,811720.0,728560.0,83160.0,83160.0,0,0,0,0,0
2016-02-21,769384.0,811720.0,742000.0,69720.0,-41720.0,783832.0,811720.0,769720.0,42000.0,-27720.0,747992.0,770000.0,736400.0,33600.0,18480.0,759360.0,770840.0,753200.0,17640.0,14840.0,0,0,0,0,0
2016-02-28,808864.0,896000.0,756280.0,139720.0,66360.0,836640.0,896000.0,784000.0,112000.0,16800.0,758520.0,779240.0,742000.0,37240.0,23240.0,789432.0,819000.0,759080.0,59920.0,13720.0,0,0,0,0,0
2016-03-06,873544.0,940800.0,798000.0,142800.0,142800.0,919464.0,1064000.0,817600.0,246400.0,246400.0,849240.0,940800.0,787080.0,153720.0,153720.0,885416.0,980840.0,798560.0,182280.0,182280.0,0,0,0,0,0
2016-03-13,941864.0,980000.0,876400.0,103600.0,-103600.0,958048.0,1035720.0,876400.0,159320.0,-159320.0,839440.0,901320.0,728000.0,173320.0,-158200.0,897512.0,938000.0,839440.0,98560.0,-70560.0,0,0,0,0,0
2016-03-20,779800.0,820400.0,761600.0,58800.0,-50400.0,801430.0,838600.0,774200.0,64400.0,-54880.0,728140.0,742280.0,700000.0,42280.0,13720.0,784280.0,811160.0,770000.0,41160.0,-28560.0,0,0,0,0,0
2016-03-27,780472.0,795200.0,756000.0,39200.0,-280.0,814632.0,868000.0,783720.0,84280.0,21000.0,743904.0,759640.0,728000.0,31640.0,31640.0,779408.0,811720.0,730800.0,80920.0,73920.0,0,0,0,0,0
2016-04-03,793016.0,896000.0,756000.0,140000.0,134400.0,827232.0,896000.0,783720.0,112280.0,91280.0,777392.0,848120.0,756000.0,92120.0,92120.0,795200.0,868000.0,756000.0,112000.0,112000.0,0,0,0,0,0
