Date,Fidelity Corporate Bond_Open_average,Fidelity Corporate Bond_Open_max,Fidelity Corporate Bond_Open_min,Fidelity Corporate Bond_Open_volatility,Fidelity Corporate Bond_Open_change,Fidelity Corporate Bond_High_average,Fidelity Corporate Bond_High_max,Fidelity Corporate Bond_High_min,Fidelity Corporate Bond_High_volatility,Fidelity Corporate Bond_High_change,Fidelity Corporate Bond_Low_average,Fidelity Corporate Bond_Low_max,Fidelity Corporate Bond_Low_min,Fidelity Corporate Bond_Low_volatility,Fidelity Corporate Bond_Low_change,Fidelity Corporate Bond_Close_average,Fidelity Corporate Bond_Close_max,Fidelity Corporate Bond_Close_min,Fidelity Corporate Bond_Close_volatility,Fidelity Corporate Bond_Close_change
2018-01-14,50.43,50.43,50.43,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2018-01-21,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2018-01-28,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2018-02-04,49.73,49.73,49.73,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2018-02-11,49.57,49.57,49.57,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2018-02-18,49.34,49.34,49.34,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2018-02-25,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2018-03-04,49.13,49.13,49.13,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2018-03-11,49.11,49.11,49.11,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2018-03-18,48.85,48.85,48.85,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2018-03-25,48.95,48.95,48.95,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2018-04-01,49.25,49.25,49.25,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2018-04-08,49.38,49.38,49.38,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2018-04-15,48.85,48.85,48.85,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2018-04-22,48.61,48.61,48.61,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2018-04-29,48.63,48.63,48.63,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2018-05-06,48.7,48.7,48.7,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2018-05-13,48.28,48.28,48.28,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2018-05-20,48.79,48.79,48.79,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-05-27,48.48,48.48,48.48,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2018-06-03,48.41,48.41,48.41,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2018-06-10,48.56,48.56,48.56,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2018-06-17,48.21,48.21,48.21,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2018-06-24,48.1,48.1,48.1,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2018-07-01,48.33,48.33,48.33,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2018-07-08,48.75,48.75,48.75,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2018-07-15,48.62,48.62,48.62,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2018-07-22,48.61,48.61,48.61,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2018-07-29,48.58,48.58,48.58,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2018-08-05,48.77,48.77,48.77,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2018-08-12,48.68,48.68,48.68,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2018-08-19,48.8,48.8,48.8,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2018-08-26,48.7,48.7,48.7,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-09-02,48.55,48.55,48.55,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2018-09-09,48.39,48.39,48.39,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2018-09-16,48.4,48.4,48.4,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-09-23,48.52,48.52,48.52,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2018-09-30,48.02,48.02,48.02,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2018-10-07,47.94,47.94,47.94,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2018-10-14,47.88,47.88,47.88,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-10-21,47.96,47.96,47.96,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2018-10-28,47.42,47.42,47.42,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2018-11-04,47.61,47.61,47.61,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-11-11,47.19,47.19,47.19,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2018-11-18,47.45,47.45,47.45,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-11-25,47.1,47.1,47.1,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.2,47.2,47.2,0.0,0.0
