Date,Schwab US Broad Market_Open_average,Schwab US Broad Market_Open_max,Schwab US Broad Market_Open_min,Schwab US Broad Market_Open_volatility,Schwab US Broad Market_Open_change,Schwab US Broad Market_High_average,Schwab US Broad Market_High_max,Schwab US Broad Market_High_min,Schwab US Broad Market_High_volatility,Schwab US Broad Market_High_change,Schwab US Broad Market_Low_average,Schwab US Broad Market_Low_max,Schwab US Broad Market_Low_min,Schwab US Broad Market_Low_volatility,Schwab US Broad Market_Low_change,Schwab US Broad Market_Close_average,Schwab US Broad Market_Close_max,Schwab US Broad Market_Close_min,Schwab US Broad Market_Close_volatility,Schwab US Broad Market_Close_change
2018-09-16,70.92,70.92,70.92,0.0,0.0,70.92,70.92,70.92,0.0,0.0,70.64,70.64,70.64,0.0,0.0,70.81,70.81,70.81,0.0,0.0
2018-09-23,70.76,70.76,70.76,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.34,70.34,70.34,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2018-09-30,69.26,69.26,69.26,0.0,0.0,69.49,69.49,69.49,0.0,0.0,68.83,68.83,68.83,0.0,0.0,69.37,69.37,69.37,0.0,0.0
2018-10-07,66.39,66.39,66.39,0.0,0.0,66.77,66.77,66.77,0.0,0.0,66.07,66.07,66.07,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2018-10-14,66.66,66.66,66.66,0.0,0.0,66.74,66.74,66.74,0.0,0.0,66.05,66.05,66.05,0.0,0.0,66.22,66.22,66.22,0.0,0.0
2018-10-21,64.66,64.66,64.66,0.0,0.0,65.04,65.04,65.04,0.0,0.0,62.56,62.56,62.56,0.0,0.0,63.48,63.48,63.48,0.0,0.0
2018-10-28,65.69,65.69,65.69,0.0,0.0,66.07,66.07,66.07,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.92,65.92,65.92,0.0,0.0
2018-11-04,66.65,66.65,66.65,0.0,0.0,66.67,66.67,66.67,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.53,65.53,65.53,0.0,0.0
2018-11-11,65.74,65.74,65.74,0.0,0.0,65.78,65.78,65.78,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.71,64.71,64.71,0.0,0.0
2018-11-18,64.11,64.11,64.11,0.0,0.0,64.52,64.52,64.52,0.0,0.0,63.99,63.99,63.99,0.0,0.0,64.49,64.49,64.49,0.0,0.0
2018-11-25,67.52,67.52,67.52,0.0,0.0,67.52,67.52,67.52,0.0,0.0,66.76,66.76,66.76,0.0,0.0,67.23,67.23,67.23,0.0,0.0
2018-12-02,63.34,63.34,63.34,0.0,0.0,63.73,63.73,63.73,0.0,0.0,62.26,62.26,62.26,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2018-12-09,61.96,61.96,61.96,0.0,0.0,62.25,62.25,62.25,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2018-12-16,57.31,57.31,57.31,0.0,0.0,57.6,57.6,57.6,0.0,0.0,56.21,56.21,56.21,0.0,0.0,56.21,56.21,56.21,0.0,0.0
2018-12-23,59.79,59.79,59.79,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2018-12-30,60.71,60.71,60.71,0.0,0.0,61.5,61.5,61.5,0.0,0.0,60.48,60.48,60.48,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-01-06,61.88,61.88,61.88,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2019-01-13,63.81,63.81,63.81,0.0,0.0,64.3,64.3,64.3,0.0,0.0,63.62,63.62,63.62,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2019-01-20,63.51,63.51,63.51,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.63,63.63,63.63,0.0,0.0
2019-01-27,65.14,65.14,65.14,0.0,0.0,65.62,65.62,65.62,0.0,0.0,64.99,64.99,64.99,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2019-02-03,65.47,65.47,65.47,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.23,65.23,65.23,0.0,0.0,65.37,65.37,65.37,0.0,0.0
2019-02-10,66.75,66.75,66.75,0.0,0.0,67.05,67.05,67.05,0.0,0.0,66.72,66.72,66.72,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2019-02-17,67.9,67.9,67.9,0.0,0.0,68.03,68.03,68.03,0.0,0.0,67.57,67.57,67.57,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2019-02-24,68.04,68.04,68.04,0.0,0.0,68.13,68.13,68.13,0.0,0.0,66.88,66.88,66.88,0.0,0.0,67.48,67.48,67.48,0.0,0.0
2019-03-03,66.39,66.39,66.39,0.0,0.0,67.19,67.19,67.19,0.0,0.0,66.37,66.37,66.37,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2019-03-10,68.13,68.13,68.13,0.0,0.0,68.44,68.44,68.44,0.0,0.0,68.06,68.06,68.06,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2019-03-17,67.06,67.06,67.06,0.0,0.0,67.39,67.39,67.39,0.0,0.0,66.73,66.73,66.73,0.0,0.0,67.09,67.09,67.09,0.0,0.0
2019-03-24,68.5,68.5,68.5,0.0,0.0,69.4,69.4,69.4,0.0,0.0,68.44,68.44,68.44,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2019-03-31,69.39,69.39,69.39,0.0,0.0,69.56,69.56,69.56,0.0,0.0,69.19,69.19,69.19,0.0,0.0,69.55,69.55,69.55,0.0,0.0
2019-04-07,69.95,69.95,69.95,0.0,0.0,69.97,69.97,69.97,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.87,69.87,69.87,0.0,0.0
2019-04-14,69.57,69.57,69.57,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.47,69.47,69.47,0.0,0.0,69.81,69.81,69.81,0.0,0.0
2019-04-21,70.65,70.65,70.65,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.6,70.6,70.6,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2019-04-28,69.69,69.69,69.69,0.0,0.0,70.69,70.69,70.69,0.0,0.0,69.54,69.54,69.54,0.0,0.0,70.6,70.6,70.6,0.0,0.0
2019-05-05,68.05,68.05,68.05,0.0,0.0,68.25,68.25,68.25,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.62,67.62,67.62,0.0,0.0
2019-05-12,68.31,68.31,68.31,0.0,0.0,68.59,68.59,68.59,0.0,0.0,68.05,68.05,68.05,0.0,0.0,68.27,68.27,68.27,0.0,0.0
2019-05-19,68.14,68.14,68.14,0.0,0.0,68.28,68.28,68.28,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2019-05-26,66.14,66.14,66.14,0.0,0.0,66.47,66.47,66.47,0.0,0.0,65.65,65.65,65.65,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2019-06-02,69.46,69.46,69.46,0.0,0.0,69.86,69.86,69.86,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.42,69.42,69.42,0.0,0.0
2019-06-09,69.5,69.5,69.5,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.45,69.45,69.45,0.0,0.0,69.54,69.54,69.54,0.0,0.0
2019-06-16,70.97,70.97,70.97,0.0,0.0,71.01,71.01,71.01,0.0,0.0,70.68,70.68,70.68,0.0,0.0,70.72,70.72,70.72,0.0,0.0
2019-06-23,71.37,71.37,71.37,0.0,0.0,71.41,71.41,71.41,0.0,0.0,70.75,70.75,70.75,0.0,0.0,71.05,71.05,71.05,0.0,0.0
2019-06-30,71.38,71.38,71.38,0.0,0.0,71.46,71.46,71.46,0.0,0.0,71.14,71.14,71.14,0.0,0.0,71.27,71.27,71.27,0.0,0.0
2019-07-07,72.29,72.29,72.29,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.05,72.05,72.05,0.0,0.0,72.16,72.16,72.16,0.0,0.0
2019-07-14,71.47,71.47,71.47,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.34,71.34,71.34,0.0,0.0,71.5,71.5,71.5,0.0,0.0
2019-07-21,72.57,72.57,72.57,0.0,0.0,72.58,72.58,72.58,0.0,0.0,72.24,72.24,72.24,0.0,0.0,72.42,72.42,72.42,0.0,0.0
2019-07-28,69.15,69.15,69.15,0.0,0.0,69.15,69.15,69.15,0.0,0.0,67.64,67.64,67.64,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2019-08-04,69.61,69.61,69.61,0.0,0.0,69.69,69.69,69.69,0.0,0.0,68.9,68.9,68.9,0.0,0.0,69.13,69.13,69.13,0.0,0.0
2019-08-11,70.09,70.09,70.09,0.0,0.0,70.27,70.27,70.27,0.0,0.0,69.89,69.89,69.89,0.0,0.0,70.1,70.1,70.1,0.0,0.0
2019-08-18,68.88,68.88,68.88,0.0,0.0,69.0,69.0,69.0,0.0,0.0,68.48,68.48,68.48,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2019-08-25,70.43,70.43,70.43,0.0,0.0,70.45,70.45,70.45,0.0,0.0,69.8,69.8,69.8,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2019-09-01,71.59,71.59,71.59,0.0,0.0,71.59,71.59,71.59,0.0,0.0,71.1,71.1,71.1,0.0,0.0,71.39,71.39,71.39,0.0,0.0
2019-09-08,71.9,71.9,71.9,0.0,0.0,72.13,72.13,72.13,0.0,0.0,71.85,71.85,71.85,0.0,0.0,72.03,72.03,72.03,0.0,0.0
2019-09-15,71.62,71.62,71.62,0.0,0.0,72.01,72.01,72.01,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.81,71.81,71.81,0.0,0.0
2019-09-22,70.8,70.8,70.8,0.0,0.0,71.17,71.17,71.17,0.0,0.0,70.8,70.8,70.8,0.0,0.0,71.02,71.02,71.02,0.0,0.0
2019-09-29,70.22,70.22,70.22,0.0,0.0,70.61,70.61,70.61,0.0,0.0,70.01,70.01,70.01,0.0,0.0,70.1,70.1,70.1,0.0,0.0
2019-10-06,70.75,70.75,70.75,0.0,0.0,70.89,70.89,70.89,0.0,0.0,70.68,70.68,70.68,0.0,0.0,70.74,70.74,70.74,0.0,0.0
2019-10-13,71.62,71.62,71.62,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.52,71.52,71.52,0.0,0.0,71.78,71.78,71.78,0.0,0.0
2019-10-20,72.5,72.5,72.5,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.48,72.48,72.48,0.0,0.0,72.59,72.59,72.59,0.0,0.0
2019-10-27,73.67,73.67,73.67,0.0,0.0,73.72,73.72,73.72,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.56,73.56,73.56,0.0,0.0
2019-11-03,73.57,73.57,73.57,0.0,0.0,73.82,73.82,73.82,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.77,73.77,73.77,0.0,0.0
2019-11-10,74.46,74.46,74.46,0.0,0.0,74.66,74.66,74.66,0.0,0.0,74.39,74.39,74.39,0.0,0.0,74.61,74.61,74.61,0.0,0.0
2019-11-17,74.64,74.64,74.64,0.0,0.0,75.07,75.07,75.07,0.0,0.0,74.64,74.64,74.64,0.0,0.0,75.07,75.07,75.07,0.0,0.0
2019-11-24,75.38,75.38,75.38,0.0,0.0,75.39,75.39,75.39,0.0,0.0,74.52,74.52,74.52,0.0,0.0,74.61,74.61,74.61,0.0,0.0
2019-12-01,75.32,75.32,75.32,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.11,75.11,75.11,0.0,0.0,75.11,75.11,75.11,0.0,0.0
2019-12-08,75.88,75.88,75.88,0.0,0.0,76.14,76.14,76.14,0.0,0.0,75.84,75.84,75.84,0.0,0.0,75.94,75.94,75.94,0.0,0.0
2019-12-15,76.87,76.87,76.87,0.0,0.0,76.89,76.89,76.89,0.0,0.0,76.75,76.75,76.75,0.0,0.0,76.76,76.76,76.76,0.0,0.0
2019-12-22,77.16,77.16,77.16,0.0,0.0,77.2,77.2,77.2,0.0,0.0,76.56,76.56,76.56,0.0,0.0,76.69,76.69,76.69,0.0,0.0
2019-12-29,76.76,76.76,76.76,0.0,0.0,77.3,77.3,77.3,0.0,0.0,76.63,76.63,76.63,0.0,0.0,77.02,77.02,77.02,0.0,0.0
