Date,UBS E-TRACS Bloomberg CMCI_Open_average,UBS E-TRACS Bloomberg CMCI_Open_max,UBS E-TRACS Bloomberg CMCI_Open_min,UBS E-TRACS Bloomberg CMCI_Open_volatility,UBS E-TRACS Bloomberg CMCI_Open_change,UBS E-TRACS Bloomberg CMCI_High_average,UBS E-TRACS Bloomberg CMCI_High_max,UBS E-TRACS Bloomberg CMCI_High_min,UBS E-TRACS Bloomberg CMCI_High_volatility,UBS E-TRACS Bloomberg CMCI_High_change,UBS E-TRACS Bloomberg CMCI_Low_average,UBS E-TRACS Bloomberg CMCI_Low_max,UBS E-TRACS Bloomberg CMCI_Low_min,UBS E-TRACS Bloomberg CMCI_Low_volatility,UBS E-TRACS Bloomberg CMCI_Low_change,UBS E-TRACS Bloomberg CMCI_Close_average,UBS E-TRACS Bloomberg CMCI_Close_max,UBS E-TRACS Bloomberg CMCI_Close_min,UBS E-TRACS Bloomberg CMCI_Close_volatility,UBS E-TRACS Bloomberg CMCI_Close_change
2018-06-10,15.62,15.62,15.62,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.71,15.71,15.71,0.0,0.0
2018-06-17,15.53,15.53,15.53,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.41,15.41,15.41,0.0,0.0
2018-06-24,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2018-07-01,15.45,15.45,15.45,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2018-07-08,14.85,14.85,14.85,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2018-07-15,14.99,14.99,14.99,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2018-07-22,15.32,15.32,15.32,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.23,15.23,15.23,0.0,0.0
2018-07-29,15.0,15.0,15.0,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2018-08-05,14.89,14.89,14.89,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2018-08-12,14.64,14.64,14.64,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2018-08-19,14.96,14.96,14.96,0.0,0.0,14.98,14.98,14.98,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2018-08-26,15.06,15.06,15.06,0.0,0.0,15.07,15.07,15.07,0.0,0.0,14.96,14.96,14.96,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2018-09-02,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2018-09-09,14.8,14.8,14.8,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2018-09-16,15.1,15.1,15.1,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2018-09-23,15.36,15.36,15.36,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2018-09-30,15.65,15.65,15.65,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2018-10-07,15.55,15.55,15.55,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.65,15.65,15.65,0.0,0.0
2018-10-14,15.48,15.48,15.48,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.49,15.49,15.49,0.0,0.0
2018-10-21,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2018-10-28,15.08,15.08,15.08,0.0,0.0,15.08,15.08,15.08,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2018-11-04,14.74,14.74,14.74,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.57,14.57,14.57,0.0,0.0
2018-11-11,14.58,14.58,14.58,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.6,14.6,14.6,0.0,0.0
2018-11-18,14.14,14.14,14.14,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2018-11-25,14.55,14.55,14.55,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2018-12-02,14.3,14.3,14.3,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2018-12-09,13.96,13.96,13.96,0.0,0.0,14.21,14.21,14.21,0.0,0.0,13.96,13.96,13.96,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2018-12-16,13.23,13.23,13.23,0.0,0.0,14.24,14.24,14.24,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.53,13.53,13.53,0.0,0.0
2018-12-23,13.55,13.55,13.55,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.49,13.49,13.49,0.0,0.0,13.5,13.5,13.5,0.0,0.0
2018-12-30,13.99,13.99,13.99,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.96,13.96,13.96,0.0,0.0
2019-01-06,14.22,14.22,14.22,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2019-01-13,14.36,14.36,14.36,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-01-20,14.3,14.3,14.3,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-01-27,14.47,14.47,14.47,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2019-02-03,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.32,14.32,14.32,0.0,0.0
2019-02-10,14.75,14.75,14.75,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-02-17,14.96,14.96,14.96,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2019-02-24,14.82,14.82,14.82,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-03-03,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2019-03-10,14.98,14.98,14.98,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2019-03-17,14.88,14.88,14.88,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2019-03-24,14.98,14.98,14.98,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.98,14.98,14.98,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2019-03-31,15.19,15.19,15.19,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2019-04-07,15.3,15.3,15.3,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2019-04-14,15.14,15.14,15.14,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2019-04-21,14.87,14.87,14.87,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-04-28,14.6,14.6,14.6,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.62,14.62,14.62,0.0,0.0
2019-05-05,14.4,14.4,14.4,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.29,14.29,14.29,0.0,0.0
2019-05-12,14.59,14.59,14.59,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.6,14.6,14.6,0.0,0.0
2019-05-19,14.26,14.26,14.26,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.37,14.37,14.37,0.0,0.0
2019-05-26,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2019-06-02,14.04,14.04,14.04,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2019-06-09,14.1,14.1,14.1,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2019-06-16,14.49,14.49,14.49,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.51,14.51,14.51,0.0,0.0
2019-06-23,14.57,14.57,14.57,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2019-06-30,14.44,14.44,14.44,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2019-07-07,14.75,14.75,14.75,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2019-07-14,14.49,14.49,14.49,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.43,14.43,14.43,0.0,0.0
2019-07-21,14.46,14.46,14.46,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2019-07-28,13.91,13.91,13.91,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2019-08-04,13.86,13.86,13.86,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2019-08-11,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2019-08-18,13.75,13.75,13.75,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2019-08-25,13.85,13.85,13.85,0.0,0.0,13.85,13.85,13.85,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.75,13.75,13.75,0.0,0.0
2019-09-01,14.0,14.0,14.0,0.0,0.0,14.07,14.07,14.07,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2019-09-08,14.38,14.38,14.38,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.51,14.51,14.51,0.0,0.0
2019-09-15,14.28,14.28,14.28,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.29,14.29,14.29,0.0,0.0
2019-09-22,14.09,14.09,14.09,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2019-09-29,14.01,14.01,14.01,0.0,0.0,14.03,14.03,14.03,0.0,0.0,13.97,13.97,13.97,0.0,0.0,14.0,14.0,14.0,0.0,0.0
2019-10-06,14.26,14.26,14.26,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-10-13,14.24,14.24,14.24,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.18,14.18,14.18,0.0,0.0
2019-10-20,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-10-27,14.63,14.63,14.63,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2019-11-03,14.38,14.38,14.38,0.0,0.0,14.43,14.43,14.43,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2019-11-10,14.35,14.35,14.35,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2019-11-17,14.37,14.37,14.37,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.36,14.36,14.36,0.0,0.0
2019-11-24,14.17,14.17,14.17,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2019-12-01,14.43,14.43,14.43,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2019-12-08,14.78,14.78,14.78,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2019-12-15,14.73,14.73,14.73,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2019-12-22,14.99,14.99,14.99,0.0,0.0,15.13,15.13,15.13,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2019-12-29,14.95,14.95,14.95,0.0,0.0,15.14,15.14,15.14,0.0,0.0,14.95,14.95,14.95,0.0,0.0,15.0,15.0,15.0,0.0,0.0
