Date,MCY_Open_average,MCY_Open_max,MCY_Open_min,MCY_Open_volatility,MCY_Open_change,MCY_High_average,MCY_High_max,MCY_High_min,MCY_High_volatility,MCY_High_change,MCY_Low_average,MCY_Low_max,MCY_Low_min,MCY_Low_volatility,MCY_Low_change,MCY_Close_average,MCY_Close_max,MCY_Close_min,MCY_Close_volatility,MCY_Close_change,MCY_Volume_average,MCY_Volume_max,MCY_Volume_min,MCY_Volume_volatility,MCY_Volume_change
2018-01-14,52.208,53.79,51.53,2.259999999999998,-1.990000000000002,52.652,53.8,52.09,1.7099999999999937,-1.2399999999999949,51.47,51.8,51.01,0.7899999999999991,0.7899999999999991,51.916000000000004,52.42,51.31,1.1099999999999994,1.0300000000000011,181224,319277,115367,203910,-184053
2018-01-21,51.321999999999996,52.35,50.83,1.5200000000000031,-1.3800000000000026,51.432,52.37,51.07,1.2999999999999972,-1.2199999999999989,50.556000000000004,51.06,50.06,1.0,-1.0,50.806,51.15,50.23,0.9200000000000017,-0.9200000000000017,220734,286934,136650,150284,-94528
2018-01-28,49.026,50.0,47.12,2.8800000000000026,-2.8800000000000026,49.5,50.48,47.87,2.6099999999999994,-2.6099999999999994,47.432,49.48,41.85,7.6299999999999955,-7.6299999999999955,47.994,49.64,42.91,6.730000000000004,-6.580000000000005,644999,1297791,230666,1067125,770811
2018-02-04,42.78,43.47,42.28,1.1899999999999977,1.1799999999999997,43.418,43.9,42.97,0.9299999999999997,0.9299999999999997,42.126,42.34,41.4,0.9400000000000048,0.9400000000000048,42.88,43.37,42.31,1.0599999999999952,0.769999999999996,583300,872808,320872,551936,-551936
2018-02-11,43.972500000000004,45.17,42.75,2.4200000000000017,2.0799999999999983,44.8625,45.93,43.41,2.520000000000003,2.520000000000003,43.72,45.06,42.44,2.6200000000000045,2.6200000000000045,44.605000000000004,45.7,42.95,2.75,2.75,287310,328914,241998,86916,43205
2018-02-18,45.12,45.55,44.6,0.9499999999999957,-0.4199999999999946,45.532000000000004,45.93,45.05,0.8800000000000026,-0.0799999999999983,44.656,45.04,44.2,0.8399999999999963,-0.259999999999998,45.044000000000004,45.6,44.37,1.230000000000004,0.259999999999998,242388,378955,170875,208080,-208080
2018-02-25,45.564,46.18,44.86,1.3200000000000003,-0.21999999999999886,46.118,46.54,45.58,0.9600000000000009,-0.28000000000000114,45.138,45.63,44.72,0.9100000000000037,-0.5300000000000011,45.624,46.02,45.08,0.9400000000000048,-0.10000000000000142,320905,411525,233004,178521,3729
2018-03-04,46.334,46.81,45.81,1.0,0.3999999999999986,46.72,47.35,46.25,1.1000000000000014,0.6799999999999997,45.804,46.42,45.3,1.1200000000000045,0.30000000000000426,46.57,46.91,46.21,0.6999999999999957,0.6999999999999957,372014,660945,247596,413349,413349
2018-03-11,47.114,47.94,46.3,1.6400000000000006,0.9099999999999966,47.65,48.75,46.77,1.9799999999999969,0.9099999999999966,46.432,47.4,45.52,1.8799999999999955,0.9299999999999997,47.264,48.08,46.67,1.4099999999999966,0.37999999999999545,1622296,5870889,523687,5347202,-20874
2018-03-18,46.714,47.68,45.33,2.3500000000000014,-2.1099999999999994,47.076,48.2,45.35,2.8500000000000014,-2.519999999999996,45.904,47.41,44.64,2.769999999999996,-2.5600000000000023,46.17,47.93,44.76,3.1700000000000017,-2.6099999999999994,442523,631963,228440,403523,266679
2018-03-25,45.160000000000004,45.67,44.27,1.3999999999999986,0.5,45.822500000000005,46.43,45.17,1.259999999999998,0.8500000000000014,44.480000000000004,45.36,44.12,1.240000000000002,0.05000000000000426,44.9675,45.87,44.27,1.5999999999999943,0.20999999999999375,481256,587337,362027,225310,-113553
2018-04-01,45.42,46.24,44.36,1.8800000000000026,1.5,46.166,46.68,45.48,1.2000000000000028,1.2000000000000028,45.118,45.75,44.36,1.3900000000000006,1.3200000000000003,45.839999999999996,46.35,44.98,1.3700000000000045,1.2700000000000031,421283,521225,325635,195590,-142333
2018-04-08,47.502,48.39,46.57,1.8200000000000003,1.6099999999999994,47.93,48.72,47.05,1.6700000000000017,1.6700000000000017,47.264,48.05,46.43,1.6199999999999974,1.6199999999999974,47.73,48.47,46.81,1.6599999999999966,1.6599999999999966,369039,494319,265229,229090,-50996
2018-04-15,48.634,48.83,48.35,0.4799999999999969,0.10000000000000142,48.94,49.44,48.74,0.6999999999999957,0.6999999999999957,48.386,48.8,48.19,0.6099999999999994,0.5499999999999972,48.738,49.38,48.34,1.0399999999999991,0.8800000000000026,318242,359035,256115,102920,42506
2018-04-22,48.942,49.38,47.41,1.970000000000006,-1.970000000000006,49.288000000000004,49.68,48.03,1.6499999999999986,-1.6499999999999986,48.106,49.22,44.24,4.979999999999997,-4.640000000000001,48.588,49.42,45.73,3.690000000000005,-3.490000000000002,963215,3303776,277340,3026436,2852356
2018-04-29,44.858,45.57,44.1,1.4699999999999989,-0.4200000000000017,45.372,45.87,44.8,1.0700000000000003,0.29999999999999716,44.208,44.95,43.62,1.3300000000000054,0.5400000000000063,45.019999999999996,45.75,44.25,1.5,0.6300000000000026,465024,897207,299222,597985,-597985
2018-05-06,45.62,46.01,45.31,0.6999999999999957,0.4399999999999977,45.968,46.36,45.63,0.7299999999999969,0.5399999999999991,45.308,45.63,44.91,0.720000000000006,0.7100000000000009,45.696,46.25,45.14,1.1099999999999994,1.1099999999999994,257240,456188,133507,322681,69069
2018-05-13,47.034,47.63,46.16,1.470000000000006,1.470000000000006,47.538000000000004,48.21,46.84,1.3699999999999974,1.3699999999999974,46.846,47.48,46.16,1.3200000000000003,1.3200000000000003,47.392,48.11,46.77,1.3399999999999963,1.3399999999999963,281589,365834,186187,179647,-179647
2018-05-20,48.16,48.26,48.06,0.19999999999999574,-0.07000000000000028,48.5,48.75,48.28,0.46999999999999886,-0.3400000000000034,47.980000000000004,48.03,47.88,0.14999999999999858,-0.03999999999999915,48.245,48.37,48.14,0.22999999999999687,-0.22999999999999687,149079,182014,130215,51799,-40554
2018-05-27,47.67,47.99,47.4,0.5900000000000034,-0.3999999999999986,47.93,48.48,47.49,0.9899999999999949,-0.5200000000000031,47.144,47.54,46.89,0.6499999999999986,-0.21999999999999886,47.45,48.02,47.11,0.9100000000000037,0.12000000000000455,227599,276634,161035,115599,-103621
2018-06-03,48.026,48.75,47.34,1.4099999999999966,1.4099999999999966,48.326,48.8,47.73,1.0700000000000003,1.0700000000000003,47.54,48.05,47.1,0.9499999999999957,0.9499999999999957,48.142,48.66,47.7,0.9599999999999937,0.46999999999999886,137290,198769,106357,92412,15408
2018-06-10,47.558,48.23,47.22,1.009999999999998,-1.009999999999998,47.814,48.36,47.46,0.8999999999999986,-0.7899999999999991,47.208,47.91,46.9,1.009999999999998,-1.009999999999998,47.512,48.25,47.16,1.0900000000000034,-1.0900000000000034,200139,414756,134022,280734,-30470
2018-06-17,47.248,48.04,46.73,1.3100000000000023,0.480000000000004,47.604,48.17,47.17,1.0,-0.5,46.778,47.21,46.52,0.6899999999999977,-0.20999999999999375,47.158,47.86,46.72,1.1400000000000006,-1.1400000000000006,169835,236236,105475,130761,-7011
2018-06-24,45.576,46.8,44.5,2.299999999999997,-1.5,45.942,46.8,45.45,1.3499999999999943,-1.3499999999999943,44.902,45.9,44.43,1.4699999999999989,-1.4699999999999989,45.156,45.94,44.46,1.4799999999999969,-1.4799999999999969,225090,283925,131495,152430,-77045
2018-07-01,44.1725,44.56,43.87,0.6900000000000048,-0.5700000000000003,44.58,44.91,44.17,0.7399999999999949,0.00999999999999801,43.8075,44.15,43.65,0.5,-0.490000000000002,44.197500000000005,44.76,43.74,1.019999999999996,0.4199999999999946,260092,444762,143058,301704,118313
2018-07-08,44.339999999999996,44.82,43.62,1.2000000000000028,-0.8900000000000006,44.61,45.08,44.08,1.0,-0.8799999999999955,43.992,44.5,43.46,1.0399999999999991,-0.7100000000000009,44.22,44.67,43.83,0.8400000000000034,-0.5200000000000031,177745,218029,151697,66332,-55865
2018-07-15,44.62,45.55,44.13,1.4199999999999946,1.3200000000000003,45.06,45.57,44.57,1.0,1.0,44.378,44.9,43.98,0.9200000000000017,0.769999999999996,44.816,45.27,44.24,1.0300000000000011,1.0300000000000011,163573,209405,133074,76331,-10151
2018-07-22,45.548,47.85,44.17,3.6799999999999997,2.3599999999999994,46.292,49.84,44.96,4.880000000000003,4.350000000000001,44.982,47.26,43.63,3.6299999999999955,2.6299999999999955,45.686,49.1,44.02,5.079999999999998,4.289999999999999,326751,851378,102629,748749,748749
