Date,Guggenheim Invest S&P 500 Equal Weight Energy_Open_average,Guggenheim Invest S&P 500 Equal Weight Energy_Open_max,Guggenheim Invest S&P 500 Equal Weight Energy_Open_min,Guggenheim Invest S&P 500 Equal Weight Energy_Open_volatility,Guggenheim Invest S&P 500 Equal Weight Energy_Open_change,Guggenheim Invest S&P 500 Equal Weight Energy_High_average,Guggenheim Invest S&P 500 Equal Weight Energy_High_max,Guggenheim Invest S&P 500 Equal Weight Energy_High_min,Guggenheim Invest S&P 500 Equal Weight Energy_High_volatility,Guggenheim Invest S&P 500 Equal Weight Energy_High_change,Guggenheim Invest S&P 500 Equal Weight Energy_Low_average,Guggenheim Invest S&P 500 Equal Weight Energy_Low_max,Guggenheim Invest S&P 500 Equal Weight Energy_Low_min,Guggenheim Invest S&P 500 Equal Weight Energy_Low_volatility,Guggenheim Invest S&P 500 Equal Weight Energy_Low_change,Guggenheim Invest S&P 500 Equal Weight Energy_Close_average,Guggenheim Invest S&P 500 Equal Weight Energy_Close_max,Guggenheim Invest S&P 500 Equal Weight Energy_Close_min,Guggenheim Invest S&P 500 Equal Weight Energy_Close_volatility,Guggenheim Invest S&P 500 Equal Weight Energy_Close_change
2018-03-25,53.92,53.92,53.92,0.0,0.0,54.04,54.04,54.04,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2018-04-01,54.18,54.18,54.18,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-04-08,57.86,57.86,57.86,0.0,0.0,58.53,58.53,58.53,0.0,0.0,57.75,57.75,57.75,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2018-04-15,59.15,59.15,59.15,0.0,0.0,59.83,59.83,59.83,0.0,0.0,58.73,58.73,58.73,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2018-04-22,59.96,59.96,59.96,0.0,0.0,60.86,60.86,60.86,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2018-04-29,60.88,60.88,60.88,0.0,0.0,61.84,61.84,61.84,0.0,0.0,60.25,60.25,60.25,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2018-05-06,62.25,62.25,62.25,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2018-05-13,64.41,64.41,64.41,0.0,0.0,64.69,64.69,64.69,0.0,0.0,64.09,64.09,64.09,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2018-05-20,61.48,61.48,61.48,0.0,0.0,61.48,61.48,61.48,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2018-05-27,62.5,62.5,62.5,0.0,0.0,62.94,62.94,62.94,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2018-06-03,62.22,62.22,62.22,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2018-06-10,60.0,60.0,60.0,0.0,0.0,61.64,61.64,61.64,0.0,0.0,60.0,60.0,60.0,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2018-06-17,61.71,61.71,61.71,0.0,0.0,61.71,61.71,61.71,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2018-06-24,62.01,62.01,62.01,0.0,0.0,62.01,62.01,62.01,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2018-07-01,63.03,63.03,63.03,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.03,63.03,63.03,0.0,0.0,63.67,63.67,63.67,0.0,0.0
2018-07-08,62.14,62.14,62.14,0.0,0.0,62.14,62.14,62.14,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.88,61.88,61.88,0.0,0.0
2018-07-15,61.75,61.75,61.75,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2018-07-22,63.5,63.5,63.5,0.0,0.0,64.05,64.05,64.05,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.79,63.79,63.79,0.0,0.0
2018-07-29,62.03,62.03,62.03,0.0,0.0,62.5,62.5,62.5,0.0,0.0,61.9,61.9,61.9,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2018-08-05,61.74,61.74,61.74,0.0,0.0,61.92,61.92,61.92,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2018-08-12,59.63,59.63,59.63,0.0,0.0,60.14,60.14,60.14,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2018-08-19,61.74,61.74,61.74,0.0,0.0,62.09,62.09,62.09,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2018-08-26,62.0,62.0,62.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2018-09-02,59.75,59.75,59.75,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2018-09-09,61.07,61.07,61.07,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2018-09-16,62.37,62.37,62.37,0.0,0.0,62.69,62.69,62.69,0.0,0.0,61.96,61.96,61.96,0.0,0.0,62.36,62.36,62.36,0.0,0.0
2018-09-23,62.22,62.22,62.22,0.0,0.0,63.09,63.09,63.09,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.87,62.87,62.87,0.0,0.0
2018-09-30,62.83,62.83,62.83,0.0,0.0,63.14,63.14,63.14,0.0,0.0,62.38,62.38,62.38,0.0,0.0,63.08,63.08,63.08,0.0,0.0
2018-10-07,59.97,59.97,59.97,0.0,0.0,60.23,60.23,60.23,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.61,59.61,59.61,0.0,0.0
2018-10-14,58.09,58.09,58.09,0.0,0.0,58.09,58.09,58.09,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2018-10-21,53.31,53.31,53.31,0.0,0.0,53.32,53.32,53.32,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2018-10-28,53.75,53.75,53.75,0.0,0.0,54.56,54.56,54.56,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2018-11-04,54.5,54.5,54.5,0.0,0.0,54.5,54.5,54.5,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2018-11-11,52.12,52.12,52.12,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2018-11-18,50.11,50.11,50.11,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2018-11-25,52.15,52.15,52.15,0.0,0.0,52.46,52.46,52.46,0.0,0.0,51.42,51.42,51.42,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2018-12-02,48.43,48.43,48.43,0.0,0.0,48.67,48.67,48.67,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-12-09,46.53,46.53,46.53,0.0,0.0,47.03,47.03,47.03,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2018-12-16,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2018-12-23,43.32,43.32,43.32,0.0,0.0,43.39,43.39,43.39,0.0,0.0,42.5,42.5,42.5,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2018-12-30,45.88,45.88,45.88,0.0,0.0,47.01,47.01,47.01,0.0,0.0,45.56,45.56,45.56,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2019-01-06,47.62,47.62,47.62,0.0,0.0,48.53,48.53,48.53,0.0,0.0,47.62,47.62,47.62,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2019-01-13,49.82,49.82,49.82,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.43,49.43,49.43,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2019-01-20,48.51,48.51,48.51,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2019-01-27,49.88,49.88,49.88,0.0,0.0,50.51,50.51,50.51,0.0,0.0,49.69,49.69,49.69,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2019-02-03,47.58,47.58,47.58,0.0,0.0,48.49,48.49,48.49,0.0,0.0,47.56,47.56,47.56,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2019-02-10,50.68,50.68,50.68,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-02-17,50.16,50.16,50.16,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-02-24,50.97,50.97,50.97,0.0,0.0,50.97,50.97,50.97,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-03-03,48.21,48.21,48.21,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2019-03-10,49.94,49.94,49.94,0.0,0.0,50.79,50.79,50.79,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-03-17,49.63,49.63,49.63,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.28,49.28,49.28,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2019-03-24,51.07,51.07,51.07,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-03-31,52.0,52.0,52.0,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.81,51.81,51.81,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2019-04-07,52.91,52.91,52.91,0.0,0.0,53.2,53.2,53.2,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2019-04-14,53.26,53.26,53.26,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.07,53.07,53.07,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2019-04-21,52.29,52.29,52.29,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2019-04-28,49.57,49.57,49.57,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.57,49.57,49.57,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-05-05,49.09,49.09,49.09,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2019-05-12,49.31,49.31,49.31,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2019-05-19,47.44,47.44,47.44,0.0,0.0,47.52,47.52,47.52,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2019-05-26,44.88,44.88,44.88,0.0,0.0,45.26,45.26,45.26,0.0,0.0,44.74,44.74,44.74,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2019-06-02,46.1,46.1,46.1,0.0,0.0,46.52,46.52,46.52,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2019-06-09,45.24,45.24,45.24,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2019-06-16,48.11,48.11,48.11,0.0,0.0,48.3,48.3,48.3,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2019-06-23,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2019-06-30,47.75,47.75,47.75,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2019-07-07,48.94,48.94,48.94,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2019-07-14,47.22,47.22,47.22,0.0,0.0,47.56,47.56,47.56,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2019-07-21,46.81,46.81,46.81,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2019-07-28,44.55,44.55,44.55,0.0,0.0,44.55,44.55,44.55,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2019-08-04,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2019-08-11,42.7,42.7,42.7,0.0,0.0,43.37,43.37,43.37,0.0,0.0,42.7,42.7,42.7,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2019-08-18,41.57,41.57,41.57,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2019-08-25,42.81,42.81,42.81,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2019-09-01,44.5,44.5,44.5,0.0,0.0,45.44,45.44,45.44,0.0,0.0,44.5,44.5,44.5,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2019-09-08,48.21,48.21,48.21,0.0,0.0,48.45,48.45,48.45,0.0,0.0,47.2,47.2,47.2,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2019-09-15,45.78,45.78,45.78,0.0,0.0,46.38,46.38,46.38,0.0,0.0,45.78,45.78,45.78,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2019-09-22,44.38,44.38,44.38,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2019-09-29,42.55,42.55,42.55,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2019-10-06,42.58,42.58,42.58,0.0,0.0,43.23,43.23,43.23,0.0,0.0,42.36,42.36,42.36,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2019-10-13,42.38,42.38,42.38,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.38,42.38,42.38,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2019-10-20,44.6,44.6,44.6,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2019-10-27,44.95,44.95,44.95,0.0,0.0,45.91,45.91,45.91,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2019-11-03,44.65,44.65,44.65,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2019-11-10,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-11-17,44.11,44.11,44.11,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2019-11-24,43.71,43.71,43.71,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-12-01,43.99,43.99,43.99,0.0,0.0,44.58,44.58,44.58,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2019-12-08,45.62,45.62,45.62,0.0,0.0,46.29,46.29,46.29,0.0,0.0,45.62,45.62,45.62,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2019-12-15,46.83,46.83,46.83,0.0,0.0,47.91,47.91,47.91,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2019-12-22,47.68,47.68,47.68,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.43,47.43,47.43,0.0,0.0
2019-12-29,48.59,48.59,48.59,0.0,0.0,48.59,48.59,48.59,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.12,48.12,48.12,0.0,0.0
