Date,EXFO_Open_average,EXFO_Open_max,EXFO_Open_min,EXFO_Open_volatility,EXFO_Open_change,EXFO_High_average,EXFO_High_max,EXFO_High_min,EXFO_High_volatility,EXFO_High_change,EXFO_Low_average,EXFO_Low_max,EXFO_Low_min,EXFO_Low_volatility,EXFO_Low_change,EXFO_Close_average,EXFO_Close_max,EXFO_Close_min,EXFO_Close_volatility,EXFO_Close_change,EXFO_Volume_average,EXFO_Volume_max,EXFO_Volume_min,EXFO_Volume_volatility,EXFO_Volume_change
2018-01-14,4.32,4.4,4.25,0.15000000000000036,0.05000000000000071,4.39,4.45,4.35,0.10000000000000053,-0.04999999999999982,4.29,4.35,4.25,0.09999999999999964,0.09999999999999964,4.33,4.4,4.3,0.10000000000000053,0.04999999999999982,92736,361795,6726,355069,-44574
2018-01-21,4.56,4.65,4.4,0.25,0.1999999999999993,4.65,4.7,4.6,0.10000000000000053,0.05000000000000071,4.52,4.6,4.4,0.1999999999999993,0.1999999999999993,4.61,4.7,4.5,0.20000000000000018,0.0,53797,169286,3230,166056,-21666
2018-01-28,4.58,4.65,4.55,0.10000000000000053,-0.10000000000000053,4.63,4.65,4.6,0.05000000000000071,-0.05000000000000071,4.51,4.55,4.45,0.09999999999999964,-0.04999999999999982,4.566,4.63,4.5,0.1299999999999999,-0.04999999999999982,73902,241617,4950,236667,-46497
2018-02-04,4.430000000000001,4.45,4.4,0.04999999999999982,0.04999999999999982,4.46,4.5,4.45,0.04999999999999982,-0.04999999999999982,4.38,4.4,4.35,0.05000000000000071,0.05000000000000071,4.41,4.45,4.35,0.10000000000000053,0.10000000000000053,54388,200157,10195,189962,-2538
2018-02-11,4.475,4.55,4.4,0.14999999999999947,0.14999999999999947,4.525,4.58,4.5,0.08000000000000007,0.08000000000000007,4.4275,4.45,4.4,0.04999999999999982,0.04999999999999982,4.4875,4.5,4.45,0.04999999999999982,-0.04999999999999982,70692,234220,11563,222657,222657
2018-02-18,4.55,4.6,4.5,0.09999999999999964,0.09999999999999964,4.596,4.6,4.58,0.019999999999999574,0.019999999999999574,4.5,4.5,4.5,0.0,0.0,4.53,4.6,4.5,0.09999999999999964,0.04999999999999982,212578,521212,2990,518222,-513470
2018-02-25,4.45,4.65,4.25,0.40000000000000036,-0.2999999999999998,4.47,4.65,4.35,0.3000000000000007,-0.20000000000000018,4.33,4.45,4.25,0.20000000000000018,-0.20000000000000018,4.36,4.45,4.25,0.20000000000000018,-0.15000000000000036,31437,104792,7611,97181,8450
2018-03-04,4.35,4.4,4.3,0.10000000000000053,-0.04999999999999982,4.396,4.45,4.35,0.10000000000000053,-0.05000000000000071,4.27,4.3,4.25,0.04999999999999982,0.04999999999999982,4.319999999999999,4.35,4.3,0.04999999999999982,-0.04999999999999982,16422,26919,3805,23114,37
2018-03-11,4.284,4.35,4.2,0.14999999999999947,-0.14999999999999947,4.304,4.35,4.25,0.09999999999999964,-0.09999999999999964,4.2,4.3,4.1,0.20000000000000018,-0.14999999999999947,4.23,4.3,4.15,0.14999999999999947,-0.14999999999999947,8851,17700,1975,15725,10241
2018-03-18,4.180000000000001,4.25,4.15,0.09999999999999964,0.0,4.246,4.28,4.2,0.08000000000000007,-0.04999999999999982,4.13,4.15,4.1,0.05000000000000071,0.0,4.18,4.22,4.1,0.1200000000000001,0.10000000000000053,7174,10436,4027,6409,-6005
2018-03-25,4.175000000000001,4.2,4.15,0.04999999999999982,0.0,4.2,4.2,4.2,0.0,0.0,4.1375,4.2,4.1,0.10000000000000053,-0.10000000000000053,4.1625,4.2,4.1,0.10000000000000053,-0.10000000000000053,3490,7999,1026,6973,-151
2018-04-01,4.135,4.15,4.1,0.05000000000000071,-0.010000000000000675,4.15,4.2,4.11,0.08999999999999986,-0.0600000000000005,4.0625,4.1,4.05,0.04999999999999982,-0.04999999999999982,4.0825,4.1,4.05,0.04999999999999982,-0.009999999999999787,5170,12940,1988,10952,-659
2018-04-08,3.94,4.15,3.85,0.30000000000000027,-0.20000000000000018,4.024,4.25,3.92,0.33000000000000007,-0.2999999999999998,3.87,4.1,3.75,0.34999999999999964,-0.34999999999999964,3.918,4.24,3.8,0.4400000000000004,-0.4400000000000004,50787,136801,8730,128071,-8626
2018-04-15,3.786,3.88,3.7,0.17999999999999972,-0.04999999999999982,3.854,3.95,3.75,0.20000000000000018,-0.20000000000000018,3.7520000000000002,3.85,3.7,0.1499999999999999,-0.08999999999999986,3.82,3.95,3.75,0.20000000000000018,-0.20000000000000018,7211,18368,2316,16052,521
