Date,Direxion Daily Natural Gas Related Bear 3X_Open_average,Direxion Daily Natural Gas Related Bear 3X_Open_max,Direxion Daily Natural Gas Related Bear 3X_Open_min,Direxion Daily Natural Gas Related Bear 3X_Open_volatility,Direxion Daily Natural Gas Related Bear 3X_Open_change,Direxion Daily Natural Gas Related Bear 3X_High_average,Direxion Daily Natural Gas Related Bear 3X_High_max,Direxion Daily Natural Gas Related Bear 3X_High_min,Direxion Daily Natural Gas Related Bear 3X_High_volatility,Direxion Daily Natural Gas Related Bear 3X_High_change,Direxion Daily Natural Gas Related Bear 3X_Low_average,Direxion Daily Natural Gas Related Bear 3X_Low_max,Direxion Daily Natural Gas Related Bear 3X_Low_min,Direxion Daily Natural Gas Related Bear 3X_Low_volatility,Direxion Daily Natural Gas Related Bear 3X_Low_change,Direxion Daily Natural Gas Related Bear 3X_Close_average,Direxion Daily Natural Gas Related Bear 3X_Close_max,Direxion Daily Natural Gas Related Bear 3X_Close_min,Direxion Daily Natural Gas Related Bear 3X_Close_volatility,Direxion Daily Natural Gas Related Bear 3X_Close_change
2018-01-14,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2018-01-21,20.0,20.0,20.0,0.0,0.0,20.52,20.52,20.52,0.0,0.0,19.65,19.65,19.65,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2018-01-28,26.0,26.0,26.0,0.0,0.0,28.1,28.1,28.1,0.0,0.0,25.21,25.21,25.21,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-02-04,32.0,32.0,32.0,0.0,0.0,32.17,32.17,32.17,0.0,0.0,29.54,29.54,29.54,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2018-02-11,28.41,28.41,28.41,0.0,0.0,29.18,29.18,29.18,0.0,0.0,27.78,27.78,27.78,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2018-02-18,27.85,27.85,27.85,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-02-25,28.14,28.14,28.14,0.0,0.0,28.38,28.38,28.38,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2018-03-04,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2018-03-11,28.84,28.84,28.84,0.0,0.0,31.4,31.4,31.4,0.0,0.0,28.84,28.84,28.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2018-03-18,28.42,28.42,28.42,0.0,0.0,29.13,29.13,29.13,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2018-03-25,28.5,28.5,28.5,0.0,0.0,32.84,32.84,32.84,0.0,0.0,28.5,28.5,28.5,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-04-01,29.51,29.51,29.51,0.0,0.0,29.95,29.95,29.95,0.0,0.0,28.25,28.25,28.25,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-04-08,24.5,24.5,24.5,0.0,0.0,24.71,24.71,24.71,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-04-15,22.85,22.85,22.85,0.0,0.0,23.25,23.25,23.25,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2018-04-22,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2018-04-29,21.55,21.55,21.55,0.0,0.0,21.93,21.93,21.93,0.0,0.0,20.17,20.17,20.17,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2018-05-06,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2018-05-13,17.7,17.7,17.7,0.0,0.0,18.11,18.11,18.11,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2018-05-20,20.23,20.23,20.23,0.0,0.0,21.8,21.8,21.8,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2018-05-27,19.14,19.14,19.14,0.0,0.0,21.29,21.29,21.29,0.0,0.0,19.0,19.0,19.0,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2018-06-03,19.93,19.93,19.93,0.0,0.0,19.93,19.93,19.93,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2018-06-10,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2018-06-17,18.0,18.0,18.0,0.0,0.0,19.25,19.25,19.25,0.0,0.0,17.87,17.87,17.87,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2018-06-24,17.5,17.5,17.5,0.0,0.0,18.37,18.37,18.37,0.0,0.0,17.5,17.5,17.5,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2018-07-01,16.44,16.44,16.44,0.0,0.0,16.44,16.44,16.44,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2018-07-08,17.1,17.1,17.1,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.22,17.22,17.22,0.0,0.0
2018-07-15,16.62,16.62,16.62,0.0,0.0,17.28,17.28,17.28,0.0,0.0,16.58,16.58,16.58,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2018-07-22,17.74,17.74,17.74,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.34,17.34,17.34,0.0,0.0
2018-07-29,17.75,17.75,17.75,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.75,17.75,17.75,0.0,0.0
2018-08-05,18.44,18.44,18.44,0.0,0.0,19.48,19.48,19.48,0.0,0.0,18.28,18.28,18.28,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2018-08-12,20.32,20.32,20.32,0.0,0.0,20.35,20.35,20.35,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2018-08-19,17.99,17.99,17.99,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.67,17.67,17.67,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2018-08-26,18.6,18.6,18.6,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2018-09-02,20.9,20.9,20.9,0.0,0.0,21.41,21.41,21.41,0.0,0.0,20.74,20.74,20.74,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-09-09,19.68,19.68,19.68,0.0,0.0,20.31,20.31,20.31,0.0,0.0,19.64,19.64,19.64,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2018-09-16,17.87,17.87,17.87,0.0,0.0,18.42,18.42,18.42,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2018-09-23,17.91,17.91,17.91,0.0,0.0,18.07,18.07,18.07,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.79,17.79,17.79,0.0,0.0
2018-09-30,17.98,17.98,17.98,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2018-10-07,18.8,18.8,18.8,0.0,0.0,19.24,19.24,19.24,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2018-10-14,19.8,19.8,19.8,0.0,0.0,21.37,21.37,21.37,0.0,0.0,19.8,19.8,19.8,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-10-21,26.9,26.9,26.9,0.0,0.0,30.75,30.75,30.75,0.0,0.0,26.5,26.5,26.5,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2018-10-28,24.93,24.93,24.93,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-11-04,23.98,23.98,23.98,0.0,0.0,27.02,27.02,27.02,0.0,0.0,23.98,23.98,23.98,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2018-11-11,29.45,29.45,29.45,0.0,0.0,29.6,29.6,29.6,0.0,0.0,27.78,27.78,27.78,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2018-11-18,31.88,31.88,31.88,0.0,0.0,32.28,32.28,32.28,0.0,0.0,30.82,30.82,30.82,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-11-25,30.77,30.77,30.77,0.0,0.0,30.89,30.89,30.89,0.0,0.0,25.85,25.85,25.85,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2018-12-02,35.52,35.52,35.52,0.0,0.0,38.33,38.33,38.33,0.0,0.0,34.56,34.56,34.56,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-12-09,42.49,42.49,42.49,0.0,0.0,45.75,45.75,45.75,0.0,0.0,41.28,41.28,41.28,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2018-12-16,61.86,61.86,61.86,0.0,0.0,79.35,79.35,79.35,0.0,0.0,61.7,61.7,61.7,0.0,0.0,68.64,68.64,68.64,0.0,0.0
2018-12-23,52.51,52.51,52.51,0.0,0.0,55.55,55.55,55.55,0.0,0.0,51.02,51.02,51.02,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2018-12-30,39.17,39.17,39.17,0.0,0.0,39.7,39.7,39.7,0.0,0.0,34.81,34.81,34.81,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-01-06,34.32,34.32,34.32,0.0,0.0,34.94,34.94,34.94,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-01-13,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-01-20,32.65,32.65,32.65,0.0,0.0,33.83,33.83,33.83,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2019-01-27,32.53,32.53,32.53,0.0,0.0,33.15,33.15,33.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2019-02-03,41.16,41.16,41.16,0.0,0.0,41.16,41.16,41.16,0.0,0.0,37.7,37.7,37.7,0.0,0.0,38.07,38.07,38.07,0.0,0.0
