Date,ACYStock_Open_average,ACYStock_Open_max,ACYStock_Open_min,ACYStock_Open_volatility,ACYStock_Open_change,ACYStock_High_average,ACYStock_High_max,ACYStock_High_min,ACYStock_High_volatility,ACYStock_High_change,ACYStock_Low_average,ACYStock_Low_max,ACYStock_Low_min,ACYStock_Low_volatility,ACYStock_Low_change,ACYStock_Close_average,ACYStock_Close_max,ACYStock_Close_min,ACYStock_Close_volatility,ACYStock_Close_change,ACYStock_Volume_average,ACYStock_Volume_max,ACYStock_Volume_min,ACYStock_Volume_volatility,ACYStock_Volume_change
2018-01-14,15.375,15.95,14.9,1.049999999999999,0.29999999999999893,15.626875,15.95,15.311,0.6389999999999993,-0.35800000000000054,15.275,15.55,14.9,0.6500000000000004,0.29999999999999893,15.526875,15.669,15.311,0.35800000000000054,-0.35800000000000054,57,145,4,141,91
2018-01-21,15.65,15.9,15.4,0.5,0.5,15.7637,16.0,15.6,0.40000000000000036,0.33150000000000013,15.57,15.9,15.4,0.5,0.5,15.6637,15.95,15.5,0.4499999999999993,0.2814999999999994,439,800,2,798,414
2018-01-28,15.75,15.9,15.55,0.34999999999999964,-0.34999999999999964,15.85,16.0,15.55,0.4499999999999993,-0.34999999999999964,15.675,15.9,15.55,0.34999999999999964,-0.34999999999999964,15.70625,15.9,15.55,0.34999999999999964,-0.34999999999999964,451,920,2,918,-918
2018-02-04,14.52,15.55,13.85,1.700000000000001,-0.75,14.78,15.55,14.25,1.3000000000000007,-0.75,14.28,15.3,13.85,1.450000000000001,-1.1500000000000004,14.4,15.3,13.85,1.450000000000001,-1.1500000000000004,538,2280,0,2280,-231
2018-02-11,14.17,14.5,13.75,0.75,0.5999999999999996,14.34906,14.5,14.1953,0.3047000000000004,-0.15000000000000036,14.08,14.25,13.75,0.5,0.4499999999999993,14.26906,14.5,14.1953,0.3047000000000004,-0.3000000000000007,1003,2135,178,1957,1911
2018-02-18,14.3313,14.55,13.9,0.6500000000000004,0.6500000000000004,14.4954,14.78,14.3264,0.4535999999999998,0.4535999999999998,14.3313,14.55,13.9,0.6500000000000004,0.6500000000000004,14.4954,14.78,14.3264,0.4535999999999998,0.4535999999999998,198,684,0,684,106
2018-02-25,14.874360000000001,15.3,14.4218,0.8782000000000014,-0.5,14.88732,15.3,14.4218,0.8782000000000014,-0.5648,14.73716,15.05,14.4218,0.6282000000000014,-0.5359999999999996,14.75012,15.1148,14.4218,0.6930000000000014,-0.6007999999999996,31,98,4,94,-13
2018-03-04,15.44,16.25,14.7,1.5500000000000007,1.5500000000000007,15.66,16.7,14.7,2.0,2.0,15.31,16.25,14.4,1.8499999999999996,1.8499999999999996,15.44,16.7,14.4,2.299999999999999,2.299999999999999,1432,6052,57,5995,500
2018-03-11,16.575,17.15,16.2,0.9499999999999993,0.7999999999999972,16.8375,17.15,16.6,0.5499999999999972,0.5499999999999972,16.3875,16.7,16.2,0.5,0.34999999999999787,16.65,17.0,16.3,0.6999999999999993,0.09999999999999787,488,1211,96,1115,-866
2018-03-18,17.02,17.35,16.65,0.7000000000000028,0.7000000000000028,17.28332,17.35,17.18,0.1700000000000017,0.1700000000000017,16.99,17.2,16.65,0.5500000000000007,0.5500000000000007,17.25332,17.3446,17.18,0.16460000000000008,0.019999999999999574,476,1710,13,1697,1507
2018-03-25,17.125,17.35,16.85,0.5,0.5,17.1642,17.35,16.9068,0.4432000000000009,0.4432000000000009,17.0375,17.25,16.65,0.6000000000000014,0.6000000000000014,17.139200000000002,17.3,16.9068,0.3932000000000002,0.3932000000000002,410,606,118,488,165
2018-04-01,16.5,17.3,15.9,1.4000000000000004,-1.4000000000000004,16.53,17.3,15.9,1.4000000000000004,-1.4000000000000004,16.11,17.05,15.55,1.5,-1.1500000000000004,16.23914,17.05,15.8662,1.1838000000000015,-1.1500000000000004,677,2450,204,2246,-21
2018-04-08,15.66,16.0,14.8,1.1999999999999993,-1.1999999999999993,15.71,16.05,14.95,1.1000000000000014,-1.1000000000000014,15.3443,16.0,14.1,1.9000000000000004,-1.9000000000000004,15.3443,16.0,14.1,1.9000000000000004,-1.9000000000000004,2139,3524,615,2909,2689
2018-04-15,14.370000000000001,14.85,13.4,1.4499999999999993,0.6999999999999993,14.86,15.3,14.05,1.25,1.25,13.93,14.55,12.95,1.6000000000000014,1.450000000000001,14.31,14.6,13.45,1.1500000000000004,1.1500000000000004,2086,4188,314,3874,-1123
2018-04-22,15.13,15.9,14.45,1.450000000000001,0.75,15.51,15.9,14.85,1.0500000000000007,0.40000000000000036,14.78,15.7,14.45,1.25,0.9499999999999993,15.09,15.85,14.55,1.299999999999999,0.9499999999999993,2949,5839,1530,4309,3351
2018-04-29,15.709999999999999,16.15,15.05,1.0999999999999979,0.29999999999999893,15.92,16.15,15.65,0.4999999999999982,0.1999999999999993,15.55,15.85,15.05,0.7999999999999989,0.0,15.76,15.95,15.55,0.3999999999999986,-0.09999999999999964,513,1035,204,831,-184
2018-05-06,15.78,16.2,15.15,1.049999999999999,-0.14999999999999858,16.11,16.2,15.95,0.25,-0.09999999999999787,15.56,15.95,15.15,0.7999999999999989,0.1999999999999993,15.83,16.1,15.45,0.6500000000000021,0.3500000000000014,1534,2059,400,1659,-360
2018-05-13,15.9125,16.2,15.65,0.5499999999999989,-0.15000000000000036,16.0625,16.3,15.75,0.5500000000000007,-0.5500000000000007,15.681375000000001,15.824000000000002,15.5465,0.27750000000000163,-0.054999999999999716,15.706375000000001,15.824000000000002,15.5465,0.27750000000000163,0.04499999999999993,789,2626,11,2615,2300
2018-05-20,15.35,15.7,14.8,0.8999999999999986,-0.8999999999999986,15.7125,16.05,15.45,0.6000000000000014,-0.15000000000000036,15.3375,15.7,14.8,0.8999999999999986,-0.8999999999999986,15.65,15.9,15.4,0.5,-0.1999999999999993,521,844,147,697,437
2018-05-27,15.483333333333333,15.7,15.2,0.5,-0.3500000000000014,15.666666666666666,15.75,15.55,0.1999999999999993,0.1999999999999993,15.0751,15.2253,14.8,0.4253,-0.025300000000001432,15.158433333333333,15.45,14.8,0.6499999999999986,0.22469999999999857,342,857,3,854,854
2018-06-03,14.17,14.8,13.4,1.4000000000000004,-1.4000000000000004,14.47,15.1,13.75,1.3499999999999996,-1.3499999999999996,14.030000000000001,14.8,13.4,1.4000000000000004,-1.4000000000000004,14.22,14.9,13.75,1.1500000000000004,-1.1500000000000004,867,1601,100,1501,-874
2018-06-10,14.63,14.95,14.25,0.6999999999999993,0.34999999999999964,14.7,14.95,14.25,0.6999999999999993,0.5500000000000007,14.47,14.6,14.05,0.5499999999999989,0.5499999999999989,14.58,14.95,14.05,0.8999999999999986,0.5499999999999989,846,2313,3,2310,474
2018-06-17,14.783333333333333,14.9,14.65,0.25,-0.09999999999999964,14.900066666666667,14.9502,14.85,0.10020000000000095,0.050200000000000244,14.681666666666667,14.8,14.595,0.20500000000000007,0.20500000000000007,14.7984,14.9502,14.595,0.35519999999999996,0.35519999999999996,786,1438,382,1056,898
