Date,iShares US Home Construction_Open_average,iShares US Home Construction_Open_max,iShares US Home Construction_Open_min,iShares US Home Construction_Open_volatility,iShares US Home Construction_Open_change,iShares US Home Construction_High_average,iShares US Home Construction_High_max,iShares US Home Construction_High_min,iShares US Home Construction_High_volatility,iShares US Home Construction_High_change,iShares US Home Construction_Low_average,iShares US Home Construction_Low_max,iShares US Home Construction_Low_min,iShares US Home Construction_Low_volatility,iShares US Home Construction_Low_change,iShares US Home Construction_Close_average,iShares US Home Construction_Close_max,iShares US Home Construction_Close_min,iShares US Home Construction_Close_volatility,iShares US Home Construction_Close_change
2018-05-13,37.98,37.98,37.98,0.0,0.0,38.53,38.53,38.53,0.0,0.0,37.86,37.86,37.86,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2018-05-20,38.26,38.26,38.26,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2018-05-27,38.69,38.69,38.69,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2018-06-03,39.39,39.39,39.39,0.0,0.0,40.5,40.5,40.5,0.0,0.0,39.39,39.39,39.39,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2018-06-10,39.23,39.23,39.23,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2018-06-17,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2018-06-24,38.32,38.32,38.32,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-07-01,38.76,38.76,38.76,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2018-07-08,38.77,38.77,38.77,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.77,38.77,38.77,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2018-07-15,39.84,39.84,39.84,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2018-07-22,38.05,38.05,38.05,0.0,0.0,38.47,38.47,38.47,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2018-07-29,37.48,37.48,37.48,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2018-08-05,37.9,37.9,37.9,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-08-12,37.15,37.15,37.15,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2018-08-19,38.09,38.09,38.09,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2018-08-26,37.6,37.6,37.6,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2018-09-02,37.62,37.62,37.62,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-09-09,37.6,37.6,37.6,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-09-16,37.14,37.14,37.14,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.65,36.65,36.65,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2018-09-23,35.48,35.48,35.48,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2018-09-30,34.1,34.1,34.1,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2018-10-07,32.67,32.67,32.67,0.0,0.0,32.93,32.93,32.93,0.0,0.0,31.79,31.79,31.79,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-10-14,31.52,31.52,31.52,0.0,0.0,31.52,31.52,31.52,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2018-10-21,29.81,29.81,29.81,0.0,0.0,31.18,31.18,31.18,0.0,0.0,29.7,29.7,29.7,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-10-28,32.3,32.3,32.3,0.0,0.0,32.37,32.37,32.37,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2018-11-04,31.16,31.16,31.16,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2018-11-11,30.14,30.14,30.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2018-11-18,31.33,31.33,31.33,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2018-11-25,32.38,32.38,32.38,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2018-12-02,31.93,31.93,31.93,0.0,0.0,32.45,32.45,32.45,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2018-12-09,30.4,30.4,30.4,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2018-12-16,30.33,30.33,30.33,0.0,0.0,30.51,30.51,30.51,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2018-12-23,30.03,30.03,30.03,0.0,0.0,30.47,30.47,30.47,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2018-12-30,30.7,30.7,30.7,0.0,0.0,31.45,31.45,31.45,0.0,0.0,30.36,30.36,30.36,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-01-06,32.95,32.95,32.95,0.0,0.0,33.65,33.65,33.65,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2019-01-13,32.83,32.83,32.83,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2019-01-20,33.1,33.1,33.1,0.0,0.0,33.54,33.54,33.54,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-01-27,34.45,34.45,34.45,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-02-03,33.74,33.74,33.74,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-02-10,35.01,35.01,35.01,0.0,0.0,35.33,35.33,35.33,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2019-02-17,35.57,35.57,35.57,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2019-02-24,34.89,34.89,34.89,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-03-03,34.43,34.43,34.43,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-03-10,34.83,34.83,34.83,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2019-03-17,34.46,34.46,34.46,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2019-03-24,35.6,35.6,35.6,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-03-31,36.78,36.78,36.78,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.63,36.63,36.63,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-04-07,37.48,37.48,37.48,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-04-14,37.85,37.85,37.85,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.82,37.82,37.82,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-04-21,37.76,37.76,37.76,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-04-28,38.51,38.51,38.51,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-05-05,37.91,37.91,37.91,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.51,37.51,37.51,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2019-05-12,38.57,38.57,38.57,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-05-19,37.48,37.48,37.48,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-05-26,36.73,36.73,36.73,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2019-06-02,38.47,38.47,38.47,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2019-06-09,38.81,38.81,38.81,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.74,38.74,38.74,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2019-06-16,38.89,38.89,38.89,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2019-06-23,37.87,37.87,37.87,0.0,0.0,38.47,38.47,38.47,0.0,0.0,37.87,37.87,37.87,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2019-06-30,38.5,38.5,38.5,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-07-07,38.61,38.61,38.61,0.0,0.0,39.39,39.39,39.39,0.0,0.0,38.61,38.61,38.61,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-07-14,38.83,38.83,38.83,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-07-21,39.09,39.09,39.09,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2019-07-28,38.91,38.91,38.91,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.78,38.78,38.78,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2019-08-04,39.77,39.77,39.77,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-08-11,38.66,38.66,38.66,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.66,38.66,38.66,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-08-18,40.77,40.77,40.77,0.0,0.0,41.02,41.02,41.02,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2019-08-25,40.9,40.9,40.9,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2019-09-01,41.26,41.26,41.26,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2019-09-08,42.5,42.5,42.5,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2019-09-15,42.53,42.53,42.53,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-09-22,43.12,43.12,43.12,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2019-09-29,42.77,42.77,42.77,0.0,0.0,43.52,43.52,43.52,0.0,0.0,42.73,42.73,42.73,0.0,0.0,43.5,43.5,43.5,0.0,0.0
2019-10-06,43.52,43.52,43.52,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2019-10-13,44.94,44.94,44.94,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.81,44.81,44.81,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2019-10-20,45.66,45.66,45.66,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-10-27,44.8,44.8,44.8,0.0,0.0,45.52,45.52,45.52,0.0,0.0,44.8,44.8,44.8,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2019-11-03,43.66,43.66,43.66,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2019-11-10,45.54,45.54,45.54,0.0,0.0,45.6,45.6,45.6,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-11-17,44.83,44.83,44.83,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-11-24,45.68,45.68,45.68,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-12-01,45.66,45.66,45.66,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2019-12-08,45.1,45.1,45.1,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2019-12-15,44.06,44.06,44.06,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2019-12-22,44.69,44.69,44.69,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-12-29,44.04,44.04,44.04,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.44,44.44,44.44,0.0,0.0
