Date,SPDR S&P Kensho Intelligent Structures_Open_average,SPDR S&P Kensho Intelligent Structures_Open_max,SPDR S&P Kensho Intelligent Structures_Open_min,SPDR S&P Kensho Intelligent Structures_Open_volatility,SPDR S&P Kensho Intelligent Structures_Open_change,SPDR S&P Kensho Intelligent Structures_High_average,SPDR S&P Kensho Intelligent Structures_High_max,SPDR S&P Kensho Intelligent Structures_High_min,SPDR S&P Kensho Intelligent Structures_High_volatility,SPDR S&P Kensho Intelligent Structures_High_change,SPDR S&P Kensho Intelligent Structures_Low_average,SPDR S&P Kensho Intelligent Structures_Low_max,SPDR S&P Kensho Intelligent Structures_Low_min,SPDR S&P Kensho Intelligent Structures_Low_volatility,SPDR S&P Kensho Intelligent Structures_Low_change,SPDR S&P Kensho Intelligent Structures_Close_average,SPDR S&P Kensho Intelligent Structures_Close_max,SPDR S&P Kensho Intelligent Structures_Close_min,SPDR S&P Kensho Intelligent Structures_Close_volatility,SPDR S&P Kensho Intelligent Structures_Close_change
2018-03-25,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2018-04-01,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2018-04-08,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2018-04-15,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2018-04-22,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-04-29,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2018-05-06,29.56,29.56,29.56,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2018-05-13,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2018-05-20,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2018-05-27,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2018-06-03,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2018-06-10,29.97,29.97,29.97,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2018-06-17,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2018-06-24,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-07-01,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-07-08,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2018-07-15,30.09,30.09,30.09,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-07-22,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2018-07-29,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2018-08-05,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2018-08-12,30.76,30.76,30.76,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-08-19,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2018-08-26,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-09-02,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2018-09-09,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2018-09-16,31.22,31.22,31.22,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2018-09-23,30.88,30.88,30.88,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-09-30,29.24,29.24,29.24,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2018-10-07,27.73,27.73,27.73,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-10-14,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-10-21,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-10-28,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-11-04,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-11-11,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2018-11-18,26.37,26.37,26.37,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2018-11-25,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2018-12-02,25.73,25.73,25.73,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-12-09,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2018-12-16,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2018-12-23,24.43,24.43,24.43,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2018-12-30,25.39,25.39,25.39,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-01-06,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-01-13,27.0,27.0,27.0,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2019-01-20,26.97,26.97,26.97,0.0,0.0,28.3,28.3,28.3,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-01-27,28.76,28.76,28.76,0.0,0.0,29.61,29.61,29.61,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-02-03,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-02-10,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2019-02-17,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-02-24,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-03-03,27.87,27.87,27.87,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.87,27.87,27.87,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2019-03-10,28.34,28.34,28.34,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-03-17,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-03-24,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-03-31,28.92,28.92,28.92,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.92,28.92,28.92,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2019-04-07,29.28,29.28,29.28,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-04-14,29.41,29.41,29.41,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2019-04-21,29.72,29.72,29.72,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-04-28,29.83,29.83,29.83,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.83,29.83,29.83,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2019-05-05,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-05-12,28.6,28.6,28.6,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2019-05-19,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-05-26,28.17,28.17,28.17,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-06-02,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-06-09,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-06-16,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2019-06-23,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2019-06-30,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2019-07-07,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-07-14,30.02,30.02,30.02,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2019-07-21,30.26,30.26,30.26,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-07-28,28.93,28.93,28.93,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-08-04,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-08-11,28.56,28.56,28.56,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2019-08-18,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-08-25,28.41,28.41,28.41,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-09-01,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2019-09-08,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-09-15,29.96,29.96,29.96,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-09-22,29.77,29.77,29.77,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-09-29,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-10-06,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-10-13,30.42,30.42,30.42,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2019-10-20,30.84,30.84,30.84,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2019-10-27,31.58,31.58,31.58,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2019-11-03,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2019-11-10,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2019-11-17,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2019-11-24,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2019-12-01,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-12-08,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-12-15,33.34,33.34,33.34,0.0,0.0,33.34,33.34,33.34,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-12-22,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-12-29,32.65,32.65,32.65,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.78,32.78,32.78,0.0,0.0
