Date,CDTI_Open_average,CDTI_Open_max,CDTI_Open_min,CDTI_Open_volatility,CDTI_Open_change,CDTI_High_average,CDTI_High_max,CDTI_High_min,CDTI_High_volatility,CDTI_High_change,CDTI_Low_average,CDTI_Low_max,CDTI_Low_min,CDTI_Low_volatility,CDTI_Low_change,CDTI_Close_average,CDTI_Close_max,CDTI_Close_min,CDTI_Close_volatility,CDTI_Close_change,CDTI_Volume_average,CDTI_Volume_max,CDTI_Volume_min,CDTI_Volume_volatility,CDTI_Volume_change
2016-01-03,4.358416666666667,4.7505,3.7,1.0504999999999995,-1.0,4.50425,5.0,3.8989999999999996,1.1010000000000004,-0.8510000000000004,4.110166666666666,4.7,3.511,1.189,-1.0889999999999995,4.189166666666667,4.8,3.55,1.25,-1.1500000000000004,36325,51991,6863,45128,41200
2016-01-10,3.2925,3.5,2.85,0.6499999999999999,-0.6499999999999999,3.4375,3.7,3.0,0.7000000000000002,-0.7000000000000002,2.9545,3.4,2.56,0.8399999999999999,-0.7999999999999998,3.122,3.4005,2.8,0.6005000000000003,-0.5124999999999997,46546,119097,16705,102392,4485
2016-01-17,3.277,3.7,2.85,0.8500000000000001,-0.08000000000000007,3.48,3.8,3.0,0.7999999999999998,0.09999999999999964,2.8335,3.2489999999999997,2.6,0.6489999999999996,0.0014999999999996128,3.083,3.55,2.85,0.6999999999999997,0.02499999999999991,44391,72313,27566,44747,44747
2016-01-24,3.32,3.55,3.0,0.5499999999999998,0.5499999999999998,3.6,4.0,3.15,0.8500000000000001,0.8500000000000001,3.2251,3.5,3.0,0.5,0.5,3.4861,3.9145,3.025,0.8895,0.8895,23296,56431,10121,46310,-6921
2016-01-31,3.9481,4.325,3.7155,0.6095000000000002,0.1844999999999999,4.0814,4.325,3.9,0.42500000000000027,0.10000000000000009,3.811,3.95,3.605,0.3450000000000002,0.29499999999999993,3.9825,4.2155,3.815,0.40049999999999963,0.13500000000000023,13605,20027,6671,13356,-7882
2016-02-07,3.8125,3.95,3.75,0.20000000000000018,-0.15000000000000036,3.932,4.0,3.8,0.20000000000000018,-0.20000000000000018,3.5875,3.75,3.3,0.4500000000000002,-0.25,3.644875,3.7539999999999996,3.475,0.27899999999999947,-0.125,21201,30681,7350,23331,2155
2016-02-14,3.169,3.395,3.0,0.395,-0.2450000000000001,3.3158000000000003,3.572,3.1010000000000004,0.47099999999999964,-0.22199999999999998,2.912,3.2,2.65,0.5500000000000003,-0.20050000000000034,3.1129000000000002,3.35,2.65,0.7000000000000002,-0.06000000000000005,28975,61255,5023,56232,-30893
2016-02-21,3.282,3.5,3.1,0.3999999999999999,-0.06000000000000005,3.4007,3.65,3.1485,0.5015000000000001,0.1499999999999999,3.0883,3.3115,3.0,0.3115000000000001,0.1865000000000001,3.2473,3.4305,3.1,0.3304999999999998,0.2729999999999997,19008,47390,5328,42062,3739
2016-02-28,3.85,4.05,3.65,0.3999999999999999,0.20000000000000018,4.0594,4.25,3.75,0.5,0.40000000000000036,3.7399,3.9,3.5,0.3999999999999999,0.3500000000000001,3.895,3.975,3.65,0.3250000000000002,0.3250000000000002,24136,36204,16063,20141,1769
2016-03-06,3.9,4.25,3.7,0.5499999999999998,-0.2999999999999998,3.9871,4.25,3.75,0.5,-0.47499999999999964,3.7001,3.95,3.55,0.40000000000000036,-0.34950000000000037,3.8005,4.1,3.5775,0.5224999999999995,-0.39999999999999947,19330,33457,7359,26098,-26098
