Date,Powershares S&P 500 High Beta Portfolio_Open_average,Powershares S&P 500 High Beta Portfolio_Open_max,Powershares S&P 500 High Beta Portfolio_Open_min,Powershares S&P 500 High Beta Portfolio_Open_volatility,Powershares S&P 500 High Beta Portfolio_Open_change,Powershares S&P 500 High Beta Portfolio_High_average,Powershares S&P 500 High Beta Portfolio_High_max,Powershares S&P 500 High Beta Portfolio_High_min,Powershares S&P 500 High Beta Portfolio_High_volatility,Powershares S&P 500 High Beta Portfolio_High_change,Powershares S&P 500 High Beta Portfolio_Low_average,Powershares S&P 500 High Beta Portfolio_Low_max,Powershares S&P 500 High Beta Portfolio_Low_min,Powershares S&P 500 High Beta Portfolio_Low_volatility,Powershares S&P 500 High Beta Portfolio_Low_change,Powershares S&P 500 High Beta Portfolio_Close_average,Powershares S&P 500 High Beta Portfolio_Close_max,Powershares S&P 500 High Beta Portfolio_Close_min,Powershares S&P 500 High Beta Portfolio_Close_volatility,Powershares S&P 500 High Beta Portfolio_Close_change
2018-06-17,43.88,43.88,43.88,0.0,0.0,43.88,43.88,43.88,0.0,0.0,42.85,42.85,42.85,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2018-06-24,42.64,42.64,42.64,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.5,42.5,42.5,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2018-07-01,43.98,43.98,43.98,0.0,0.0,44.34,44.34,44.34,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2018-07-08,44.25,44.25,44.25,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2018-07-15,44.07,44.07,44.07,0.0,0.0,44.33,44.33,44.33,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2018-07-22,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2018-07-29,44.14,44.14,44.14,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2018-08-05,43.95,43.95,43.95,0.0,0.0,44.15,44.15,44.15,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2018-08-12,43.81,43.81,43.81,0.0,0.0,44.03,44.03,44.03,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-08-19,45.03,45.03,45.03,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2018-08-26,45.17,45.17,45.17,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2018-09-02,44.37,44.37,44.37,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2018-09-09,44.92,44.92,44.92,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2018-09-16,45.55,45.55,45.55,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2018-09-23,45.22,45.22,45.22,0.0,0.0,45.36,45.36,45.36,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2018-09-30,43.73,43.73,43.73,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2018-10-07,41.28,41.28,41.28,0.0,0.0,41.48,41.48,41.48,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2018-10-14,40.85,40.85,40.85,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2018-10-21,38.48,38.48,38.48,0.0,0.0,38.65,38.65,38.65,0.0,0.0,36.79,36.79,36.79,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2018-10-28,40.25,40.25,40.25,0.0,0.0,40.37,40.37,40.37,0.0,0.0,39.81,39.81,39.81,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-11-04,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2018-11-11,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2018-11-18,38.35,38.35,38.35,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2018-11-25,40.9,40.9,40.9,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2018-12-02,37.32,37.32,37.32,0.0,0.0,37.57,37.57,37.57,0.0,0.0,36.68,36.68,36.68,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2018-12-09,36.6,36.6,36.6,0.0,0.0,37.02,37.02,37.02,0.0,0.0,35.75,35.75,35.75,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2018-12-16,33.36,33.36,33.36,0.0,0.0,33.59,33.59,33.59,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-12-23,35.32,35.32,35.32,0.0,0.0,35.46,35.46,35.46,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2018-12-30,36.15,36.15,36.15,0.0,0.0,36.93,36.93,36.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2019-01-06,37.49,37.49,37.49,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2019-01-13,38.99,38.99,38.99,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.73,38.73,38.73,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-01-20,38.94,38.94,38.94,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.79,38.79,38.79,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2019-01-27,40.1,40.1,40.1,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.94,39.94,39.94,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2019-02-03,39.96,39.96,39.96,0.0,0.0,40.09,40.09,40.09,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2019-02-10,41.21,41.21,41.21,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2019-02-17,41.99,41.99,41.99,0.0,0.0,42.23,42.23,42.23,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2019-02-24,42.05,42.05,42.05,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2019-03-03,40.12,40.12,40.12,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-03-10,41.72,41.72,41.72,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2019-03-17,40.91,40.91,40.91,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2019-03-24,42.06,42.06,42.06,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2019-03-31,43.27,43.27,43.27,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2019-04-07,43.93,43.93,43.93,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2019-04-14,43.72,43.72,43.72,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-04-21,44.12,44.12,44.12,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-04-28,43.01,43.01,43.01,0.0,0.0,43.76,43.76,43.76,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2019-05-05,41.36,41.36,41.36,0.0,0.0,41.39,41.39,41.39,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2019-05-12,40.89,40.89,40.89,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-05-19,40.52,40.52,40.52,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-05-26,39.1,39.1,39.1,0.0,0.0,39.31,39.31,39.31,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2019-06-02,41.32,41.32,41.32,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2019-06-09,40.91,40.91,40.91,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-06-16,42.17,42.17,42.17,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2019-06-23,43.72,43.72,43.72,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-06-30,42.98,42.98,42.98,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2019-07-07,43.83,43.83,43.83,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2019-07-14,43.25,43.25,43.25,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2019-07-21,43.97,43.97,43.97,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-07-28,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2019-08-04,40.12,40.12,40.12,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2019-08-11,40.34,40.34,40.34,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2019-08-18,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-08-25,40.63,40.63,40.63,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-09-01,41.81,41.81,41.81,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.71,41.71,41.71,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-09-08,42.9,42.9,42.9,0.0,0.0,43.27,43.27,43.27,0.0,0.0,42.9,42.9,42.9,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-09-15,41.84,41.84,41.84,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2019-09-22,41.17,41.17,41.17,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2019-09-29,40.56,40.56,40.56,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2019-10-06,41.09,41.09,41.09,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2019-10-13,41.5,41.5,41.5,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2019-10-20,42.9,42.9,42.9,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2019-10-27,43.57,43.57,43.57,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-11-03,43.59,43.59,43.59,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2019-11-10,44.14,44.14,44.14,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2019-11-17,43.93,43.93,43.93,0.0,0.0,44.54,44.54,44.54,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-11-24,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2019-12-01,44.32,44.32,44.32,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2019-12-08,45.81,45.81,45.81,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2019-12-15,46.6,46.6,46.6,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2019-12-22,46.71,46.71,46.71,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-12-29,46.78,46.78,46.78,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.71,46.71,46.71,0.0,0.0
