Date,Franklin Short Dur US GovEtf_Open_average,Franklin Short Dur US GovEtf_Open_max,Franklin Short Dur US GovEtf_Open_min,Franklin Short Dur US GovEtf_Open_volatility,Franklin Short Dur US GovEtf_Open_change,Franklin Short Dur US GovEtf_High_average,Franklin Short Dur US GovEtf_High_max,Franklin Short Dur US GovEtf_High_min,Franklin Short Dur US GovEtf_High_volatility,Franklin Short Dur US GovEtf_High_change,Franklin Short Dur US GovEtf_Low_average,Franklin Short Dur US GovEtf_Low_max,Franklin Short Dur US GovEtf_Low_min,Franklin Short Dur US GovEtf_Low_volatility,Franklin Short Dur US GovEtf_Low_change,Franklin Short Dur US GovEtf_Close_average,Franklin Short Dur US GovEtf_Close_max,Franklin Short Dur US GovEtf_Close_min,Franklin Short Dur US GovEtf_Close_volatility,Franklin Short Dur US GovEtf_Close_change
2018-01-14,95.74,95.74,95.74,0.0,0.0,95.74,95.74,95.74,0.0,0.0,95.64,95.64,95.64,0.0,0.0,95.66,95.66,95.66,0.0,0.0
2018-01-21,95.74,95.74,95.74,0.0,0.0,95.74,95.74,95.74,0.0,0.0,95.6,95.6,95.6,0.0,0.0,95.68,95.68,95.68,0.0,0.0
2018-01-28,95.45,95.45,95.45,0.0,0.0,95.53,95.53,95.53,0.0,0.0,95.37,95.37,95.37,0.0,0.0,95.51,95.51,95.51,0.0,0.0
2018-02-04,95.79,95.79,95.79,0.0,0.0,95.79,95.79,95.79,0.0,0.0,95.41,95.41,95.41,0.0,0.0,95.42,95.42,95.42,0.0,0.0
2018-02-11,95.23,95.23,95.23,0.0,0.0,95.53,95.53,95.53,0.0,0.0,95.23,95.23,95.23,0.0,0.0,95.34,95.34,95.34,0.0,0.0
2018-02-18,95.49,95.49,95.49,0.0,0.0,95.52,95.52,95.52,0.0,0.0,95.37,95.37,95.37,0.0,0.0,95.43,95.43,95.43,0.0,0.0
2018-02-25,95.27,95.27,95.27,0.0,0.0,95.27,95.27,95.27,0.0,0.0,95.08,95.08,95.08,0.0,0.0,95.22,95.22,95.22,0.0,0.0
2018-03-04,95.19,95.19,95.19,0.0,0.0,95.31,95.31,95.31,0.0,0.0,95.19,95.19,95.19,0.0,0.0,95.3,95.3,95.3,0.0,0.0
2018-03-11,95.38,95.38,95.38,0.0,0.0,95.38,95.38,95.38,0.0,0.0,95.24,95.24,95.24,0.0,0.0,95.28,95.28,95.28,0.0,0.0
2018-03-18,95.42,95.42,95.42,0.0,0.0,95.44,95.44,95.44,0.0,0.0,95.35,95.35,95.35,0.0,0.0,95.35,95.35,95.35,0.0,0.0
2018-03-25,95.34,95.34,95.34,0.0,0.0,95.35,95.35,95.35,0.0,0.0,95.18,95.18,95.18,0.0,0.0,95.24,95.24,95.24,0.0,0.0
2018-04-01,95.28,95.28,95.28,0.0,0.0,95.3,95.3,95.3,0.0,0.0,95.28,95.28,95.28,0.0,0.0,95.28,95.28,95.28,0.0,0.0
2018-04-08,95.16,95.16,95.16,0.0,0.0,95.2,95.2,95.2,0.0,0.0,95.16,95.16,95.16,0.0,0.0,95.2,95.2,95.2,0.0,0.0
2018-04-15,95.08,95.08,95.08,0.0,0.0,95.14,95.14,95.14,0.0,0.0,95.05,95.05,95.05,0.0,0.0,95.05,95.05,95.05,0.0,0.0
2018-04-22,95.18,95.18,95.18,0.0,0.0,95.22,95.22,95.22,0.0,0.0,95.18,95.18,95.18,0.0,0.0,95.2,95.2,95.2,0.0,0.0
2018-04-29,95.08,95.08,95.08,0.0,0.0,95.08,95.08,95.08,0.0,0.0,94.95,94.95,94.95,0.0,0.0,95.03,95.03,95.03,0.0,0.0
2018-05-06,95.06,95.06,95.06,0.0,0.0,95.07,95.07,95.07,0.0,0.0,95.02,95.02,95.02,0.0,0.0,95.07,95.07,95.07,0.0,0.0
2018-05-13,95.1,95.1,95.1,0.0,0.0,95.14,95.14,95.14,0.0,0.0,95.08,95.08,95.08,0.0,0.0,95.09,95.09,95.09,0.0,0.0
2018-05-20,95.3,95.3,95.3,0.0,0.0,95.68,95.68,95.68,0.0,0.0,95.11,95.11,95.11,0.0,0.0,95.18,95.18,95.18,0.0,0.0
2018-05-27,94.8,94.8,94.8,0.0,0.0,95.33,95.33,95.33,0.0,0.0,94.8,94.8,94.8,0.0,0.0,94.85,94.85,94.85,0.0,0.0
2018-06-03,95.02,95.02,95.02,0.0,0.0,95.19,95.19,95.19,0.0,0.0,95.01,95.01,95.01,0.0,0.0,95.03,95.03,95.03,0.0,0.0
2018-06-10,95.09,95.09,95.09,0.0,0.0,95.31,95.31,95.31,0.0,0.0,94.8,94.8,94.8,0.0,0.0,95.08,95.08,95.08,0.0,0.0
2018-06-17,94.97,94.97,94.97,0.0,0.0,95.08,95.08,95.08,0.0,0.0,94.97,94.97,94.97,0.0,0.0,95.04,95.04,95.04,0.0,0.0
2018-06-24,94.89,94.89,94.89,0.0,0.0,95.13,95.13,95.13,0.0,0.0,94.86,94.86,94.86,0.0,0.0,94.93,94.93,94.93,0.0,0.0
2018-07-01,95.0,95.0,95.0,0.0,0.0,95.01,95.01,95.01,0.0,0.0,94.72,94.72,94.72,0.0,0.0,95.0,95.0,95.0,0.0,0.0
2018-07-08,95.03,95.03,95.03,0.0,0.0,95.05,95.05,95.05,0.0,0.0,94.92,94.92,94.92,0.0,0.0,95.05,95.05,95.05,0.0,0.0
2018-07-15,95.06,95.06,95.06,0.0,0.0,95.06,95.06,95.06,0.0,0.0,94.91,94.91,94.91,0.0,0.0,94.91,94.91,94.91,0.0,0.0
2018-07-22,95.08,95.08,95.08,0.0,0.0,95.08,95.08,95.08,0.0,0.0,94.91,94.91,94.91,0.0,0.0,94.94,94.94,94.94,0.0,0.0
2018-07-29,94.79,94.79,94.79,0.0,0.0,94.84,94.84,94.84,0.0,0.0,94.79,94.79,94.79,0.0,0.0,94.83,94.83,94.83,0.0,0.0
2018-08-05,94.95,94.95,94.95,0.0,0.0,95.0,95.0,95.0,0.0,0.0,94.91,94.91,94.91,0.0,0.0,94.95,94.95,94.95,0.0,0.0
2018-08-12,94.89,94.89,94.89,0.0,0.0,94.97,94.97,94.97,0.0,0.0,94.89,94.89,94.89,0.0,0.0,94.94,94.94,94.94,0.0,0.0
2018-08-19,94.93,94.93,94.93,0.0,0.0,95.42,95.42,95.42,0.0,0.0,94.93,94.93,94.93,0.0,0.0,94.93,94.93,94.93,0.0,0.0
2018-08-26,94.85,94.85,94.85,0.0,0.0,95.19,95.19,95.19,0.0,0.0,94.85,94.85,94.85,0.0,0.0,94.89,94.89,94.89,0.0,0.0
2018-09-02,94.64,94.64,94.64,0.0,0.0,94.64,94.64,94.64,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.62,94.62,94.62,0.0,0.0
2018-09-09,94.69,94.69,94.69,0.0,0.0,94.7,94.7,94.7,0.0,0.0,94.61,94.61,94.61,0.0,0.0,94.68,94.68,94.68,0.0,0.0
2018-09-16,94.66,94.66,94.66,0.0,0.0,94.77,94.77,94.77,0.0,0.0,94.66,94.66,94.66,0.0,0.0,94.77,94.77,94.77,0.0,0.0
2018-09-23,94.5,94.5,94.5,0.0,0.0,94.53,94.53,94.53,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.53,94.53,94.53,0.0,0.0
2018-09-30,94.39,94.39,94.39,0.0,0.0,94.39,94.39,94.39,0.0,0.0,94.31,94.31,94.31,0.0,0.0,94.35,94.35,94.35,0.0,0.0
2018-10-07,94.61,94.61,94.61,0.0,0.0,95.06,95.06,95.06,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.52,94.52,94.52,0.0,0.0
2018-10-14,94.52,94.52,94.52,0.0,0.0,94.52,94.52,94.52,0.0,0.0,94.34,94.34,94.34,0.0,0.0,94.47,94.47,94.47,0.0,0.0
2018-10-21,94.66,94.66,94.66,0.0,0.0,94.84,94.84,94.84,0.0,0.0,93.81,93.81,93.81,0.0,0.0,94.65,94.65,94.65,0.0,0.0
2018-10-28,94.27,94.27,94.27,0.0,0.0,94.27,94.27,94.27,0.0,0.0,94.18,94.18,94.18,0.0,0.0,94.18,94.18,94.18,0.0,0.0
2018-11-04,93.66,93.66,93.66,0.0,0.0,94.42,94.42,94.42,0.0,0.0,93.66,93.66,93.66,0.0,0.0,94.29,94.29,94.29,0.0,0.0
2018-11-11,94.49,94.49,94.49,0.0,0.0,94.53,94.53,94.53,0.0,0.0,94.41,94.41,94.41,0.0,0.0,94.53,94.53,94.53,0.0,0.0
2018-11-18,94.41,94.41,94.41,0.0,0.0,94.52,94.52,94.52,0.0,0.0,94.41,94.41,94.41,0.0,0.0,94.52,94.52,94.52,0.0,0.0
2018-11-25,94.28,94.28,94.28,0.0,0.0,94.34,94.34,94.34,0.0,0.0,94.28,94.28,94.28,0.0,0.0,94.33,94.33,94.33,0.0,0.0
2018-12-02,94.27,94.27,94.27,0.0,0.0,94.48,94.48,94.48,0.0,0.0,94.27,94.27,94.27,0.0,0.0,94.39,94.39,94.39,0.0,0.0
2018-12-09,94.36,94.36,94.36,0.0,0.0,94.49,94.49,94.49,0.0,0.0,94.36,94.36,94.36,0.0,0.0,94.43,94.43,94.43,0.0,0.0
2018-12-16,94.47,94.47,94.47,0.0,0.0,94.51,94.51,94.51,0.0,0.0,94.39,94.39,94.39,0.0,0.0,94.46,94.46,94.46,0.0,0.0
2018-12-23,94.36,94.36,94.36,0.0,0.0,94.36,94.36,94.36,0.0,0.0,94.26,94.26,94.26,0.0,0.0,94.36,94.36,94.36,0.0,0.0
2018-12-30,94.4,94.4,94.4,0.0,0.0,94.4,94.4,94.4,0.0,0.0,94.29,94.29,94.29,0.0,0.0,94.31,94.31,94.31,0.0,0.0
2019-01-06,94.5,94.5,94.5,0.0,0.0,94.59,94.59,94.59,0.0,0.0,94.48,94.48,94.48,0.0,0.0,94.58,94.58,94.58,0.0,0.0
2019-01-13,94.46,94.46,94.46,0.0,0.0,94.48,94.48,94.48,0.0,0.0,94.36,94.36,94.36,0.0,0.0,94.41,94.41,94.41,0.0,0.0
2019-01-20,94.54,94.54,94.54,0.0,0.0,94.56,94.56,94.56,0.0,0.0,94.48,94.48,94.48,0.0,0.0,94.52,94.52,94.52,0.0,0.0
2019-01-27,94.57,94.57,94.57,0.0,0.0,94.57,94.57,94.57,0.0,0.0,94.35,94.35,94.35,0.0,0.0,94.47,94.47,94.47,0.0,0.0
2019-02-03,94.59,94.59,94.59,0.0,0.0,94.61,94.61,94.61,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.55,94.55,94.55,0.0,0.0
2019-02-10,94.5,94.5,94.5,0.0,0.0,94.57,94.57,94.57,0.0,0.0,94.41,94.41,94.41,0.0,0.0,94.54,94.54,94.54,0.0,0.0
2019-02-17,94.59,94.59,94.59,0.0,0.0,94.68,94.68,94.68,0.0,0.0,94.59,94.59,94.59,0.0,0.0,94.62,94.62,94.62,0.0,0.0
2019-02-24,94.4,94.4,94.4,0.0,0.0,94.44,94.44,94.44,0.0,0.0,94.3,94.3,94.3,0.0,0.0,94.36,94.36,94.36,0.0,0.0
2019-03-03,94.54,94.54,94.54,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.57,94.57,94.57,0.0,0.0
2019-03-10,94.55,94.55,94.55,0.0,0.0,94.57,94.57,94.57,0.0,0.0,94.54,94.54,94.54,0.0,0.0,94.56,94.56,94.56,0.0,0.0
2019-03-17,94.65,94.65,94.65,0.0,0.0,94.72,94.72,94.72,0.0,0.0,94.57,94.57,94.57,0.0,0.0,94.68,94.68,94.68,0.0,0.0
2019-03-24,94.4,94.4,94.4,0.0,0.0,94.49,94.49,94.49,0.0,0.0,94.39,94.39,94.39,0.0,0.0,94.45,94.45,94.45,0.0,0.0
2019-03-31,94.44,94.44,94.44,0.0,0.0,94.45,94.45,94.45,0.0,0.0,94.39,94.39,94.39,0.0,0.0,94.42,94.42,94.42,0.0,0.0
2019-04-07,94.34,94.34,94.34,0.0,0.0,94.44,94.44,94.44,0.0,0.0,94.34,94.34,94.34,0.0,0.0,94.38,94.38,94.38,0.0,0.0
2019-04-14,94.51,94.51,94.51,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.58,94.58,94.58,0.0,0.0
2019-04-21,94.62,94.62,94.62,0.0,0.0,94.67,94.67,94.67,0.0,0.0,94.6,94.6,94.6,0.0,0.0,94.66,94.66,94.66,0.0,0.0
2019-04-28,94.41,94.41,94.41,0.0,0.0,94.44,94.44,94.44,0.0,0.0,94.36,94.36,94.36,0.0,0.0,94.42,94.42,94.42,0.0,0.0
2019-05-05,94.46,94.46,94.46,0.0,0.0,94.48,94.48,94.48,0.0,0.0,94.39,94.39,94.39,0.0,0.0,94.45,94.45,94.45,0.0,0.0
2019-05-12,94.5,94.5,94.5,0.0,0.0,94.52,94.52,94.52,0.0,0.0,94.46,94.46,94.46,0.0,0.0,94.46,94.46,94.46,0.0,0.0
2019-05-19,94.46,94.46,94.46,0.0,0.0,94.46,94.46,94.46,0.0,0.0,94.43,94.43,94.43,0.0,0.0,94.43,94.43,94.43,0.0,0.0
2019-05-26,94.34,94.34,94.34,0.0,0.0,94.42,94.42,94.42,0.0,0.0,94.34,94.34,94.34,0.0,0.0,94.37,94.37,94.37,0.0,0.0
2019-06-02,94.57,94.57,94.57,0.0,0.0,94.57,94.57,94.57,0.0,0.0,94.51,94.51,94.51,0.0,0.0,94.53,94.53,94.53,0.0,0.0
2019-06-09,94.53,94.53,94.53,0.0,0.0,94.61,94.61,94.61,0.0,0.0,94.53,94.53,94.53,0.0,0.0,94.57,94.57,94.57,0.0,0.0
2019-06-16,94.85,94.85,94.85,0.0,0.0,94.85,94.85,94.85,0.0,0.0,94.78,94.78,94.78,0.0,0.0,94.82,94.82,94.82,0.0,0.0
2019-06-23,94.67,94.67,94.67,0.0,0.0,94.72,94.72,94.72,0.0,0.0,94.67,94.67,94.67,0.0,0.0,94.7,94.7,94.7,0.0,0.0
2019-06-30,94.52,94.52,94.52,0.0,0.0,94.62,94.62,94.62,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.55,94.55,94.55,0.0,0.0
2019-07-07,94.74,94.74,94.74,0.0,0.0,94.79,94.79,94.79,0.0,0.0,94.74,94.74,94.74,0.0,0.0,94.77,94.77,94.77,0.0,0.0
2019-07-14,94.83,94.83,94.83,0.0,0.0,94.89,94.89,94.89,0.0,0.0,94.81,94.81,94.81,0.0,0.0,94.88,94.88,94.88,0.0,0.0
2019-07-21,94.84,94.84,94.84,0.0,0.0,94.85,94.85,94.85,0.0,0.0,94.79,94.79,94.79,0.0,0.0,94.85,94.85,94.85,0.0,0.0
2019-07-28,94.7,94.7,94.7,0.0,0.0,94.75,94.75,94.75,0.0,0.0,94.67,94.67,94.67,0.0,0.0,94.69,94.69,94.69,0.0,0.0
2019-08-04,94.78,94.78,94.78,0.0,0.0,94.84,94.84,94.84,0.0,0.0,94.73,94.73,94.73,0.0,0.0,94.79,94.79,94.79,0.0,0.0
2019-08-11,94.8,94.8,94.8,0.0,0.0,94.88,94.88,94.88,0.0,0.0,94.73,94.73,94.73,0.0,0.0,94.85,94.85,94.85,0.0,0.0
2019-08-18,94.72,94.72,94.72,0.0,0.0,94.91,94.91,94.91,0.0,0.0,94.72,94.72,94.72,0.0,0.0,94.91,94.91,94.91,0.0,0.0
2019-08-25,94.69,94.69,94.69,0.0,0.0,94.71,94.71,94.71,0.0,0.0,94.6,94.6,94.6,0.0,0.0,94.71,94.71,94.71,0.0,0.0
2019-09-01,94.71,94.71,94.71,0.0,0.0,94.8,94.8,94.8,0.0,0.0,94.68,94.68,94.68,0.0,0.0,94.79,94.79,94.79,0.0,0.0
2019-09-08,94.22,94.22,94.22,0.0,0.0,94.55,94.55,94.55,0.0,0.0,94.22,94.22,94.22,0.0,0.0,94.48,94.48,94.48,0.0,0.0
2019-09-15,94.65,94.65,94.65,0.0,0.0,94.65,94.65,94.65,0.0,0.0,94.54,94.54,94.54,0.0,0.0,94.61,94.61,94.61,0.0,0.0
2019-09-22,92.71,92.71,92.71,0.0,0.0,94.75,94.75,94.75,0.0,0.0,92.71,92.71,92.71,0.0,0.0,94.74,94.74,94.74,0.0,0.0
2019-09-29,94.73,94.73,94.73,0.0,0.0,94.77,94.77,94.77,0.0,0.0,94.68,94.68,94.68,0.0,0.0,94.73,94.73,94.73,0.0,0.0
2019-10-06,94.6,94.6,94.6,0.0,0.0,94.63,94.63,94.63,0.0,0.0,94.56,94.56,94.56,0.0,0.0,94.6,94.6,94.6,0.0,0.0
2019-10-13,94.67,94.67,94.67,0.0,0.0,94.75,94.75,94.75,0.0,0.0,94.64,94.64,94.64,0.0,0.0,94.73,94.73,94.73,0.0,0.0
2019-10-20,94.8,94.8,94.8,0.0,0.0,94.8,94.8,94.8,0.0,0.0,94.64,94.64,94.64,0.0,0.0,94.65,94.65,94.65,0.0,0.0
2019-10-27,94.89,94.89,94.89,0.0,0.0,94.89,94.89,94.89,0.0,0.0,94.51,94.51,94.51,0.0,0.0,94.61,94.61,94.61,0.0,0.0
2019-11-03,94.45,94.45,94.45,0.0,0.0,94.63,94.63,94.63,0.0,0.0,94.45,94.45,94.45,0.0,0.0,94.54,94.54,94.54,0.0,0.0
2019-11-10,94.49,94.49,94.49,0.0,0.0,94.72,94.72,94.72,0.0,0.0,94.48,94.48,94.48,0.0,0.0,94.67,94.67,94.67,0.0,0.0
2019-11-17,94.6,94.6,94.6,0.0,0.0,94.7,94.7,94.7,0.0,0.0,94.6,94.6,94.6,0.0,0.0,94.64,94.64,94.64,0.0,0.0
2019-11-24,94.45,94.45,94.45,0.0,0.0,94.51,94.51,94.51,0.0,0.0,94.45,94.45,94.45,0.0,0.0,94.48,94.48,94.48,0.0,0.0
2019-12-01,94.5,94.5,94.5,0.0,0.0,94.52,94.52,94.52,0.0,0.0,94.44,94.44,94.44,0.0,0.0,94.48,94.48,94.48,0.0,0.0
2019-12-08,94.54,94.54,94.54,0.0,0.0,94.57,94.57,94.57,0.0,0.0,94.51,94.51,94.51,0.0,0.0,94.57,94.57,94.57,0.0,0.0
2019-12-15,94.47,94.47,94.47,0.0,0.0,94.61,94.61,94.61,0.0,0.0,94.46,94.46,94.46,0.0,0.0,94.6,94.6,94.6,0.0,0.0
2019-12-22,94.71,94.71,94.71,0.0,0.0,94.71,94.71,94.71,0.0,0.0,94.48,94.48,94.48,0.0,0.0,94.63,94.63,94.63,0.0,0.0
2019-12-29,94.45,94.45,94.45,0.0,0.0,94.65,94.65,94.65,0.0,0.0,94.45,94.45,94.45,0.0,0.0,94.6,94.6,94.6,0.0,0.0
