Date,SPDR SSgA Global Allocation_Open_average,SPDR SSgA Global Allocation_Open_max,SPDR SSgA Global Allocation_Open_min,SPDR SSgA Global Allocation_Open_volatility,SPDR SSgA Global Allocation_Open_change,SPDR SSgA Global Allocation_High_average,SPDR SSgA Global Allocation_High_max,SPDR SSgA Global Allocation_High_min,SPDR SSgA Global Allocation_High_volatility,SPDR SSgA Global Allocation_High_change,SPDR SSgA Global Allocation_Low_average,SPDR SSgA Global Allocation_Low_max,SPDR SSgA Global Allocation_Low_min,SPDR SSgA Global Allocation_Low_volatility,SPDR SSgA Global Allocation_Low_change,SPDR SSgA Global Allocation_Close_average,SPDR SSgA Global Allocation_Close_max,SPDR SSgA Global Allocation_Close_min,SPDR SSgA Global Allocation_Close_volatility,SPDR SSgA Global Allocation_Close_change
2018-01-14,39.75,39.75,39.75,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2018-01-21,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2018-01-28,38.92,38.92,38.92,0.0,0.0,38.97,38.97,38.97,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2018-02-04,37.81,37.81,37.81,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2018-02-11,38.6,38.6,38.6,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2018-02-18,39.07,39.07,39.07,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2018-02-25,38.13,38.13,38.13,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2018-03-04,39.1,39.1,39.1,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2018-03-11,38.68,38.68,38.68,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2018-03-18,37.67,37.67,37.67,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.6,37.6,37.6,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2018-03-25,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-04-01,37.95,37.95,37.95,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2018-04-08,38.4,38.4,38.4,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2018-04-15,38.33,38.33,38.33,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2018-04-22,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2018-04-29,38.29,38.29,38.29,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2018-05-06,38.7,38.7,38.7,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2018-05-13,38.69,38.69,38.69,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2018-05-20,38.5,38.5,38.5,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2018-05-27,38.55,38.55,38.55,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2018-06-03,38.9,38.9,38.9,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2018-06-10,38.39,38.39,38.39,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2018-06-17,38.02,38.02,38.02,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2018-06-24,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2018-07-01,38.21,38.21,38.21,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2018-07-08,38.07,38.07,38.07,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2018-07-15,38.15,38.15,38.15,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-07-22,38.49,38.49,38.49,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2018-07-29,38.28,38.28,38.28,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2018-08-05,38.03,38.03,38.03,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2018-08-12,38.03,38.03,38.03,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2018-08-19,38.6,38.6,38.6,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2018-08-26,38.71,38.71,38.71,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-09-02,38.34,38.34,38.34,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.2,38.2,38.2,0.0,0.0
