Date,Janus Short Duration Income_Open_average,Janus Short Duration Income_Open_max,Janus Short Duration Income_Open_min,Janus Short Duration Income_Open_volatility,Janus Short Duration Income_Open_change,Janus Short Duration Income_High_average,Janus Short Duration Income_High_max,Janus Short Duration Income_High_min,Janus Short Duration Income_High_volatility,Janus Short Duration Income_High_change,Janus Short Duration Income_Low_average,Janus Short Duration Income_Low_max,Janus Short Duration Income_Low_min,Janus Short Duration Income_Low_volatility,Janus Short Duration Income_Low_change,Janus Short Duration Income_Close_average,Janus Short Duration Income_Close_max,Janus Short Duration Income_Close_min,Janus Short Duration Income_Close_volatility,Janus Short Duration Income_Close_change
2018-01-14,50.17,50.17,50.17,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2018-01-21,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-01-28,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-02-04,50.16,50.16,50.16,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-02-11,50.19,50.19,50.19,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2018-02-18,50.19,50.19,50.19,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2018-02-25,50.08,50.08,50.08,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2018-03-04,50.08,50.08,50.08,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2018-03-11,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2018-03-18,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2018-03-25,50.06,50.06,50.06,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-04-01,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-04-08,50.0,50.0,50.0,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2018-04-15,50.01,50.01,50.01,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2018-04-22,50.03,50.03,50.03,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2018-04-29,49.98,49.98,49.98,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-05-06,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-05-13,49.98,49.98,49.98,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-05-20,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2018-05-27,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-06-03,49.98,49.98,49.98,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-06-10,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2018-06-17,50.02,50.02,50.02,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2018-06-24,50.05,50.05,50.05,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-07-01,50.04,50.04,50.04,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2018-07-08,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2018-07-15,50.06,50.06,50.06,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2018-07-22,50.12,50.12,50.12,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-07-29,50.05,50.05,50.05,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2018-08-05,50.06,50.06,50.06,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-08-12,50.13,50.13,50.13,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2018-08-19,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2018-08-26,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2018-09-02,50.1,50.1,50.1,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2018-09-09,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-09-16,50.14,50.14,50.14,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2018-09-23,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2018-09-30,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2018-10-07,50.04,50.04,50.04,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2018-10-14,50.06,50.06,50.06,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2018-10-21,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-10-28,49.99,49.99,49.99,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-11-04,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-11-11,49.99,49.99,49.99,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.95,49.95,49.95,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-11-18,49.94,49.94,49.94,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2018-11-25,49.92,49.92,49.92,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-12-02,49.83,49.83,49.83,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2018-12-09,49.77,49.77,49.77,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2018-12-16,49.83,49.83,49.83,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2018-12-23,49.04,49.04,49.04,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-12-30,49.1,49.1,49.1,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-01-06,49.15,49.15,49.15,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-01-13,49.23,49.23,49.23,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2019-01-20,49.25,49.25,49.25,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2019-01-27,49.25,49.25,49.25,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-02-03,49.35,49.35,49.35,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2019-02-10,49.39,49.39,49.39,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2019-02-17,49.44,49.44,49.44,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2019-02-24,49.38,49.38,49.38,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2019-03-03,49.45,49.45,49.45,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-03-10,49.47,49.47,49.47,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2019-03-17,49.57,49.57,49.57,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2019-03-24,49.67,49.67,49.67,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-03-31,49.46,49.46,49.46,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2019-04-07,49.46,49.46,49.46,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2019-04-14,49.54,49.54,49.54,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-04-21,49.68,49.68,49.68,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2019-04-28,49.58,49.58,49.58,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2019-05-05,49.63,49.63,49.63,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2019-05-12,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-05-19,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2019-05-26,49.78,49.78,49.78,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2019-06-02,49.75,49.75,49.75,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-06-09,49.79,49.79,49.79,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-06-16,49.83,49.83,49.83,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2019-06-23,49.9,49.9,49.9,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-06-30,49.83,49.83,49.83,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-07-07,49.83,49.83,49.83,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2019-07-14,49.87,49.87,49.87,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2019-07-21,49.96,49.96,49.96,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-07-28,49.9,49.9,49.9,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-08-04,50.01,50.01,50.01,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-08-11,50.05,50.05,50.05,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-08-18,50.08,50.08,50.08,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-08-25,50.13,50.13,50.13,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-09-01,50.02,50.02,50.02,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-09-08,49.89,49.89,49.89,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-09-15,49.94,49.94,49.94,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-09-22,50.0,50.0,50.0,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-09-29,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-10-06,49.91,49.91,49.91,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2019-10-13,49.84,49.84,49.84,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2019-10-20,49.84,49.84,49.84,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-10-27,49.79,49.79,49.79,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-11-03,49.73,49.73,49.73,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2019-11-10,49.81,49.81,49.81,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2019-11-17,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-11-24,49.9,49.9,49.9,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-12-01,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-12-08,49.69,49.69,49.69,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-12-15,49.7,49.7,49.7,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2019-12-22,49.7,49.7,49.7,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-12-29,49.6,49.6,49.6,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.63,49.63,49.63,0.0,0.0
