Date,First Trust ISE Chindia_Open_average,First Trust ISE Chindia_Open_max,First Trust ISE Chindia_Open_min,First Trust ISE Chindia_Open_volatility,First Trust ISE Chindia_Open_change,First Trust ISE Chindia_High_average,First Trust ISE Chindia_High_max,First Trust ISE Chindia_High_min,First Trust ISE Chindia_High_volatility,First Trust ISE Chindia_High_change,First Trust ISE Chindia_Low_average,First Trust ISE Chindia_Low_max,First Trust ISE Chindia_Low_min,First Trust ISE Chindia_Low_volatility,First Trust ISE Chindia_Low_change,First Trust ISE Chindia_Close_average,First Trust ISE Chindia_Close_max,First Trust ISE Chindia_Close_min,First Trust ISE Chindia_Close_volatility,First Trust ISE Chindia_Close_change
2018-01-14,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2018-01-21,43.73,43.73,43.73,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2018-01-28,40.79,40.79,40.79,0.0,0.0,41.51,41.51,41.51,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-02-04,39.23,39.23,39.23,0.0,0.0,39.61,39.61,39.61,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2018-02-11,41.07,41.07,41.07,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2018-02-18,41.89,41.89,41.89,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2018-02-25,39.86,39.86,39.86,0.0,0.0,40.32,40.32,40.32,0.0,0.0,39.67,39.67,39.67,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-03-04,41.7,41.7,41.7,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2018-03-11,40.93,40.93,40.93,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2018-03-18,39.85,39.85,39.85,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2018-03-25,39.12,39.12,39.12,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2018-04-01,38.79,38.79,38.79,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2018-04-08,38.93,38.93,38.93,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2018-04-15,38.98,38.98,38.98,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2018-04-22,38.89,38.89,38.89,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2018-04-29,39.18,39.18,39.18,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2018-05-06,40.02,40.02,40.02,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2018-05-13,39.46,39.46,39.46,0.0,0.0,39.46,39.46,39.46,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2018-05-20,39.26,39.26,39.26,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.29,39.29,39.29,0.0,0.0
2018-05-27,40.12,40.12,40.12,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2018-06-03,41.08,41.08,41.08,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2018-06-10,41.16,41.16,41.16,0.0,0.0,41.33,41.33,41.33,0.0,0.0,40.95,40.95,40.95,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2018-06-17,39.6,39.6,39.6,0.0,0.0,39.6,39.6,39.6,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2018-06-24,37.98,37.98,37.98,0.0,0.0,38.39,38.39,38.39,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2018-07-01,38.99,38.99,38.99,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.91,38.91,38.91,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2018-07-08,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2018-07-15,38.06,38.06,38.06,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2018-07-22,38.51,38.51,38.51,0.0,0.0,38.51,38.51,38.51,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2018-07-29,37.25,37.25,37.25,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2018-08-05,36.52,36.52,36.52,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2018-08-12,36.15,36.15,36.15,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2018-08-19,36.52,36.52,36.52,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2018-08-26,36.09,36.09,36.09,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2018-09-02,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2018-09-09,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-09-16,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-09-23,34.93,34.93,34.93,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-09-30,31.85,31.85,31.85,0.0,0.0,32.22,32.22,32.22,0.0,0.0,31.68,31.68,31.68,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2018-10-07,31.79,31.79,31.79,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2018-10-14,31.63,31.63,31.63,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-10-21,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0,29.79,29.79,29.79,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-10-28,32.22,32.22,32.22,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2018-11-04,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-11-11,32.09,32.09,32.09,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2018-11-18,31.65,31.65,31.65,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2018-11-25,33.52,33.52,33.52,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2018-12-02,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-12-09,31.74,31.74,31.74,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2018-12-16,29.8,29.8,29.8,0.0,0.0,30.29,30.29,30.29,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.94,29.94,29.94,0.0,0.0
