Date,IPAR_stock_Open_average,IPAR_stock_Open_max,IPAR_stock_Open_min,IPAR_stock_Open_volatility,IPAR_stock_Open_change,IPAR_stock_High_average,IPAR_stock_High_max,IPAR_stock_High_min,IPAR_stock_High_volatility,IPAR_stock_High_change,IPAR_stock_Low_average,IPAR_stock_Low_max,IPAR_stock_Low_min,IPAR_stock_Low_volatility,IPAR_stock_Low_change,IPAR_stock_Close_average,IPAR_stock_Close_max,IPAR_stock_Close_min,IPAR_stock_Close_volatility,IPAR_stock_Close_change,IPAR_stock_Volume_average,IPAR_stock_Volume_max,IPAR_stock_Volume_min,IPAR_stock_Volume_volatility,IPAR_stock_Volume_change
2018-01-14,47.3125,48.1,46.55,1.5500000000000043,0.30000000000000426,48.0625,48.35,47.75,0.6000000000000014,-0.44999999999999574,46.675,47.35,45.95,1.3999999999999986,-0.5999999999999943,47.537499999999994,47.8,46.9,0.8999999999999986,0.14999999999999858,95976,163080,62619,100461,-100461
2018-01-21,46.699999999999996,48.05,45.25,2.799999999999997,-0.25,47.4,48.05,46.4,1.6499999999999986,-0.75,45.68,46.65,45.15,1.5,-0.30000000000000426,46.63,48.0,45.9,2.1000000000000014,0.0,173488,332687,96028,236659,34571
2018-01-28,45.9,47.8,44.45,3.3499999999999943,-1.5,46.66,47.8,44.9,2.8999999999999986,-2.3000000000000043,44.93,45.95,43.65,2.3000000000000043,-1.3999999999999986,45.56,47.75,43.95,3.799999999999997,-1.9499999999999957,137086,206464,92439,114025,114025
2018-02-04,42.78,43.5,41.55,1.9500000000000028,-0.14999999999999858,43.566,44.08,42.95,1.1299999999999955,-0.22999999999999687,41.954,42.4,41.55,0.8500000000000014,0.44999999999999574,42.660000000000004,43.0,42.0,1.0,0.8999999999999986,96457,117556,65249,52307,-52307
2018-02-11,43.61,45.05,42.65,2.3999999999999986,2.049999999999997,44.63,46.3,43.1,3.1999999999999957,2.9499999999999957,43.199999999999996,44.9,42.05,2.8500000000000014,2.8500000000000014,44.26,45.55,42.9,2.6499999999999986,2.6499999999999986,205223,658271,75083,583188,557544
2018-02-18,44.1625,44.95,43.4,1.5500000000000043,-0.3500000000000014,44.825,45.1,44.15,0.9500000000000028,0.14999999999999858,42.8125,43.7,41.3,2.4000000000000057,2.4000000000000057,43.75,44.35,43.2,1.1499999999999986,0.3500000000000014,105355,155858,83421,72437,-11425
2018-02-25,43.17,44.5,42.1,2.3999999999999986,-1.7999999999999972,43.699999999999996,45.1,42.65,2.450000000000003,-1.6000000000000014,42.52,43.7,41.95,1.75,-1.75,42.93,44.45,42.35,2.1000000000000014,-1.8500000000000014,93359,126767,64649,62118,51325
2018-03-04,43.89,46.25,42.45,3.799999999999997,3.799999999999997,44.91,47.25,43.3,3.950000000000003,3.950000000000003,42.66,44.55,41.55,3.0,-0.6500000000000057,44.71,47.0,42.9,4.100000000000001,3.799999999999997,105571,145589,65608,79981,46407
2018-03-11,47.88,48.5,46.95,1.5499999999999972,1.5499999999999972,48.562,49.3,47.98,1.3200000000000003,1.3200000000000003,46.738,47.95,45.49,2.460000000000001,2.460000000000001,47.98,49.15,47.0,2.1499999999999986,1.3999999999999986,143851,188213,97002,91211,78216
2018-03-18,48.08,49.15,47.35,1.7999999999999972,-1.25,48.534,49.15,48.15,1.0,-0.7999999999999972,47.46,47.65,47.2,0.44999999999999574,-0.14999999999999858,47.73,47.95,47.55,0.4000000000000057,-0.30000000000000426,115682,174947,62600,112347,81065
