Date,ADI_Open_average,ADI_Open_max,ADI_Open_min,ADI_Open_volatility,ADI_Open_change,ADI_High_average,ADI_High_max,ADI_High_min,ADI_High_volatility,ADI_High_change,ADI_Low_average,ADI_Low_max,ADI_Low_min,ADI_Low_volatility,ADI_Low_change,ADI_Close_average,ADI_Close_max,ADI_Close_min,ADI_Close_volatility,ADI_Close_change,ADI_Volume_average,ADI_Volume_max,ADI_Volume_min,ADI_Volume_volatility,ADI_Volume_change
2018-01-14,95.198,97.64,92.38,5.260000000000005,4.010000000000005,96.594,98.38,93.7,4.679999999999993,3.299999999999997,94.64,96.14,92.35,3.7900000000000063,3.4200000000000017,95.74,97.24,93.1,4.140000000000001,3.5500000000000114,3974984,5285179,2762390,2522789,1068712
2018-01-21,94.71,96.69,93.09,3.5999999999999943,-3.489999999999995,95.872,97.12,94.17,2.950000000000003,-2.680000000000007,93.204,95.89,91.93,3.9599999999999937,-3.480000000000004,94.282,96.47,91.98,4.489999999999995,-2.6899999999999977,4198356,6258394,3078148,3180246,-168959
2018-01-28,91.08,92.77,88.75,4.019999999999996,-4.019999999999996,91.884,93.39,89.61,3.780000000000001,-3.780000000000001,89.684,91.42,85.33,6.090000000000003,-6.030000000000001,89.918,91.88,85.4,6.47999999999999,-6.1499999999999915,3239834,3817435,2312175,1505260,132493
2018-02-04,84.94,86.75,83.91,2.8400000000000034,0.09999999999999432,86.548,88.71,84.58,4.1299999999999955,-2.809999999999988,83.12,85.29,80.95,4.340000000000003,1.269999999999996,85.11,88.54,82.68,5.859999999999999,-3.490000000000009,4842597,5649666,3287666,2362000,-2153127
2018-02-11,85.1875,86.01,83.52,2.490000000000009,-0.730000000000004,86.1525,86.79,85.45,1.3400000000000034,0.35999999999999943,84.13499999999999,85.17,83.39,1.7800000000000011,1.4000000000000057,85.24000000000001,86.09,84.34,1.75,1.75,2573375,2819560,2214365,605195,-118415
2018-02-18,88.874,90.57,87.28,3.289999999999992,3.289999999999992,90.348,92.42,89.36,3.0600000000000023,2.930000000000007,88.51599999999999,90.57,86.92,3.6499999999999915,3.6499999999999915,89.622,92.36,88.41,3.950000000000003,3.950000000000003,2758782,3960959,2114897,1846062,-1277320
2018-02-25,90.574,94.5,87.44,7.060000000000002,-3.3799999999999955,92.09400000000001,94.92,89.67,5.25,-1.9500000000000028,88.754,91.63,86.79,4.839999999999989,-2.8599999999999994,90.278,92.26,88.31,3.950000000000003,-1.1200000000000045,3382354,4248509,2298681,1949828,-284156
2018-03-04,92.8,94.74,91.33,3.4099999999999966,3.009999999999991,93.85,95.73,92.57,3.160000000000011,3.160000000000011,92.354,94.67,90.55,4.1200000000000045,3.489999999999995,93.53,95.53,91.93,3.5999999999999943,3.5999999999999943,2530116,2981069,1958754,1022315,807333
2018-03-11,94.538,96.0,93.73,2.269999999999996,-2.269999999999996,95.074,96.85,93.82,3.030000000000001,-3.030000000000001,93.25,94.22,91.84,2.3799999999999955,-2.3799999999999955,94.068,94.66,93.5,1.1599999999999966,-1.1599999999999966,2662712,4067799,1273980,2793819,-621468
2018-03-18,91.446,93.51,89.33,4.180000000000007,-4.180000000000007,92.798,93.89,90.85,3.0400000000000063,-0.4399999999999977,90.352,92.37,87.65,4.719999999999999,-3.430000000000007,91.372,93.11,87.7,5.409999999999997,0.4000000000000057,2500373,3669351,1612749,2056602,1905305
2018-03-25,91.41499999999999,93.78,90.47,3.3100000000000023,-3.3100000000000023,92.21,94.32,90.88,3.4399999999999977,-3.4399999999999977,89.3625,90.27,87.92,2.3499999999999943,-2.3499999999999943,90.21,91.13,88.75,2.3799999999999955,-2.299999999999997,3270376,4507475,2601968,1905507,-1198879
