Date,Vanguard Intl High Div Yld_Open_average,Vanguard Intl High Div Yld_Open_max,Vanguard Intl High Div Yld_Open_min,Vanguard Intl High Div Yld_Open_volatility,Vanguard Intl High Div Yld_Open_change,Vanguard Intl High Div Yld_High_average,Vanguard Intl High Div Yld_High_max,Vanguard Intl High Div Yld_High_min,Vanguard Intl High Div Yld_High_volatility,Vanguard Intl High Div Yld_High_change,Vanguard Intl High Div Yld_Low_average,Vanguard Intl High Div Yld_Low_max,Vanguard Intl High Div Yld_Low_min,Vanguard Intl High Div Yld_Low_volatility,Vanguard Intl High Div Yld_Low_change,Vanguard Intl High Div Yld_Close_average,Vanguard Intl High Div Yld_Close_max,Vanguard Intl High Div Yld_Close_min,Vanguard Intl High Div Yld_Close_volatility,Vanguard Intl High Div Yld_Close_change
2018-01-14,71.14,71.14,71.14,0.0,0.0,71.36,71.36,71.36,0.0,0.0,70.94,70.94,70.94,0.0,0.0,71.24,71.24,71.24,0.0,0.0
2018-01-21,71.75,71.75,71.75,0.0,0.0,71.83,71.83,71.83,0.0,0.0,71.39,71.39,71.39,0.0,0.0,71.39,71.39,71.39,0.0,0.0
2018-01-28,69.12,69.12,69.12,0.0,0.0,69.28,69.28,69.28,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.12,67.12,67.12,0.0,0.0
2018-02-04,66.33,66.33,66.33,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.18,66.18,66.18,0.0,0.0,66.77,66.77,66.77,0.0,0.0
2018-02-11,68.29,68.29,68.29,0.0,0.0,68.76,68.76,68.76,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2018-02-18,68.74,68.74,68.74,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2018-02-25,66.01,66.01,66.01,0.0,0.0,66.97,66.97,66.97,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2018-03-04,67.87,67.87,67.87,0.0,0.0,68.03,68.03,68.03,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2018-03-11,67.2,67.2,67.2,0.0,0.0,67.2,67.2,67.2,0.0,0.0,66.47,66.47,66.47,0.0,0.0,66.79,66.79,66.79,0.0,0.0
2018-03-18,65.49,65.49,65.49,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.11,65.11,65.11,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2018-03-25,66.25,66.25,66.25,0.0,0.0,66.25,66.25,66.25,0.0,0.0,64.78,64.78,64.78,0.0,0.0,65.19,65.19,65.19,0.0,0.0
2018-04-01,66.25,66.25,66.25,0.0,0.0,66.52,66.52,66.52,0.0,0.0,66.06,66.06,66.06,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2018-04-08,66.91,66.91,66.91,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.89,66.89,66.89,0.0,0.0
2018-04-15,66.87,66.87,66.87,0.0,0.0,67.02,67.02,67.02,0.0,0.0,66.65,66.65,66.65,0.0,0.0,66.76,66.76,66.76,0.0,0.0
2018-04-22,66.91,66.91,66.91,0.0,0.0,67.07,67.07,67.07,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.61,66.61,66.61,0.0,0.0
2018-04-29,66.57,66.57,66.57,0.0,0.0,66.59,66.59,66.59,0.0,0.0,66.19,66.19,66.19,0.0,0.0,66.37,66.37,66.37,0.0,0.0
2018-05-06,67.5,67.5,67.5,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.26,67.26,67.26,0.0,0.0,67.36,67.36,67.36,0.0,0.0
2018-05-13,66.68,66.68,66.68,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.85,66.85,66.85,0.0,0.0
2018-05-20,65.34,65.34,65.34,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2018-05-27,65.39,65.39,65.39,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2018-06-03,65.24,65.24,65.24,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.24,65.24,65.24,0.0,0.0,65.52,65.52,65.52,0.0,0.0
2018-06-10,63.67,63.67,63.67,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.78,63.78,63.78,0.0,0.0
2018-06-17,62.22,62.22,62.22,0.0,0.0,62.26,62.26,62.26,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.92,61.92,61.92,0.0,0.0
2018-06-24,61.57,61.57,61.57,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.67,61.67,61.67,0.0,0.0
2018-07-01,63.5,63.5,63.5,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.28,63.28,63.28,0.0,0.0,63.49,63.49,63.49,0.0,0.0
2018-07-08,62.83,62.83,62.83,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.82,62.82,62.82,0.0,0.0
2018-07-15,63.09,63.09,63.09,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2018-07-22,64.4,64.4,64.4,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2018-07-29,63.37,63.37,63.37,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.39,63.39,63.39,0.0,0.0
2018-08-05,62.24,62.24,62.24,0.0,0.0,62.4,62.4,62.4,0.0,0.0,61.98,61.98,61.98,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2018-08-12,62.33,62.33,62.33,0.0,0.0,62.39,62.39,62.39,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2018-08-19,63.24,63.24,63.24,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.63,63.63,63.63,0.0,0.0
2018-08-26,62.63,62.63,62.63,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2018-09-02,61.4,61.4,61.4,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2018-09-09,62.24,62.24,62.24,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2018-09-16,63.97,63.97,63.97,0.0,0.0,63.97,63.97,63.97,0.0,0.0,63.53,63.53,63.53,0.0,0.0,63.53,63.53,63.53,0.0,0.0
2018-09-23,63.04,63.04,63.04,0.0,0.0,63.18,63.18,63.18,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.82,62.82,62.82,0.0,0.0
2018-09-30,61.05,61.05,61.05,0.0,0.0,61.33,61.33,61.33,0.0,0.0,60.82,60.82,60.82,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2018-10-07,59.52,59.52,59.52,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2018-10-14,59.82,59.82,59.82,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2018-10-21,58.54,58.54,58.54,0.0,0.0,58.61,58.61,58.61,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2018-10-28,59.71,59.71,59.71,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2018-11-04,59.32,59.32,59.32,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2018-11-11,59.35,59.35,59.35,0.0,0.0,59.45,59.45,59.45,0.0,0.0,58.83,58.83,58.83,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2018-11-18,58.91,58.91,58.91,0.0,0.0,59.17,59.17,59.17,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2018-11-25,60.14,60.14,60.14,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.74,59.74,59.74,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2018-12-02,57.35,57.35,57.35,0.0,0.0,57.5,57.5,57.5,0.0,0.0,56.67,56.67,56.67,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2018-12-09,57.42,57.42,57.42,0.0,0.0,57.53,57.53,57.53,0.0,0.0,56.78,56.78,56.78,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2018-12-16,55.28,55.28,55.28,0.0,0.0,55.54,55.54,55.54,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2018-12-23,56.59,56.59,56.59,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.27,56.27,56.27,0.0,0.0
2018-12-30,57.51,57.51,57.51,0.0,0.0,57.89,57.89,57.89,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2019-01-06,58.24,58.24,58.24,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2019-01-13,59.33,59.33,59.33,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2019-01-20,59.05,59.05,59.05,0.0,0.0,59.29,59.29,59.29,0.0,0.0,58.97,58.97,58.97,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2019-01-27,60.11,60.11,60.11,0.0,0.0,60.3,60.3,60.3,0.0,0.0,59.86,59.86,59.86,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2019-02-03,59.5,59.5,59.5,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.34,59.34,59.34,0.0,0.0
2019-02-10,60.3,60.3,60.3,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2019-02-17,61.52,61.52,61.52,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2019-02-24,61.38,61.38,61.38,0.0,0.0,61.49,61.49,61.49,0.0,0.0,60.84,60.84,60.84,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2019-03-03,60.39,60.39,60.39,0.0,0.0,60.93,60.93,60.93,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.93,60.93,60.93,0.0,0.0
