Date,Materials Select Sector SPDR_Open_average,Materials Select Sector SPDR_Open_max,Materials Select Sector SPDR_Open_min,Materials Select Sector SPDR_Open_volatility,Materials Select Sector SPDR_Open_change,Materials Select Sector SPDR_High_average,Materials Select Sector SPDR_High_max,Materials Select Sector SPDR_High_min,Materials Select Sector SPDR_High_volatility,Materials Select Sector SPDR_High_change,Materials Select Sector SPDR_Low_average,Materials Select Sector SPDR_Low_max,Materials Select Sector SPDR_Low_min,Materials Select Sector SPDR_Low_volatility,Materials Select Sector SPDR_Low_change,Materials Select Sector SPDR_Close_average,Materials Select Sector SPDR_Close_max,Materials Select Sector SPDR_Close_min,Materials Select Sector SPDR_Close_volatility,Materials Select Sector SPDR_Close_change
2018-01-14,63.19,63.19,63.19,0.0,0.0,63.19,63.19,63.19,0.0,0.0,62.79,62.79,62.79,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2018-01-21,64.04,64.04,64.04,0.0,0.0,64.12,64.12,64.12,0.0,0.0,63.32,63.32,63.32,0.0,0.0,63.36,63.36,63.36,0.0,0.0
2018-01-28,60.21,60.21,60.21,0.0,0.0,60.87,60.87,60.87,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2018-02-04,58.88,58.88,58.88,0.0,0.0,59.95,59.95,59.95,0.0,0.0,58.71,58.71,58.71,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2018-02-11,60.42,60.42,60.42,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.21,60.21,60.21,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2018-02-18,61.55,61.55,61.55,0.0,0.0,61.6,61.6,61.6,0.0,0.0,60.95,60.95,60.95,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2018-02-25,58.69,58.69,58.69,0.0,0.0,59.91,59.91,59.91,0.0,0.0,58.61,58.61,58.61,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2018-03-04,61.39,61.39,61.39,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.17,61.17,61.17,0.0,0.0
2018-03-11,58.98,58.98,58.98,0.0,0.0,59.02,59.02,59.02,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2018-03-18,56.68,56.68,56.68,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.15,56.15,56.15,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2018-03-25,56.75,56.75,56.75,0.0,0.0,57.03,57.03,57.03,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2018-04-01,56.82,56.82,56.82,0.0,0.0,57.5,57.5,57.5,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2018-04-08,58.54,58.54,58.54,0.0,0.0,58.97,58.97,58.97,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.89,58.89,58.89,0.0,0.0
2018-04-15,58.88,58.88,58.88,0.0,0.0,59.07,59.07,59.07,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2018-04-22,57.85,57.85,57.85,0.0,0.0,58.05,58.05,58.05,0.0,0.0,56.95,56.95,56.95,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2018-04-29,57.86,57.86,57.86,0.0,0.0,58.14,58.14,58.14,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2018-05-06,59.06,59.06,59.06,0.0,0.0,59.31,59.31,59.31,0.0,0.0,58.89,58.89,58.89,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2018-05-13,60.18,60.18,60.18,0.0,0.0,60.32,60.32,60.32,0.0,0.0,59.97,59.97,59.97,0.0,0.0,60.18,60.18,60.18,0.0,0.0
2018-05-20,59.08,59.08,59.08,0.0,0.0,59.19,59.19,59.19,0.0,0.0,58.79,58.79,58.79,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2018-05-27,59.3,59.3,59.3,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.41,59.41,59.41,0.0,0.0
2018-06-03,60.75,60.75,60.75,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2018-06-10,59.27,59.27,59.27,0.0,0.0,59.69,59.69,59.69,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2018-06-17,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.61,57.61,57.61,0.0,0.0
2018-06-24,57.65,57.65,57.65,0.0,0.0,57.89,57.89,57.89,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2018-07-01,58.73,58.73,58.73,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2018-07-08,58.61,58.61,58.61,0.0,0.0,58.73,58.73,58.73,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2018-07-15,58.27,58.27,58.27,0.0,0.0,58.29,58.29,58.29,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2018-07-22,59.36,59.36,59.36,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2018-07-29,58.83,58.83,58.83,0.0,0.0,59.5,59.5,59.5,0.0,0.0,58.64,58.64,58.64,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2018-08-05,58.73,58.73,58.73,0.0,0.0,58.97,58.97,58.97,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2018-08-12,58.54,58.54,58.54,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.84,58.84,58.84,0.0,0.0
2018-08-19,59.25,59.25,59.25,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.25,59.25,59.25,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2018-08-26,59.36,59.36,59.36,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2018-09-02,59.14,59.14,59.14,0.0,0.0,59.37,59.37,59.37,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.05,59.05,59.05,0.0,0.0
2018-09-09,59.39,59.39,59.39,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2018-09-16,60.36,60.36,60.36,0.0,0.0,60.44,60.44,60.44,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.71,59.71,59.71,0.0,0.0
2018-09-23,58.25,58.25,58.25,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.51,58.51,58.51,0.0,0.0
2018-09-30,57.41,57.41,57.41,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.61,57.61,57.61,0.0,0.0
2018-10-07,53.75,53.75,53.75,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2018-10-14,53.33,53.33,53.33,0.0,0.0,53.52,53.52,53.52,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2018-10-21,51.51,51.51,51.51,0.0,0.0,51.88,51.88,51.88,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2018-10-28,54.0,54.0,54.0,0.0,0.0,54.25,54.25,54.25,0.0,0.0,53.72,53.72,53.72,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2018-11-04,54.91,54.91,54.91,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2018-11-11,55.12,55.12,55.12,0.0,0.0,55.42,55.42,55.42,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-11-18,53.77,53.77,53.77,0.0,0.0,54.11,54.11,54.11,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2018-11-25,55.74,55.74,55.74,0.0,0.0,56.14,56.14,56.14,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2018-12-02,51.93,51.93,51.93,0.0,0.0,52.27,52.27,52.27,0.0,0.0,51.11,51.11,51.11,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2018-12-09,51.39,51.39,51.39,0.0,0.0,51.74,51.74,51.74,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2018-12-16,48.28,48.28,48.28,0.0,0.0,48.66,48.66,48.66,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2018-12-23,50.27,50.27,50.27,0.0,0.0,50.61,50.61,50.61,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2018-12-30,51.3,51.3,51.3,0.0,0.0,52.06,52.06,52.06,0.0,0.0,50.96,50.96,50.96,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-01-06,51.81,51.81,51.81,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2019-01-13,53.08,53.08,53.08,0.0,0.0,53.76,53.76,53.76,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2019-01-20,52.74,52.74,52.74,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.58,52.58,52.58,0.0,0.0,53.04,53.04,53.04,0.0,0.0
