Date,AAGIY_Open_average,AAGIY_Open_max,AAGIY_Open_min,AAGIY_Open_volatility,AAGIY_Open_change,AAGIY_High_average,AAGIY_High_max,AAGIY_High_min,AAGIY_High_volatility,AAGIY_High_change,AAGIY_Low_average,AAGIY_Low_max,AAGIY_Low_min,AAGIY_Low_volatility,AAGIY_Low_change,AAGIY_Close_average,AAGIY_Close_max,AAGIY_Close_min,AAGIY_Close_volatility,AAGIY_Close_change,AAGIY_Volume_average,AAGIY_Volume_max,AAGIY_Volume_min,AAGIY_Volume_volatility,AAGIY_Volume_change
2018-01-14,34.3025,34.63,33.67,0.9600000000000009,0.09000000000000341,34.8075,35.12,34.44,0.6799999999999997,-0.4899999999999949,34.135,34.54,33.67,0.8699999999999974,-0.5799999999999983,34.53,35.04,33.9,1.1400000000000006,-0.5599999999999952,369292,594990,245765,349225,349225
2018-01-21,34.336,34.74,34.08,0.6600000000000037,-0.13000000000000256,34.456,34.74,34.34,0.3999999999999986,0.05999999999999517,34.066,34.19,33.94,0.25,0.17999999999999972,34.275999999999996,34.44,34.07,0.36999999999999744,0.3399999999999963,278105,495079,173036,322043,-322043
2018-01-28,33.556,34.5,32.75,1.75,-0.8999999999999986,33.955999999999996,34.58,33.37,1.2100000000000009,-0.35999999999999943,33.372,34.0,32.75,1.25,-0.6099999999999994,33.638,34.34,32.91,1.4300000000000068,-0.5800000000000054,219491,267911,155398,112513,-65589
2018-02-04,31.344,32.33,30.14,2.1899999999999977,-2.1899999999999977,31.854,32.77,30.72,2.0500000000000043,-2.0500000000000043,30.898,31.62,29.76,1.8599999999999994,-1.8599999999999994,31.412,32.05,30.7,1.3499999999999979,-1.1799999999999997,331876,456054,233256,222798,86995
2018-02-11,31.965999999999998,32.8,31.04,1.759999999999998,1.7100000000000009,32.245999999999995,33.08,31.29,1.7899999999999991,1.7899999999999991,31.49,32.68,30.7,1.9800000000000004,1.9800000000000004,32.146,32.9,31.14,1.759999999999998,1.759999999999998,496371,1497963,178010,1319953,-1311357
2018-02-18,32.795,33.46,32.33,1.1300000000000026,-0.3100000000000023,32.93,33.46,32.65,0.8100000000000023,0.21000000000000085,32.3775,32.81,32.01,0.8000000000000043,0.25,32.665,32.82,32.48,0.3400000000000034,0.2700000000000031,207786,225177,180787,44390,-10549
2018-02-25,33.034,33.55,32.03,1.519999999999996,-0.769999999999996,33.488,34.0,32.8,1.2000000000000028,0.4100000000000037,32.77,33.29,32.03,1.259999999999998,-0.25,33.286,33.65,32.72,0.9299999999999997,0.480000000000004,181816,229674,148614,81060,51770
2018-03-04,32.896,33.75,31.58,2.1700000000000017,2.1700000000000017,33.258,34.3,32.55,1.75,1.75,32.602,33.75,31.58,2.1700000000000017,2.1700000000000017,33.098,34.21,32.46,1.75,1.75,142717,197397,108241,89156,-32860
2018-03-11,34.468,34.56,34.34,0.21999999999999886,0.12999999999999545,34.592,34.74,34.47,0.2700000000000031,-0.2700000000000031,34.136,34.34,34.0,0.3400000000000034,-0.2600000000000051,34.342,34.68,34.14,0.5399999999999991,-0.3299999999999983,172024,235505,124551,110954,-61784
2018-03-18,34.392,34.95,33.74,1.2100000000000009,-0.39000000000000057,34.658,35.38,34.05,1.3300000000000054,-0.6799999999999997,34.074,34.78,33.22,1.5600000000000023,-1.0799999999999983,34.3,35.25,33.23,2.020000000000003,-1.3700000000000045,143350,186349,119356,66993,36260
2018-03-25,34.0125,34.7,33.51,1.1900000000000048,-0.5399999999999991,34.4775,34.92,33.79,1.1300000000000026,-0.4200000000000017,33.6275,34.05,33.19,0.8599999999999994,-0.5399999999999991,34.1875,34.79,33.57,1.2199999999999989,-0.4099999999999966,170668,240913,125616,115297,87796
2018-04-01,34.526,34.89,34.17,0.7199999999999989,-0.28000000000000114,34.8,34.96,34.45,0.509999999999998,0.4199999999999946,34.068,34.76,33.47,1.2899999999999991,0.5900000000000034,34.45,34.84,33.71,1.1300000000000026,0.6499999999999986,179067,278518,137708,140810,-19420
2018-04-08,35.634,36.74,34.37,2.3700000000000045,1.6400000000000006,35.958,36.85,34.93,1.9200000000000017,1.3999999999999986,35.512,36.47,34.37,2.1000000000000014,1.4500000000000028,35.782,36.73,34.62,2.1099999999999994,1.3400000000000034,263457,541450,135976,405474,37125
