Date,PRU_Open_average,PRU_Open_max,PRU_Open_min,PRU_Open_volatility,PRU_Open_change,PRU_High_average,PRU_High_max,PRU_High_min,PRU_High_volatility,PRU_High_change,PRU_Low_average,PRU_Low_max,PRU_Low_min,PRU_Low_volatility,PRU_Low_change,PRU_Close_average,PRU_Close_max,PRU_Close_min,PRU_Close_volatility,PRU_Close_change,PRU_Volume_average,PRU_Volume_max,PRU_Volume_min,PRU_Volume_volatility,PRU_Volume_change
2018-01-14,123.496,124.27,122.68,1.5899999999999892,1.5899999999999892,124.256,124.47,123.86,0.6099999999999994,0.35999999999999943,122.636,123.27,121.54,1.7299999999999898,1.6599999999999966,123.46,124.33,122.09,2.239999999999995,2.239999999999995,1962355,3248499,1288193,1960306,-454807
2018-01-21,125.04599999999999,125.85,124.33,1.519999999999996,1.519999999999996,125.814,127.14,124.55,2.5900000000000034,2.5900000000000034,124.278,125.17,123.08,2.0900000000000034,2.0900000000000034,124.964,126.02,124.2,1.8199999999999932,1.1700000000000017,1745360,2014745,1594105,420640,-179449
2018-01-28,119.886,123.59,115.94,7.650000000000006,-7.650000000000006,120.792,124.13,116.89,7.239999999999995,-7.239999999999995,117.12,121.17,110.62,10.549999999999997,-10.549999999999997,117.77,121.39,110.79,10.599999999999994,-10.599999999999994,2423192,3053615,1994638,1058977,206698
2018-02-04,108.458,111.25,104.72,6.530000000000001,0.6599999999999966,110.726,112.51,107.0,5.510000000000005,-1.25,105.616,109.7,102.1,7.6000000000000085,0.0,107.888,111.17,103.38,7.790000000000006,-3.1299999999999955,3710214,4406263,2262204,2144059,-692181
2018-02-11,108.68,112.07,106.48,5.589999999999989,2.489999999999995,110.695,113.03,107.72,5.310000000000002,2.6099999999999994,107.7225,109.1,106.32,2.780000000000001,2.75,109.33,111.27,106.89,4.3799999999999955,2.5400000000000063,2657062,2934839,2354657,580182,-297940
2018-02-18,108.916,109.63,108.29,1.3399999999999892,0.6299999999999955,109.844,110.54,109.01,1.5300000000000011,1.3000000000000114,108.106,109.23,107.28,1.9500000000000028,1.3400000000000034,108.8,110.12,107.79,2.3299999999999983,1.6400000000000006,2125699,2468068,1823075,644993,-311504
2018-02-25,106.854,110.0,103.83,6.170000000000002,-5.5,108.282,111.13,105.82,5.310000000000002,-3.8599999999999994,105.03,108.66,102.44,6.219999999999999,-4.509999999999991,106.152,108.69,103.93,4.759999999999991,-2.469999999999999,2401109,2785841,2053232,732609,-213945
2018-03-04,107.912,110.36,106.03,4.329999999999998,3.450000000000003,108.834,110.55,107.54,3.009999999999991,2.739999999999995,107.152,109.58,105.92,3.6599999999999966,3.5999999999999943,108.506,110.3,107.31,2.989999999999995,2.3499999999999943,2042984,3450091,1334509,2115582,1889883
2018-03-11,109.354,110.61,108.55,2.0600000000000023,-2.0600000000000023,109.904,111.18,108.94,2.240000000000009,-2.240000000000009,107.944,109.29,106.36,2.930000000000007,-2.930000000000007,108.502,109.6,107.72,1.8799999999999955,-1.8799999999999955,2308759,3748876,1767338,1981538,-62901
2018-03-18,106.58200000000001,109.18,102.65,6.530000000000001,-5.709999999999994,107.676,110.23,105.22,5.010000000000005,-4.25,104.726,108.8,100.26,8.539999999999992,-6.509999999999991,105.53,108.9,100.64,8.260000000000005,-4.730000000000004,2077497,2372548,1758801,613747,142710
2018-03-25,103.595,104.44,103.02,1.4200000000000017,-1.0300000000000011,104.19749999999999,105.25,103.55,1.7000000000000028,-1.7000000000000028,101.4375,102.75,99.3,3.450000000000003,-2.549999999999997,102.49000000000001,103.55,100.95,2.5999999999999943,-1.6099999999999994,2378676,2625015,2228195,396820,300792
2018-04-01,102.962,105.33,100.92,4.409999999999997,1.1700000000000017,104.486,105.85,103.15,2.6999999999999886,1.0499999999999972,101.73,104.11,100.76,3.3499999999999943,0.8399999999999892,103.288,104.91,101.95,2.9599999999999937,-0.8799999999999955,2015144,2389494,1675902,713592,181948
2018-04-08,104.408,105.91,103.5,2.4099999999999966,1.7199999999999989,105.396,106.0,104.4,1.5999999999999943,0.3500000000000085,103.58,104.4,102.83,1.5700000000000074,1.0200000000000102,104.41,105.08,102.96,2.1200000000000045,0.37999999999999545,1732784,2518285,1274395,1243890,-833783
2018-04-15,106.378,107.54,105.37,2.1700000000000017,1.5600000000000023,107.304,107.92,106.36,1.5600000000000023,1.269999999999996,105.714,106.79,104.55,2.240000000000009,2.240000000000009,106.444,107.38,104.9,2.4799999999999898,2.4799999999999898,1343083,1540346,951651,588695,-444324
2018-04-22,107.274,108.13,106.73,1.3999999999999915,0.12999999999999545,108.048,108.92,107.39,1.5300000000000011,-0.4399999999999977,106.092,106.32,105.51,0.8099999999999881,0.13999999999998636,107.008,107.62,106.32,1.3000000000000114,-0.8200000000000074,1162872,1685512,759465,926047,496372
