Date,RCL_Open_average,RCL_Open_max,RCL_Open_min,RCL_Open_volatility,RCL_Open_change,RCL_High_average,RCL_High_max,RCL_High_min,RCL_High_volatility,RCL_High_change,RCL_Low_average,RCL_Low_max,RCL_Low_min,RCL_Low_volatility,RCL_Low_change,RCL_Close_average,RCL_Close_max,RCL_Close_min,RCL_Close_volatility,RCL_Close_change,RCL_Volume_average,RCL_Volume_max,RCL_Volume_min,RCL_Volume_volatility,RCL_Volume_change
2018-01-14,129.026,130.31,127.56,2.75,0.5,129.932,130.61,128.89,1.7200000000000273,-0.36000000000001364,127.408,128.93,125.79,3.1400000000000006,0.75,128.79,130.21,126.75,3.460000000000008,1.9499999999999886,1521415,1754524,1328376,426148,397770
2018-01-21,131.284,134.55,127.92,6.63000000000001,5.719999999999999,133.482,135.65,129.14,6.510000000000019,6.510000000000019,130.016,133.75,126.67,7.079999999999998,7.079999999999998,132.282,134.98,127.22,7.759999999999991,7.550000000000011,2326217,4607329,1302052,3305277,-792438
2018-01-28,132.482,134.22,128.89,5.3300000000000125,-5.3300000000000125,133.464,135.1,129.94,5.159999999999997,-5.159999999999997,130.524,133.18,124.55,8.63000000000001,-8.269999999999996,131.034,133.55,125.37,8.180000000000007,-7.909999999999997,1466317,1783640,1296898,486742,404552
2018-02-04,125.936,128.62,122.77,5.8500000000000085,3.740000000000009,128.582,130.5,125.61,4.890000000000001,2.469999999999999,123.572,127.16,119.76,7.3999999999999915,3.4200000000000017,126.474,129.27,122.45,6.820000000000007,1.6100000000000136,1831057,2334475,1221472,1113003,325664
2018-02-11,129.7875,131.38,128.07,3.3100000000000023,2.5,131.54500000000002,132.7,130.15,2.549999999999983,2.549999999999983,128.98250000000002,130.27,127.75,2.5200000000000102,2.5200000000000102,130.7375,131.71,129.03,2.680000000000007,2.6500000000000057,1365015,1732187,993050,739137,-536462
2018-02-18,131.146,132.04,130.32,1.7199999999999989,-0.03999999999999204,132.216,133.09,130.78,2.3100000000000023,-1.6499999999999773,130.06,130.6,129.59,1.009999999999991,-0.6599999999999966,130.462,131.56,129.6,1.960000000000008,-1.1599999999999966,1274337,1652819,1045226,607593,-96855
2018-02-25,126.162,130.4,121.62,8.780000000000001,-8.780000000000001,126.762,130.62,122.47,8.150000000000006,-8.150000000000006,123.986,128.83,120.44,8.390000000000015,-8.390000000000015,124.684,128.86,121.36,7.500000000000014,-7.500000000000014,1713650,1898476,1264913,633563,621862
2018-03-04,124.332,127.24,121.6,5.640000000000001,5.640000000000001,125.426,127.24,123.83,3.4099999999999966,3.049999999999997,123.34,124.77,121.2,3.569999999999993,3.569999999999993,124.798,126.62,123.53,3.0900000000000034,1.460000000000008,1863034,2536785,1173329,1363456,-1363456
2018-03-11,125.55199999999999,126.38,124.53,1.8499999999999943,-1.289999999999992,126.104,127.02,125.11,1.9099999999999966,-1.4299999999999926,124.486,125.39,123.48,1.9099999999999966,-1.9099999999999966,125.08,125.95,124.42,1.5300000000000011,-1.5300000000000011,1094054,1262084,843484,418600,-186438
2018-03-18,122.652,125.29,118.54,6.75,-6.75,123.588,126.96,119.97,6.989999999999995,-6.989999999999995,120.362,124.39,116.98,7.409999999999997,-7.079999999999998,121.074,124.86,117.04,7.819999999999993,-4.939999999999998,1368415,1697023,1035680,661343,-396680
2018-03-25,118.4025,120.0,117.23,2.769999999999996,-2.0,119.3875,121.24,118.66,2.5799999999999983,-2.5799999999999983,116.22999999999999,117.69,114.74,2.950000000000003,-2.950000000000003,117.2075,118.3,116.26,2.039999999999992,-2.039999999999992,1116450,1228412,966223,262189,262189
2018-04-01,116.268,117.52,114.22,3.299999999999997,-0.6799999999999926,117.592,118.79,116.97,1.8200000000000074,0.4000000000000057,114.896,116.86,113.92,2.9399999999999977,0.4399999999999977,116.056,117.82,114.83,2.989999999999995,-0.5200000000000102,1220216,1918005,875730,1042275,267591
2018-04-08,114.542,116.17,112.77,3.4000000000000057,-1.4099999999999966,115.744,116.8,115.01,1.789999999999992,-0.7099999999999937,112.956,114.43,110.88,3.5500000000000114,3.5500000000000114,114.05199999999999,115.71,112.92,2.789999999999992,2.789999999999992,1534180,2626497,1125445,1501052,-1404890
2018-04-15,117.968,119.55,116.31,3.239999999999995,3.239999999999995,119.21000000000001,120.73,117.31,3.4200000000000017,3.4200000000000017,117.652,118.85,116.25,2.5999999999999943,2.5999999999999943,118.408,119.71,116.96,2.75,2.75,1656383,2333597,1268382,1065215,74715
2018-04-22,116.6,120.52,112.24,8.280000000000001,-8.280000000000001,117.538,120.58,112.64,7.939999999999998,-7.939999999999998,112.826,116.64,107.96,8.680000000000007,-8.680000000000007,113.74,118.49,108.19,10.299999999999997,-9.079999999999998,2846373,4778260,1343546,3434714,3434714
2018-04-29,107.67999999999999,109.6,105.94,3.6599999999999966,-0.9099999999999966,108.458,109.84,107.24,2.6000000000000085,-2.1099999999999994,105.832,107.05,104.7,2.3499999999999943,-2.3499999999999943,107.102,109.56,105.06,4.5,-4.5,2079155,3112904,1514258,1598646,-998829
2018-05-06,105.986,107.3,104.4,2.8999999999999915,2.0,106.986,107.95,105.33,2.6200000000000045,0.9099999999999966,105.152,106.07,103.76,2.309999999999988,2.299999999999997,106.14,107.27,104.07,3.200000000000003,3.0600000000000023,2246547,3280821,1272998,2007823,-1220815
2018-05-13,107.274,107.97,106.59,1.3799999999999955,1.2199999999999989,108.054,108.71,107.39,1.3199999999999932,0.6899999999999977,106.51400000000001,107.04,105.9,1.1400000000000006,0.8499999999999943,107.228,107.99,106.62,1.3699999999999903,0.5999999999999943,1706983,2050900,1004471,1046429,-1046429
2018-05-20,106.87,107.2,106.5,0.7000000000000028,-0.4200000000000017,108.3175,110.42,107.24,3.180000000000007,2.6500000000000057,105.98,106.64,105.02,1.6200000000000045,-0.12999999999999545,107.58500000000001,109.8,106.33,3.469999999999999,2.289999999999992,1771219,2520823,975827,1544996,1544996
2018-05-27,106.582,108.8,104.92,3.8799999999999955,-2.4599999999999937,107.302,109.78,106.16,3.6200000000000045,-2.75,104.982,105.64,104.6,1.0400000000000063,0.6200000000000045,105.93,106.51,104.98,1.5300000000000011,0.730000000000004,1730386,2659428,1328603,1330825,-1134653
2018-06-03,103.486,104.49,101.93,2.559999999999988,0.19999999999998863,104.804,105.76,104.2,1.5600000000000023,-0.1700000000000017,102.532,103.94,101.2,2.739999999999995,2.3499999999999943,103.61800000000001,104.4,102.15,2.25,1.5300000000000011,2039345,3661830,1153834,2507996,-2426804
2018-06-10,109.76,113.18,104.06,9.120000000000005,9.069999999999993,112.61,115.55,108.27,7.280000000000001,6.590000000000003,108.99,112.45,103.91,8.540000000000006,7.790000000000006,111.262,114.62,105.7,8.920000000000002,8.920000000000002,3287685,5100797,2005079,3095718,-1376511
