Date,STZ_Open_average,STZ_Open_max,STZ_Open_min,STZ_Open_volatility,STZ_Open_change,STZ_High_average,STZ_High_max,STZ_High_min,STZ_High_volatility,STZ_High_change,STZ_Low_average,STZ_Low_max,STZ_Low_min,STZ_Low_volatility,STZ_Low_change,STZ_Close_average,STZ_Close_max,STZ_Close_min,STZ_Close_volatility,STZ_Close_change,STZ_Volume_average,STZ_Volume_max,STZ_Volume_min,STZ_Volume_volatility,STZ_Volume_change
2018-01-14,218.266,219.39,217.95,1.4399999999999977,0.020000000000010232,219.888,220.19,219.57,0.6200000000000045,-0.18999999999999773,217.228,217.97,215.41,2.5600000000000023,0.7700000000000102,218.374,219.32,217.29,2.030000000000001,1.5600000000000023,2005220,2235249,1699028,536221,-506167
2018-01-21,221.596,223.34,219.07,4.27000000000001,4.27000000000001,223.12199999999999,223.88,221.08,2.799999999999983,2.769999999999982,220.15,221.08,218.35,2.730000000000018,2.3100000000000023,221.7,223.64,220.74,2.8999999999999773,-0.03999999999999204,1605571,2354807,1304519,1050288,-305361
2018-01-28,218.672,220.37,214.4,5.969999999999999,-5.340000000000003,220.206,221.64,216.37,5.269999999999982,-4.8700000000000045,216.234,219.13,210.22,8.909999999999997,-7.800000000000011,217.42,220.69,211.0,9.689999999999998,-9.050000000000011,1480486,1994614,986071,1008543,988472
2018-02-04,212.134,215.75,208.57,7.180000000000007,2.4399999999999977,215.53,217.49,211.96,5.530000000000001,-1.8499999999999943,209.214,214.05,204.6,9.450000000000017,3.2399999999999807,212.488,216.29,208.73,7.560000000000002,-3.280000000000001,2553245,3131603,1791745,1339858,413255
2018-02-11,214.3425,216.69,212.98,3.710000000000008,3.579999999999984,216.8,220.2,214.81,5.389999999999986,5.389999999999986,213.0725,216.48,211.25,5.22999999999999,5.22999999999999,215.9325,219.45,213.47,5.97999999999999,5.97999999999999,1400942,1499273,1205454,293819,87580
2018-02-18,216.47,218.33,214.0,4.3300000000000125,-0.8300000000000125,218.696,220.65,217.0,3.6500000000000057,-0.7199999999999989,213.458,216.88,209.02,7.859999999999985,-1.0900000000000034,215.946,218.04,213.11,4.929999999999978,0.7099999999999795,1626126,2879546,1020450,1859096,128231
2018-02-25,217.42,219.32,215.68,3.6399999999999864,0.9000000000000057,219.136,220.04,216.77,3.269999999999982,-0.0700000000000216,215.4,217.51,213.57,3.9399999999999977,0.9899999999999807,217.768,219.84,215.48,4.360000000000014,1.4699999999999989,1538235,2150006,1042365,1107641,-1107641
2018-03-04,224.874,230.5,219.98,10.52000000000001,10.52000000000001,227.568,231.83,223.14,8.690000000000026,8.690000000000026,223.81,228.69,219.0,9.689999999999998,9.689999999999998,226.932,230.34,222.56,7.780000000000001,7.590000000000003,1533020,1766569,1200939,565630,559073
2018-03-11,228.35,230.28,227.52,2.759999999999991,-2.240000000000009,229.078,230.4,228.27,2.1299999999999955,-2.1299999999999955,226.124,227.11,225.17,1.9400000000000261,-1.9400000000000261,227.422,228.54,226.35,2.1899999999999977,-1.5900000000000034,999027,1263527,672196,591331,-227817
2018-03-18,225.524,228.05,222.69,5.360000000000014,-4.150000000000006,226.93800000000002,228.49,224.05,4.439999999999998,-4.439999999999998,222.676,225.53,218.88,6.650000000000006,-6.650000000000006,223.83599999999998,227.61,220.35,7.260000000000019,-7.260000000000019,1501400,2232831,982453,1250378,857309
