Date,BERK_Open_average,BERK_Open_max,BERK_Open_min,BERK_Open_volatility,BERK_Open_change,BERK_High_average,BERK_High_max,BERK_High_min,BERK_High_volatility,BERK_High_change,BERK_Low_average,BERK_Low_max,BERK_Low_min,BERK_Low_volatility,BERK_Low_change,BERK_Close_average,BERK_Close_max,BERK_Close_min,BERK_Close_volatility,BERK_Close_change,BERK_Volume_average,BERK_Volume_max,BERK_Volume_min,BERK_Volume_volatility,BERK_Volume_change
2018-01-14,12.816666666666666,13.0,12.7,0.3000000000000007,-0.25,12.833333333333334,13.0,12.7,0.3000000000000007,-0.1999999999999993,12.816666666666666,13.0,12.7,0.3000000000000007,-0.25,12.833333333333334,13.0,12.7,0.3000000000000007,-0.1999999999999993,739,937,559,378,164
2018-01-21,12.888,12.99,12.8,0.1899999999999995,-0.16000000000000014,12.892,12.99,12.82,0.16999999999999993,-0.16000000000000014,12.85,12.99,12.8,0.1899999999999995,-0.16000000000000014,12.854000000000001,12.99,12.8,0.1899999999999995,-0.16000000000000014,2847,10002,517,9485,484
2018-01-28,12.816666666666666,12.85,12.8,0.049999999999998934,-0.049999999999998934,12.816666666666666,12.85,12.8,0.049999999999998934,-0.049999999999998934,12.783333333333333,12.8,12.75,0.05000000000000071,0.05000000000000071,12.796666666666667,12.8,12.79,0.010000000000001563,0.010000000000001563,1723,3197,418,2779,-1641
2018-02-04,12.61,12.76,12.52,0.2400000000000002,-0.2400000000000002,12.61,12.76,12.52,0.2400000000000002,-0.2400000000000002,12.54,12.6,12.5,0.09999999999999964,-0.09999999999999964,12.54,12.6,12.5,0.09999999999999964,-0.09999999999999964,3740,9980,607,9373,-9373
2018-02-11,12.6,12.7,12.5,0.1999999999999993,0.1999999999999993,12.6,12.7,12.5,0.1999999999999993,0.1999999999999993,12.575,12.65,12.5,0.15000000000000036,0.15000000000000036,12.575,12.65,12.5,0.15000000000000036,0.15000000000000036,1299,2372,227,2145,2145
2018-02-18,12.425,12.45,12.4,0.049999999999998934,-0.049999999999998934,12.425,12.45,12.4,0.049999999999998934,-0.049999999999998934,12.425,12.45,12.4,0.049999999999998934,-0.049999999999998934,12.425,12.45,12.4,0.049999999999998934,-0.049999999999998934,140,180,100,80,80
2018-02-25,12.5,12.55,12.4,0.15000000000000036,-0.15000000000000036,12.5,12.55,12.4,0.15000000000000036,-0.15000000000000036,12.5,12.55,12.4,0.15000000000000036,-0.15000000000000036,12.5,12.55,12.4,0.15000000000000036,-0.15000000000000036,226,365,155,210,-3
2018-03-04,12.370000000000001,12.41,12.27,0.14000000000000057,-0.009999999999999787,12.370000000000001,12.41,12.27,0.14000000000000057,-0.009999999999999787,12.335,12.4,12.27,0.13000000000000078,0.13000000000000078,12.342500000000001,12.4,12.27,0.13000000000000078,0.09999999999999964,1557,5261,250,5011,-4858
2018-03-11,12.27,12.27,12.27,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.27,12.27,12.27,0.0,0.0,238,238,238,0,0
2018-03-18,12.21,12.26,12.16,0.09999999999999964,-0.09999999999999964,12.280000000000001,12.4,12.16,0.2400000000000002,-0.2400000000000002,12.16,12.16,12.16,0.0,0.0,12.280000000000001,12.4,12.16,0.2400000000000002,-0.2400000000000002,502,761,243,518,-518
