Date,ITW_Open_average,ITW_Open_max,ITW_Open_min,ITW_Open_volatility,ITW_Open_change,ITW_High_average,ITW_High_max,ITW_High_min,ITW_High_volatility,ITW_High_change,ITW_Low_average,ITW_Low_max,ITW_Low_min,ITW_Low_volatility,ITW_Low_change,ITW_Close_average,ITW_Close_max,ITW_Close_min,ITW_Close_volatility,ITW_Close_change,ITW_Volume_average,ITW_Volume_max,ITW_Volume_min,ITW_Volume_volatility,ITW_Volume_change
2018-01-14,171.02499999999998,171.42,170.53,0.8899999999999864,-0.28000000000000114,172.1925,172.64,171.92,0.7199999999999989,0.7199999999999989,169.82,170.73,168.74,1.9899999999999807,1.9899999999999807,170.745,172.42,169.22,3.1999999999999886,3.1999999999999886,1166395,1365287,918844,446443,-119849
2018-01-21,174.28199999999998,176.01,172.42,3.5900000000000034,3.1200000000000045,175.796,178.9,173.39,5.510000000000019,5.510000000000019,172.406,174.74,170.93,3.8100000000000023,3.8100000000000023,174.76999999999998,178.88,173.06,5.819999999999993,5.490000000000009,1664108,2294692,1142002,1152690,708983
2018-01-28,174.958,178.57,171.91,6.659999999999997,-6.659999999999997,175.884,179.07,173.25,5.819999999999993,-5.819999999999993,173.00199999999998,176.17,169.85,6.319999999999993,-6.319999999999993,173.844,176.9,170.38,6.52000000000001,-6.52000000000001,1435926,1529411,1263729,265682,11199
2018-02-04,162.596,169.53,158.19,11.340000000000003,-11.340000000000003,165.882,171.3,161.55,9.75,-9.75,158.086,163.12,154.65,8.469999999999999,-5.780000000000001,160.996,164.14,156.15,7.989999999999981,-0.9900000000000091,2104050,2478219,1631676,846543,211656
2018-02-11,161.66,163.5,160.37,3.1299999999999955,1.8999999999999773,163.54399999999998,164.82,162.34,2.4799999999999898,1.5900000000000034,160.764,162.32,159.34,2.9799999999999898,2.9799999999999898,162.33,163.36,161.42,1.9400000000000261,1.1300000000000239,1410706,1766375,1118946,647429,-152780
2018-02-18,162.475,164.46,161.57,2.890000000000015,2.8700000000000045,164.3025,164.99,163.04,1.950000000000017,1.7900000000000205,161.47,162.46,160.65,1.8100000000000023,1.8100000000000023,162.47,163.96,161.26,2.700000000000017,2.6200000000000045,1204930,1537287,773606,763681,-763681
2018-02-25,162.48,165.45,157.5,7.949999999999989,-6.6200000000000045,163.84799999999998,167.04,159.14,7.900000000000006,-6.610000000000014,160.37,163.5,156.29,7.210000000000008,-7.210000000000008,161.426,165.45,158.44,7.009999999999991,-6.889999999999986,1240004,1871553,762817,1108736,430625
2018-03-04,161.952,167.18,157.94,9.240000000000009,9.240000000000009,164.762,171.09,160.46,10.629999999999995,10.629999999999995,161.174,166.53,156.95,9.580000000000013,9.580000000000013,164.17600000000002,170.3,159.68,10.620000000000005,10.620000000000005,1784694,2453007,1194744,1258263,364747
2018-03-11,170.266,170.72,169.68,1.039999999999992,0.13999999999998636,171.454,171.83,170.69,1.1400000000000148,1.1400000000000148,168.928,169.7,167.84,1.8599999999999852,1.8599999999999852,169.922,170.96,169.2,1.7600000000000193,1.7600000000000193,1755431,2172795,1184257,988538,108457
2018-03-18,167.148,170.23,163.06,7.1699999999999875,-7.1699999999999875,168.204,170.65,164.03,6.6200000000000045,-6.6200000000000045,163.752,167.12,156.67,10.450000000000017,-9.180000000000007,164.662,168.22,156.91,11.310000000000002,-10.719999999999999,1510058,1898664,1277291,621373,244946
