Date,Guggenheim Invest Raymond James SB-1 Equity_Open_average,Guggenheim Invest Raymond James SB-1 Equity_Open_max,Guggenheim Invest Raymond James SB-1 Equity_Open_min,Guggenheim Invest Raymond James SB-1 Equity_Open_volatility,Guggenheim Invest Raymond James SB-1 Equity_Open_change,Guggenheim Invest Raymond James SB-1 Equity_High_average,Guggenheim Invest Raymond James SB-1 Equity_High_max,Guggenheim Invest Raymond James SB-1 Equity_High_min,Guggenheim Invest Raymond James SB-1 Equity_High_volatility,Guggenheim Invest Raymond James SB-1 Equity_High_change,Guggenheim Invest Raymond James SB-1 Equity_Low_average,Guggenheim Invest Raymond James SB-1 Equity_Low_max,Guggenheim Invest Raymond James SB-1 Equity_Low_min,Guggenheim Invest Raymond James SB-1 Equity_Low_volatility,Guggenheim Invest Raymond James SB-1 Equity_Low_change,Guggenheim Invest Raymond James SB-1 Equity_Close_average,Guggenheim Invest Raymond James SB-1 Equity_Close_max,Guggenheim Invest Raymond James SB-1 Equity_Close_min,Guggenheim Invest Raymond James SB-1 Equity_Close_volatility,Guggenheim Invest Raymond James SB-1 Equity_Close_change
2018-01-14,45.79,45.79,45.79,0.0,0.0,46.33,46.33,46.33,0.0,0.0,45.76,45.76,45.76,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2018-01-21,46.2,46.2,46.2,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2018-01-28,43.85,43.85,43.85,0.0,0.0,44.1,44.1,44.1,0.0,0.0,42.48,42.48,42.48,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2018-02-04,42.12,42.12,42.12,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.72,42.72,42.72,0.0,0.0
2018-02-11,43.87,43.87,43.87,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2018-02-18,44.16,44.16,44.16,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2018-02-25,43.5,43.5,43.5,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.5,43.5,43.5,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2018-03-04,45.01,45.01,45.01,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2018-03-11,44.1,44.1,44.1,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.79,43.79,43.79,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2018-03-18,43.28,43.28,43.28,0.0,0.0,43.54,43.54,43.54,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2018-03-25,42.76,42.76,42.76,0.0,0.0,42.76,42.76,42.76,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2018-04-01,43.14,43.14,43.14,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2018-04-08,44.27,44.27,44.27,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2018-04-15,44.84,44.84,44.84,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2018-04-22,45.06,45.06,45.06,0.0,0.0,45.07,45.07,45.07,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2018-04-29,45.59,45.59,45.59,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2018-05-06,46.48,46.48,46.48,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2018-05-13,47.21,47.21,47.21,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-05-20,46.35,46.35,46.35,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2018-05-27,46.78,46.78,46.78,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.78,46.78,46.78,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2018-06-03,47.22,47.22,47.22,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2018-06-10,47.66,47.66,47.66,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2018-06-17,47.25,47.25,47.25,0.0,0.0,47.25,47.25,47.25,0.0,0.0,46.88,46.88,46.88,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2018-06-24,46.5,46.5,46.5,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2018-07-01,48.25,48.25,48.25,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-07-08,47.47,47.47,47.47,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-07-15,47.62,47.62,47.62,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2018-07-22,46.88,46.88,46.88,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2018-07-29,47.42,47.42,47.42,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2018-08-05,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2018-08-12,48.08,48.08,48.08,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-08-19,49.32,49.32,49.32,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2018-08-26,49.22,49.22,49.22,0.0,0.0,49.24,49.24,49.24,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-09-02,48.33,48.33,48.33,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-09-09,48.55,48.55,48.55,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2018-09-16,48.7,48.7,48.7,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2018-09-23,48.59,48.59,48.59,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2018-09-30,47.3,47.3,47.3,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2018-10-07,45.28,45.28,45.28,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.66,45.66,45.66,0.0,0.0
2018-10-14,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2018-10-21,42.84,42.84,42.84,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2018-10-28,44.63,44.63,44.63,0.0,0.0,44.63,44.63,44.63,0.0,0.0,43.83,43.83,43.83,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2018-11-04,43.77,43.77,43.77,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2018-11-11,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2018-11-18,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2018-11-25,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2018-12-02,40.57,40.57,40.57,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2018-12-09,39.0,39.0,39.0,0.0,0.0,39.45,39.45,39.45,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2018-12-16,34.64,34.64,34.64,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-12-23,36.38,36.38,36.38,0.0,0.0,36.55,36.55,36.55,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-12-30,38.81,38.81,38.81,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-01-06,39.82,39.82,39.82,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-01-13,41.21,41.21,41.21,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.18,41.18,41.18,0.0,0.0
