Date,CNTFY_Open_average,CNTFY_Open_max,CNTFY_Open_min,CNTFY_Open_volatility,CNTFY_Open_change,CNTFY_High_average,CNTFY_High_max,CNTFY_High_min,CNTFY_High_volatility,CNTFY_High_change,CNTFY_Low_average,CNTFY_Low_max,CNTFY_Low_min,CNTFY_Low_volatility,CNTFY_Low_change,CNTFY_Close_average,CNTFY_Close_max,CNTFY_Close_min,CNTFY_Close_volatility,CNTFY_Close_change,CNTFY_Volume_average,CNTFY_Volume_max,CNTFY_Volume_min,CNTFY_Volume_volatility,CNTFY_Volume_change
2018-01-14,2.76276,3.06,2.55,0.5100000000000002,0.42620000000000013,2.9736,3.21,2.63,0.5800000000000001,0.3919999999999999,2.66962,2.943,2.43,0.5129999999999999,0.3692000000000002,2.826,3.08,2.52,0.56,0.3700000000000001,108780,276684,44891,231793,-32700
2018-01-21,2.83784,2.97,2.75,0.2200000000000002,0.1008,2.96698,3.05,2.8599,0.1900999999999997,-0.07499999999999973,2.712,2.75,2.66,0.08999999999999986,0.0,2.828,2.96,2.72,0.23999999999999977,0.17999999999999972,50953,95260,20840,74420,-52931
2018-01-28,2.79432,2.885,2.68,0.20499999999999963,-0.09660000000000002,2.8237,2.8935,2.705,0.1884999999999999,-0.1549999999999998,2.688,2.73,2.59,0.14000000000000012,-0.13000000000000034,2.74052,2.8935,2.5901,0.3033999999999999,-0.16989999999999972,22235,35019,10836,24183,24183
2018-02-04,2.54998,2.6499,2.43,0.21989999999999998,-0.1499999999999999,2.65836,2.7404,2.6159,0.12450000000000028,-0.11040000000000028,2.476,2.58,2.39,0.18999999999999995,-0.1499999999999999,2.536,2.58,2.43,0.1499999999999999,0.0,35349,69609,5328,64281,7856
2018-02-11,2.5924750000000003,2.64,2.5499,0.09010000000000007,-0.05010000000000003,2.627475,2.7,2.5499,0.15010000000000012,-0.15010000000000012,2.49825,2.533,2.45,0.08299999999999974,0.04999999999999982,2.5225,2.57,2.5,0.06999999999999984,0.009999999999999787,18235,40241,1004,39237,-39237
2018-02-18,2.4805200000000003,2.5716,2.43,0.14159999999999995,0.04999999999999982,2.51778,2.574,2.4949,0.07909999999999995,-0.025100000000000122,2.4542200000000003,2.4801,2.41,0.07010000000000005,0.06999999999999984,2.468,2.5,2.43,0.06999999999999984,0.04999999999999982,5563,13833,852,12981,-12981
2018-02-25,2.4339999999999997,2.57,2.32,0.25,-0.1200000000000001,2.49134,2.5767,2.4,0.1767000000000003,-0.020000000000000018,2.34692,2.44,2.26,0.18000000000000016,-0.14539999999999997,2.43,2.5,2.33,0.16999999999999993,-0.020000000000000018,9904,22508,2390,20118,-1416
2018-03-04,2.384,2.48,2.28,0.20000000000000018,-0.17000000000000037,2.46178,2.49,2.4199,0.07010000000000005,0.018999999999999684,2.3228,2.35,2.28,0.07000000000000028,-0.07000000000000028,2.384,2.49,2.31,0.18000000000000016,0.08000000000000007,5046,12209,600,11609,10034
2018-03-11,2.306,2.43,2.2,0.22999999999999998,-0.18000000000000016,2.34302,2.4741,2.25,0.22409999999999997,-0.22409999999999997,2.2042,2.29,2.13,0.16000000000000014,-0.16000000000000014,2.254,2.44,2.13,0.31000000000000005,-0.31000000000000005,29748,48044,15414,32630,31620
2018-03-18,2.218,2.26,2.19,0.06999999999999984,0.040000000000000036,2.3035,2.34,2.23,0.10999999999999988,0.005999999999999783,2.1622,2.2,2.13,0.07000000000000028,0.0,2.246,2.34,2.2,0.13999999999999968,0.08000000000000007,9640,14718,3855,10863,-2678
