Date,Oppenheimer Large Cap RevenueEtf_Open_average,Oppenheimer Large Cap RevenueEtf_Open_max,Oppenheimer Large Cap RevenueEtf_Open_min,Oppenheimer Large Cap RevenueEtf_Open_volatility,Oppenheimer Large Cap RevenueEtf_Open_change,Oppenheimer Large Cap RevenueEtf_High_average,Oppenheimer Large Cap RevenueEtf_High_max,Oppenheimer Large Cap RevenueEtf_High_min,Oppenheimer Large Cap RevenueEtf_High_volatility,Oppenheimer Large Cap RevenueEtf_High_change,Oppenheimer Large Cap RevenueEtf_Low_average,Oppenheimer Large Cap RevenueEtf_Low_max,Oppenheimer Large Cap RevenueEtf_Low_min,Oppenheimer Large Cap RevenueEtf_Low_volatility,Oppenheimer Large Cap RevenueEtf_Low_change,Oppenheimer Large Cap RevenueEtf_Close_average,Oppenheimer Large Cap RevenueEtf_Close_max,Oppenheimer Large Cap RevenueEtf_Close_min,Oppenheimer Large Cap RevenueEtf_Close_volatility,Oppenheimer Large Cap RevenueEtf_Close_change
2018-01-14,54.07,54.07,54.07,0.0,0.0,54.18,54.18,54.18,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2018-01-21,54.8,54.8,54.8,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.79,54.79,54.79,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2018-01-28,53.85,53.85,53.85,0.0,0.0,53.85,53.85,53.85,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-02-04,50.13,50.13,50.13,0.0,0.0,50.42,50.42,50.42,0.0,0.0,48.53,48.53,48.53,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-02-11,51.89,51.89,51.89,0.0,0.0,52.5,52.5,52.5,0.0,0.0,51.89,51.89,51.89,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2018-02-18,51.51,51.51,51.51,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2018-02-25,50.21,50.21,50.21,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2018-03-04,51.73,51.73,51.73,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.71,51.71,51.71,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2018-03-11,51.4,51.4,51.4,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2018-03-18,49.67,49.67,49.67,0.0,0.0,49.86,49.86,49.86,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2018-03-25,49.36,49.36,49.36,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2018-04-01,50.0,50.0,50.0,0.0,0.0,50.16,50.16,50.16,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2018-04-08,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-04-15,50.97,50.97,50.97,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2018-04-22,50.83,50.83,50.83,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2018-04-29,49.38,49.38,49.38,0.0,0.0,50.31,50.31,50.31,0.0,0.0,49.35,49.35,49.35,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-05-06,50.76,50.76,50.76,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.74,50.74,50.74,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2018-05-13,51.31,51.31,51.31,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2018-05-20,51.12,51.12,51.12,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2018-05-27,50.94,50.94,50.94,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2018-06-03,51.94,51.94,51.94,0.0,0.0,52.19,52.19,52.19,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2018-06-10,52.04,52.04,52.04,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.92,51.92,51.92,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-06-17,51.74,51.74,51.74,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2018-06-24,50.97,50.97,50.97,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2018-07-01,50.9,50.9,50.9,0.0,0.0,51.44,51.44,51.44,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2018-07-08,51.77,51.77,51.77,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.77,51.77,51.77,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2018-07-15,51.87,51.87,51.87,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2018-07-22,52.62,52.62,52.62,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-07-29,52.43,52.43,52.43,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-08-05,52.75,52.75,52.75,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-08-12,53.21,53.21,53.21,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2018-08-19,53.77,53.77,53.77,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2018-08-26,54.19,54.19,54.19,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.21,54.21,54.21,0.0,0.0
2018-09-02,53.91,53.91,53.91,0.0,0.0,54.13,54.13,54.13,0.0,0.0,53.87,53.87,53.87,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2018-09-09,54.34,54.34,54.34,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2018-09-16,55.32,55.32,55.32,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2018-09-23,54.09,54.09,54.09,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2018-09-30,54.23,54.23,54.23,0.0,0.0,54.31,54.31,54.31,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2018-10-07,52.01,52.01,52.01,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2018-10-14,52.07,52.07,52.07,0.0,0.0,52.46,52.46,52.46,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2018-10-21,51.55,51.55,51.55,0.0,0.0,51.55,51.55,51.55,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2018-10-28,51.98,51.98,51.98,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2018-11-04,52.83,52.83,52.83,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-11-11,51.4,51.4,51.4,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2018-11-18,49.8,49.8,49.8,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-11-25,51.64,51.64,51.64,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2018-12-02,50.6,50.6,50.6,0.0,0.0,50.87,50.87,50.87,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2018-12-09,48.97,48.97,48.97,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2018-12-16,46.0,46.0,46.0,0.0,0.0,46.7,46.7,46.7,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.21,45.21,45.21,0.0,0.0
2018-12-23,46.48,46.48,46.48,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2018-12-30,46.46,46.46,46.46,0.0,0.0,47.35,47.35,47.35,0.0,0.0,46.46,46.46,46.46,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2019-01-06,48.23,48.23,48.23,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2019-01-13,49.59,49.59,49.59,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.55,49.55,49.55,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-01-20,49.82,49.82,49.82,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-01-27,50.61,50.61,50.61,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-02-03,50.4,50.4,50.4,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-02-10,51.77,51.77,51.77,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.77,51.77,51.77,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2019-02-17,52.05,52.05,52.05,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2019-02-24,52.16,52.16,52.16,0.0,0.0,52.28,52.28,52.28,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2019-03-03,50.3,50.3,50.3,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-03-10,51.75,51.75,51.75,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-03-17,51.9,51.9,51.9,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2019-03-24,51.59,51.59,51.59,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2019-03-31,52.58,52.58,52.58,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2019-04-07,52.92,52.92,52.92,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2019-04-14,52.9,52.9,52.9,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2019-04-21,52.89,52.89,52.89,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.78,52.78,52.78,0.0,0.0,53.14,53.14,53.14,0.0,0.0
